Lflavo2a000001P1 lcl|NW_015149102.1_prot_XP_015187713.1_18870
Lflavo2a000526P1 lcl|NW_015148970.1_prot_XP_015172749.1_493
Lflavo2a000528P1 lcl|NW_015148973.1_prot_XP_015188783.1_2591
Lflavo2a000530P1 lcl|NW_015148973.1_prot_XP_015189284.1_2587
Lflavo2a000531P1 lcl|NW_015148973.1_prot_XP_015189254.1_2584
Lflavo2a000532P1 lcl|NW_015148978.1_prot_XP_015171546.1_4439
Lflavo2a000533P1 lcl|NW_015148970.1_prot_XP_015191352.1_507
Lflavo2a000536P1 lcl|NW_015148970.1_prot_XP_015190156.1_429
Lflavo2a000537P1 lcl|NW_015149000.1_prot_XP_015177055.1_9311
Lflavo2a000540P1 lcl|NW_015148988.1_prot_XP_015174247.1_6815
Lflavo2a000541P1 lcl|NW_015149008.1_prot_XP_015178575.1_10564
Lflavo2a000542P1 lcl|NW_015148990.1_prot_XP_015174587.1_7050
Lflavo2a000543P1 lcl|NW_015149008.1_prot_XP_015178318.1_10571
Lflavo2a000544P1 lcl|NW_015149077.1_prot_XP_015186373.1_17658
Lflavo2a000545P1 lcl|NW_015148975.1_prot_XP_015191248.1_3319
Lflavo2a000545P2 lcl|NW_015148975.1_prot_XP_015191249.1_3318
Lflavo2a000546P1 lcl|NW_015149010.1_prot_XP_015179016.1_10821
Lflavo2a000548P1 lcl|NW_015148970.1_prot_XP_015174323.1_128
Lflavo2a000549P1 lcl|NW_015149044.1_prot_XP_015183700.1_15349
Lflavo2a000551P1 lcl|NW_015149097.1_prot_XP_015187507.1_18644
Lflavo2a000553P2 lcl|NW_015148970.1_prot_XP_015190220.1_435
Lflavo2a000554P2 lcl|NW_015148978.1_prot_XP_015171552.1_4440
Lflavo2a000555P1 lcl|NW_015148990.1_prot_XP_015174636.1_7217
Lflavo2a000556P1 lcl|NW_015148973.1_prot_XP_015187849.1_2585
Lflavo2a000560P2 lcl|NW_015148978.1_prot_XP_015171547.1_4438
Lflavo2a000561P2 lcl|NW_015149217.1_prot_XP_015189614.1_20554
Lflavo2a000562P1 lcl|NW_015149044.1_prot_XP_015183715.1_15350
Lflavo2a000563P1 lcl|NW_015148990.1_prot_XP_015174581.1_7051
Lflavo2a000566P1 lcl|NW_015148990.1_prot_XP_015174568.1_7056
Lflavo2a000567P1 lcl|NW_015149021.1_prot_XP_015181098.1_12930
Lflavo2a000568P1 lcl|NW_015149010.1_prot_XP_015179014.1_10824
Lflavo2a000569P1 lcl|NW_015149021.1_prot_XP_015181165.1_12928
Lflavo2a000570P1 lcl|NW_015148970.1_prot_XP_015171513.1_512
Lflavo2a000571P2 lcl|NW_015149008.1_prot_XP_015178544.1_10574
Lflavo2a000572P1 lcl|NW_015149125.1_prot_XP_015188480.1_19552
Lflavo2a000573P1 lcl|NW_015148978.1_prot_XP_015171672.1_4443
Lflavo2a000576P1 lcl|NW_015148975.1_prot_XP_015191448.1_3246
Lflavo2a000578P1 lcl|NW_015149077.1_prot_XP_015186375.1_17657
Lflavo2a000579P1 lcl|NW_015149087.1_prot_XP_015186934.1_18161
Lflavo2a000581P1 lcl|NW_015149125.1_prot_XP_015188463.1_19551
Lflavo2a000582P1 lcl|NW_015149024.1_prot_XP_015181563.1_13332
Lflavo2a000583P1 lcl|NW_015149097.1_prot_XP_015187511.1_18645
Lflavo2a000586P1 lcl|NW_015148975.1_prot_XP_015191449.1_3248
Lflavo2a000587P1 lcl|NW_015149016.1_prot_XP_015180542.1_12144
Lflavo2a000588P1 lcl|NW_015149097.1_prot_XP_015187523.1_18639
Lflavo2a000590P1 lcl|NW_015148970.1_prot_XP_015172501.1_131
Lflavo2a000591P1 lcl|NW_015149239.1_prot_XP_015189677.1_20609
Lflavo2a000592P1 lcl|NW_015149008.1_prot_XP_015178519.1_10567
Lflavo2a000594P1 lcl|NW_015149008.1_prot_XP_015178442.1_10579
Lflavo2a000595P1 lcl|NW_015148970.1_prot_XP_015173784.1_424
Lflavo2a000597P1 lcl|NW_015148990.1_prot_XP_015174653.1_7225
Lflavo2a000598P1 lcl|NW_015148970.1_prot_XP_015171475.1_511
Lflavo2a000603P1 lcl|NW_015148973.1_prot_XP_015188932.1_2600
Lflavo2a000604P1 lcl|NW_015148999.1_prot_XP_015176809.1_8927
Lflavo2a000605P1 lcl|NW_015149000.1_prot_XP_015177114.1_9310
Lflavo2a000606P1 lcl|NW_015149075.1_prot_XP_015186262.1_17547
Lflavo2a000607P1 lcl|NW_015148970.1_prot_XP_015171455.1_509
Lflavo2a000608P1 lcl|NW_015148970.1_prot_XP_015173657.1_426
Lflavo2a000609P1 lcl|NW_015148973.1_prot_XP_015189303.1_2589
Lflavo2a000609P2 lcl|NW_015148973.1_prot_XP_015189307.1_2590
Lflavo2a000610P1 lcl|NW_015149143.1_prot_XP_015188857.1_19872
Lflavo2a000611P2 lcl|NW_015149072.1_prot_XP_015186039.1_17325
Lflavo2a000612P1 lcl|NW_015148982.1_prot_XP_015172687.1_5364
Lflavo2a000614P1 lcl|NW_015148982.1_prot_XP_015172860.1_5494
Lflavo2a000615P1 lcl|NW_015148982.1_prot_XP_015172672.1_5350
Lflavo2a000616P1 lcl|NW_015149072.1_prot_XP_015186013.1_17331
Lflavo2a000617P1 lcl|NW_015149012.1_prot_XP_015179377.1_11339
Lflavo2a000618P1 lcl|NW_015149020.1_prot_XP_015181056.1_12895
Lflavo2a000619P1 lcl|NW_015149005.1_prot_XP_015177823.1_9863
Lflavo2a000620P3 lcl|NW_015149041.1_prot_XP_015183485.1_15030
Lflavo2a000621P1 lcl|NW_015148999.1_prot_XP_015176906.1_9227
Lflavo2a000622P1 lcl|NW_015149001.1_prot_XP_015177170.1_9400
Lflavo2a000623P1 lcl|NW_015149012.1_prot_XP_015179364.1_11342
Lflavo2a000625P1 lcl|NW_015148976.1_prot_XP_015191700.1_3669
Lflavo2a000626P1 lcl|NW_015149005.1_prot_XP_015177831.1_9870
Lflavo2a000627P1 lcl|NW_015149064.1_prot_XP_015185432.1_16812
Lflavo2a000628P2 lcl|NW_015149012.1_prot_XP_015179381.1_11338
Lflavo2a000633P1 lcl|NW_015148982.1_prot_XP_015172685.1_5351
Lflavo2a000634P1 lcl|NW_015149005.1_prot_XP_015177688.1_9872
Lflavo2a000638P1 lcl|NW_015149005.1_prot_XP_015177781.1_9861
Lflavo2a000639P1 lcl|NW_015149143.1_prot_XP_015188831.1_19868
Lflavo2a000640P1 lcl|NW_015149005.1_prot_XP_015177858.1_9877
Lflavo2a000641P1 lcl|NW_015149143.1_prot_XP_015188851.1_19870
Lflavo2a000642P1 lcl|NW_015148999.1_prot_XP_015176981.1_8969
Lflavo2a000645P1 lcl|NW_015148976.1_prot_XP_015191553.1_3670
Lflavo2a000646P1 lcl|NW_015148990.1_prot_XP_015174838.1_7348
Lflavo2a000648P1 lcl|NW_015148990.1_prot_XP_015174595.1_7010
Lflavo2a000650P1 lcl|NW_015149016.1_prot_XP_015180359.1_12187
Lflavo2a000652P1 lcl|NW_015149064.1_prot_XP_015185410.1_16813
Lflavo2a000655P1 lcl|NW_015149005.1_prot_XP_015177828.1_9868
Lflavo2a000656P2 lcl|NW_015148999.1_prot_XP_015176622.1_9221
Lflavo2a000658P1 lcl|NW_015149041.1_prot_XP_015183483.1_15025
Lflavo2a000659P1 lcl|NW_015148990.1_prot_XP_015174588.1_7017
Lflavo2a000660P1 lcl|NW_015149041.1_prot_XP_015183473.1_15018
Lflavo2a000661P1 lcl|NW_015148990.1_prot_XP_015174836.1_7356
Lflavo2a000663P1 lcl|NW_015148990.1_prot_XP_015174557.1_7016
Lflavo2a000664P1 lcl|NW_015149016.1_prot_XP_015180361.1_12188
Lflavo2a000665P1 lcl|NW_015149001.1_prot_XP_015177196.1_9401
Lflavo2a000666P1 lcl|NW_015149001.1_prot_XP_015177163.1_9393
Lflavo2a000669P1 lcl|NW_015149005.1_prot_XP_015177825.1_9865
Lflavo2a000670P1 lcl|NW_015149093.1_prot_XP_015187286.1_18450
Lflavo2a000671P1 lcl|NW_015149143.1_prot_XP_015188849.1_19871
Lflavo2a000673P1 lcl|NW_015149072.1_prot_XP_015186021.1_17333
Lflavo2a000674P1 lcl|NW_015148982.1_prot_XP_015172681.1_5360
Lflavo2a000675P1 lcl|NW_015149028.1_prot_XP_015182104.1_13809
Lflavo2a000677P1 lcl|NW_015148999.1_prot_XP_015176624.1_9223
Lflavo2a000678P1 lcl|NW_015148999.1_prot_XP_015176645.1_9219
Lflavo2a000679P3 lcl|NW_015149012.1_prot_XP_015179372.1_11337
Lflavo2a000681P1 lcl|NW_015149020.1_prot_XP_015181057.1_12894
Lflavo2a000682P1 lcl|NW_015148982.1_prot_XP_015172635.1_5363
Lflavo2a000683P1 lcl|NW_015148982.1_prot_XP_015172852.1_5489
Lflavo2a000684P1 lcl|NW_015148990.1_prot_XP_015174584.1_7020
Lflavo2a000692P1 lcl|NW_015149005.1_prot_XP_015177830.1_9867
Lflavo2a000693P1 lcl|NW_015149015.1_prot_XP_015180234.1_12050
Lflavo2a000696P1 lcl|NW_015148999.1_prot_XP_015176623.1_9222
Lflavo2a000697P1 lcl|NW_015149143.1_prot_XP_015188834.1_19866
Lflavo2a000701P1 lcl|NW_015149001.1_prot_XP_015177168.1_9399
Lflavo2a000702P1 lcl|NW_015148982.1_prot_XP_015172680.1_5355
Lflavo2a000703P1 lcl|NW_015148988.1_prot_XP_015174435.1_6859
Lflavo2a000704P1 lcl|NW_015149012.1_prot_XP_015179386.1_11336
Lflavo2a000705P1 lcl|NW_015149005.1_prot_XP_015177893.1_9862
Lflavo2a000707P1 lcl|NW_015149050.1_prot_XP_015184301.1_15797
Lflavo2a000708P1 lcl|NW_015149005.1_prot_XP_015177827.1_9866
Lflavo2a000710P1 lcl|NW_015149041.1_prot_XP_015183502.1_15032
Lflavo2a000713P1 lcl|NW_015149074.1_prot_XP_015186173.1_17480
Lflavo2a000715P1 lcl|NW_015148982.1_prot_XP_015173019.1_5491
Lflavo2a000718P1 lcl|NW_015149012.1_prot_XP_015179375.1_11340
Lflavo2a000719P1 lcl|NW_015149001.1_prot_XP_015177165.1_9395
Lflavo2a000721P1 lcl|NW_015149015.1_prot_XP_015180137.1_12044
Lflavo2a000722P1 lcl|NW_015149072.1_prot_XP_015186031.1_17324
Lflavo2a000723P1 lcl|NW_015149001.1_prot_XP_015177169.1_9397
Lflavo2a000725P1 lcl|NW_015149015.1_prot_XP_015180139.1_12046
Lflavo2a000726P1 lcl|NW_015149005.1_prot_XP_015177853.1_9871
Lflavo2a000734P1 lcl|NW_015148971.1_prot_XP_015178992.1_1285
Lflavo2a000735P1 lcl|NW_015149151.1_prot_XP_015189023.1_20039
Lflavo2a000736P1 lcl|NW_015148986.1_prot_XP_015173661.1_6384
Lflavo2a000738P1 lcl|NW_015148986.1_prot_XP_015173669.1_6392
Lflavo2a000739P1 lcl|NW_015148986.1_prot_XP_015173719.1_6394
Lflavo2a000740P1 lcl|NW_015148986.1_prot_XP_015173658.1_6381
Lflavo2a000743P1 lcl|NW_015148986.1_prot_XP_015173786.1_6239
Lflavo2a000744P1 lcl|NW_015149037.1_prot_XP_015182958.1_14570
Lflavo2a000745P1 lcl|NW_015149010.1_prot_XP_015179032.1_11015
Lflavo2a000747P1 lcl|NW_015149010.1_prot_XP_015178984.1_11013
Lflavo2a000749P1 lcl|NW_015149037.1_prot_XP_015182999.1_14580
Lflavo2a000750P1 lcl|NW_015149151.1_prot_XP_015189024.1_20036
Lflavo2a000752P1 lcl|NW_015149026.1_prot_XP_015181933.1_13585
Lflavo2a000753P1 lcl|NW_015149000.1_prot_XP_015177003.1_9238
Lflavo2a000754P1 lcl|NW_015148987.1_prot_XP_015174046.1_6539
Lflavo2a000755P1 lcl|NW_015149148.1_prot_XP_015188961.1_19977
Lflavo2a000756P1 lcl|NW_015149000.1_prot_XP_015177100.1_9236
Lflavo2a000760P1 lcl|NW_015148987.1_prot_XP_015174007.1_6561
Lflavo2a000761P1 lcl|NW_015149026.1_prot_XP_015181974.1_13579
Lflavo2a000763P1 lcl|NW_015148991.1_prot_XP_015175056.1_7494
Lflavo2a000765P1 lcl|NW_015149000.1_prot_XP_015177101.1_9237
Lflavo2a000766P1 lcl|NW_015149012.1_prot_XP_015179363.1_11362
Lflavo2a000767P1 lcl|NW_015149026.1_prot_XP_015181801.1_13739
Lflavo2a000768P1 lcl|NW_015149033.1_prot_XP_015182531.1_14212
Lflavo2a000769P1 lcl|NW_015148971.1_prot_XP_015180788.1_1149
Lflavo2a000770P1 lcl|NW_015148987.1_prot_XP_015174090.1_6538
Lflavo2a000771P2 lcl|NW_015149018.1_prot_XP_015180889.1_12632
Lflavo2a000773P1 lcl|NW_015149026.1_prot_XP_015181935.1_13583
Lflavo2a000774P1 lcl|NW_015149026.1_prot_XP_015181825.1_13738
Lflavo2a000776P1 lcl|NW_015149000.1_prot_XP_015177109.1_9235
Lflavo2a000777P1 lcl|NW_015149026.1_prot_XP_015181937.1_13580
Lflavo2a000778P1 lcl|NW_015149086.1_prot_XP_015186918.1_18140
Lflavo2a000779P1 lcl|NW_015148987.1_prot_XP_015174001.1_6550
Lflavo2a000781P1 lcl|NW_015149026.1_prot_XP_015181824.1_13740
Lflavo2a000782P1 lcl|NW_015148971.1_prot_XP_015175009.1_1145
Lflavo2a000784P1 lcl|NW_015149026.1_prot_XP_015181795.1_13586
Lflavo2a000785P1 lcl|NW_015148987.1_prot_XP_015174121.1_6563
Lflavo2a000787P2 lcl|NW_015149018.1_prot_XP_015180895.1_12636
Lflavo2a000788P1 lcl|NW_015148974.1_prot_XP_015190629.1_2839
Lflavo2a000789P1 lcl|NW_015149012.1_prot_XP_015179343.1_11368
Lflavo2a000791P1 lcl|NW_015149033.1_prot_XP_015182532.1_14214
Lflavo2a000792P1 lcl|NW_015149026.1_prot_XP_015181939.1_13582
Lflavo2a000794P1 lcl|NW_015149001.1_prot_XP_015177182.1_9345
Lflavo2a000796P1 lcl|NW_015148982.1_prot_XP_015172797.1_5624
Lflavo2a000796P2 lcl|NW_015148982.1_prot_XP_015172796.1_5621
Lflavo2a000797P1 lcl|NW_015148975.1_prot_XP_015191349.1_3264
Lflavo2a000799P1 lcl|NW_015149064.1_prot_XP_015185415.1_16795
Lflavo2a000799P4 lcl|NW_015149064.1_prot_XP_015185413.1_16797
Lflavo2a000800P1 lcl|NW_015148975.1_prot_XP_015191348.1_3269
Lflavo2a000802P3 lcl|NW_015149001.1_prot_XP_015177171.1_9340
Lflavo2a000803P1 lcl|NW_015149080.1_prot_XP_015186484.1_17726
Lflavo2a000804P1 lcl|NW_015149080.1_prot_XP_015186502.1_17720
Lflavo2a000808P1 lcl|NW_015149064.1_prot_XP_015185455.1_16792
Lflavo2a000811P1 lcl|NW_015148975.1_prot_XP_015191347.1_3272
Lflavo2a000814P2 lcl|NW_015148975.1_prot_XP_015191342.1_3273
Lflavo2a000815P1 lcl|NW_015149064.1_prot_XP_015185426.1_16793
Lflavo2a000818P1 lcl|NW_015149080.1_prot_XP_015186459.1_17723
Lflavo2a000822P1 lcl|NW_015148975.1_prot_XP_015191345.1_3270
Lflavo2a000828P1 lcl|NW_015149001.1_prot_XP_015177176.1_9335
Lflavo2a000829P1 lcl|NW_015149080.1_prot_XP_015186496.1_17724
Lflavo2a000830P1 lcl|NW_015149080.1_prot_XP_015186487.1_17721
Lflavo2a000832P1 lcl|NW_015148982.1_prot_XP_015172831.1_5620
Lflavo2a000833P1 lcl|NW_015149001.1_prot_XP_015177124.1_9346
Lflavo2a000835P1 lcl|NW_015149001.1_prot_XP_015177123.1_9342
Lflavo2a000837P1 lcl|NW_015149001.1_prot_XP_015177181.1_9344
Lflavo2a000839P1 lcl|NW_015149080.1_prot_XP_015186488.1_17722
Lflavo2a000840P3 lcl|NW_015149064.1_prot_XP_015185421.1_16803
Lflavo2a000842P1 lcl|NW_015149064.1_prot_XP_015185428.1_16804
Lflavo2a000843P1 lcl|NW_015149080.1_prot_XP_015186503.1_17719
Lflavo2a000844P1 lcl|NW_015149057.1_prot_XP_015184942.1_16343
Lflavo2a000845P1 lcl|NW_015149012.1_prot_XP_015179494.1_11436
Lflavo2a000846P1 lcl|NW_015149012.1_prot_XP_015179313.1_11418
Lflavo2a000848P1 lcl|NW_015148984.1_prot_XP_015173228.1_5889
Lflavo2a000849P2 lcl|NW_015149057.1_prot_XP_015184960.1_16342
Lflavo2a000850P1 lcl|NW_015149057.1_prot_XP_015184899.1_16355
Lflavo2a000851P1 lcl|NW_015148972.1_prot_XP_015181398.1_1552
Lflavo2a000853P1 lcl|NW_015149057.1_prot_XP_015184945.1_16340
Lflavo2a000856P1 lcl|NW_015149057.1_prot_XP_015184890.1_16348
Lflavo2a000857P1 lcl|NW_015149009.1_prot_XP_015178697.1_10780
Lflavo2a000865P1 lcl|NW_015148984.1_prot_XP_015173384.1_5888
Lflavo2a000866P1 lcl|NW_015148984.1_prot_XP_015173232.1_5893
Lflavo2a000867P1 lcl|NW_015149009.1_prot_XP_015178727.1_10689
Lflavo2a000868P1 lcl|NW_015149119.1_prot_XP_015188291.1_19387
Lflavo2a000871P1 lcl|NW_015149015.1_prot_XP_015180222.1_11931
Lflavo2a000874P1 lcl|NW_015148974.1_prot_XP_015190627.1_2835
Lflavo2a000876P1 lcl|NW_015148972.1_prot_XP_015187231.1_1551
Lflavo2a000877P1 lcl|NW_015149015.1_prot_XP_015180124.1_11942
Lflavo2a000878P1 lcl|NW_015149118.1_prot_XP_015188282.1_19375
Lflavo2a000879P3 lcl|NW_015149012.1_prot_XP_015179516.1_11407
Lflavo2a000880P1 lcl|NW_015149015.1_prot_XP_015180115.1_11935
Lflavo2a000882P1 lcl|NW_015149012.1_prot_XP_015179460.1_11422
Lflavo2a000883P1 lcl|NW_015148972.1_prot_XP_015183690.1_1558
Lflavo2a000885P1 lcl|NW_015148984.1_prot_XP_015173223.1_5882
Lflavo2a000886P1 lcl|NW_015148972.1_prot_XP_015187312.1_1571
Lflavo2a000890P1 lcl|NW_015148984.1_prot_XP_015173229.1_5890
Lflavo2a000895P1 lcl|NW_015148984.1_prot_XP_015173224.1_5884
Lflavo2a000897P2 lcl|NW_015148972.1_prot_XP_015185447.1_1578
Lflavo2a000899P1 lcl|NW_015149012.1_prot_XP_015179448.1_11412
Lflavo2a000900P1 lcl|NW_015148972.1_prot_XP_015187331.1_1572
Lflavo2a000901P2 lcl|NW_015149012.1_prot_XP_015179522.1_11430
Lflavo2a000901P5 lcl|NW_015149012.1_prot_XP_015179520.1_11431
Lflavo2a000902P1 lcl|NW_015149119.1_prot_XP_015188297.1_19386
Lflavo2a000903P1 lcl|NW_015149040.1_prot_XP_015183282.1_14911
Lflavo2a000904P1 lcl|NW_015148972.1_prot_XP_015181423.1_1579
Lflavo2a000906P1 lcl|NW_015148984.1_prot_XP_015173225.1_5885
Lflavo2a000907P1 lcl|NW_015148972.1_prot_XP_015187463.1_1549
Lflavo2a000913P1 lcl|NW_015148984.1_prot_XP_015173231.1_5892
Lflavo2a000914P1 lcl|NW_015149057.1_prot_XP_015184950.1_16344
Lflavo2a000916P1 lcl|NW_015149119.1_prot_XP_015188298.1_19389
Lflavo2a000917P1 lcl|NW_015149015.1_prot_XP_015179980.1_11945
Lflavo2a000919P2 lcl|NW_015149012.1_prot_XP_015179457.1_11421
Lflavo2a000920P1 lcl|NW_015149119.1_prot_XP_015188304.1_19394
Lflavo2a000921P1 lcl|NW_015148972.1_prot_XP_015183801.1_1564
Lflavo2a000922P1 lcl|NW_015148990.1_prot_XP_015174532.1_7081
Lflavo2a000924P1 lcl|NW_015149012.1_prot_XP_015179518.1_11409
Lflavo2a000926P1 lcl|NW_015149097.1_prot_XP_015187481.1_18654
Lflavo2a000927P1 lcl|NW_015148972.1_prot_XP_015181889.1_1548
Lflavo2a000928P1 lcl|NW_015149127.1_prot_XP_015188522.1_19593
Lflavo2a000932P1 lcl|NW_015148972.1_prot_XP_015181922.1_1550
Lflavo2a000933P1 lcl|NW_015149119.1_prot_XP_015188305.1_19395
Lflavo2a000936P1 lcl|NW_015149012.1_prot_XP_015179451.1_11413
Lflavo2a000938P1 lcl|NW_015148970.1_prot_XP_015172678.1_279
Lflavo2a000940P1 lcl|NW_015148984.1_prot_XP_015173276.1_5883
Lflavo2a000941P1 lcl|NW_015149009.1_prot_XP_015178726.1_10694
Lflavo2a000942P1 lcl|NW_015149011.1_prot_XP_015179091.1_11283
Lflavo2a000943P1 lcl|NW_015149119.1_prot_XP_015188292.1_19388
Lflavo2a000944P2 lcl|NW_015149009.1_prot_XP_015178702.1_10765
Lflavo2a000944P3 lcl|NW_015149009.1_prot_XP_015178703.1_10773
Lflavo2a000945P2 lcl|NW_015148972.1_prot_XP_015183752.1_1565
Lflavo2a000946P1 lcl|NW_015149012.1_prot_XP_015179503.1_11438
Lflavo2a000947P1 lcl|NW_015148984.1_prot_XP_015173230.1_5891
Lflavo2a000948P1 lcl|NW_015149057.1_prot_XP_015184943.1_16341
Lflavo2a000952P1 lcl|NW_015149057.1_prot_XP_015184906.1_16385
Lflavo2a000953P1 lcl|NW_015149057.1_prot_XP_015184892.1_16350
Lflavo2a000955P1 lcl|NW_015148972.1_prot_XP_015183721.1_1567
Lflavo2a000957P1 lcl|NW_015149057.1_prot_XP_015184898.1_16354
Lflavo2a000959P1 lcl|NW_015149012.1_prot_XP_015179458.1_11420
Lflavo2a000961P1 lcl|NW_015149012.1_prot_XP_015179456.1_11419
Lflavo2a000963P1 lcl|NW_015149012.1_prot_XP_015179502.1_11437
Lflavo2a000965P1 lcl|NW_015148972.1_prot_XP_015183642.1_1553
Lflavo2a000966P1 lcl|NW_015149057.1_prot_XP_015184895.1_16353
Lflavo2a000969P1 lcl|NW_015149001.1_prot_XP_015177185.1_9358
Lflavo2a000970P1 lcl|NW_015149015.1_prot_XP_015180204.1_12099
Lflavo2a000971P1 lcl|NW_015149015.1_prot_XP_015180156.1_12087
Lflavo2a000972P1 lcl|NW_015149015.1_prot_XP_015180050.1_12091
Lflavo2a000973P1 lcl|NW_015149001.1_prot_XP_015177125.1_9350
Lflavo2a000975P1 lcl|NW_015148986.1_prot_XP_015173623.1_6338
Lflavo2a000976P1 lcl|NW_015149106.1_prot_XP_015187785.1_18929
Lflavo2a000978P1 lcl|NW_015149060.1_prot_XP_015185166.1_16558
Lflavo2a000979P1 lcl|NW_015148986.1_prot_XP_015173699.1_6332
Lflavo2a000981P1 lcl|NW_015149015.1_prot_XP_015180051.1_12096
Lflavo2a000982P1 lcl|NW_015149015.1_prot_XP_015180205.1_12100
Lflavo2a000983P1 lcl|NW_015149060.1_prot_XP_015185104.1_16571
Lflavo2a000984P1 lcl|NW_015148981.1_prot_XP_015172599.1_5276
Lflavo2a000984P2 lcl|NW_015148981.1_prot_XP_015172600.1_5275
Lflavo2a000985P1 lcl|NW_015148981.1_prot_XP_015172580.1_5272
Lflavo2a000986P1 lcl|NW_015149001.1_prot_XP_015177184.1_9359
Lflavo2a000987P1 lcl|NW_015148981.1_prot_XP_015172582.1_5273
Lflavo2a000988P1 lcl|NW_015149015.1_prot_XP_015180053.1_12097
Lflavo2a000989P1 lcl|NW_015148986.1_prot_XP_015173849.1_6329
Lflavo2a000992P1 lcl|NW_015149032.1_prot_XP_015182431.1_14132
Lflavo2a000993P2 lcl|NW_015149001.1_prot_XP_015177195.1_9353
Lflavo2a000994P1 lcl|NW_015148986.1_prot_XP_015173705.1_6337
Lflavo2a000996P1 lcl|NW_015149106.1_prot_XP_015187779.1_18930
Lflavo2a000997P1 lcl|NW_015148981.1_prot_XP_015172605.1_5277
Lflavo2a000998P1 lcl|NW_015148991.1_prot_XP_015175231.1_7506
Lflavo2a000999P1 lcl|NW_015149015.1_prot_XP_015179990.1_12095
Lflavo2a001002P1 lcl|NW_015148991.1_prot_XP_015175189.1_7513
Lflavo2a001003P1 lcl|NW_015148973.1_prot_XP_015190331.1_2001
Lflavo2a001004P1 lcl|NW_015149015.1_prot_XP_015179987.1_12092
Lflavo2a001005P1 lcl|NW_015149015.1_prot_XP_015179989.1_12094
Lflavo2a001006P1 lcl|NW_015149001.1_prot_XP_015177129.1_9351
Lflavo2a001007P2 lcl|NW_015148971.1_prot_XP_015176358.1_777
Lflavo2a001007P4 lcl|NW_015148971.1_prot_XP_015176322.1_778
Lflavo2a001008P1 lcl|NW_015148981.1_prot_XP_015172603.1_5279
Lflavo2a001009P1 lcl|NW_015149032.1_prot_XP_015182433.1_14134
Lflavo2a001011P1 lcl|NW_015148991.1_prot_XP_015175193.1_7517
Lflavo2a001013P1 lcl|NW_015148996.1_prot_XP_015176170.1_8368
Lflavo2a001013P2 lcl|NW_015148996.1_prot_XP_015176173.1_8371
Lflavo2a001019P1 lcl|NW_015148971.1_prot_XP_015175547.1_981
Lflavo2a001020P1 lcl|NW_015148973.1_prot_XP_015189990.1_2153
Lflavo2a001021P1 lcl|NW_015149005.1_prot_XP_015177863.1_9932
Lflavo2a001023P1 lcl|NW_015148983.1_prot_XP_015173076.1_5660
Lflavo2a001025P1 lcl|NW_015148983.1_prot_XP_015173073.1_5657
Lflavo2a001026P1 lcl|NW_015149047.1_prot_XP_015184099.1_15547
Lflavo2a001027P1 lcl|NW_015149005.1_prot_XP_015177737.1_9940
Lflavo2a001028P1 lcl|NW_015149005.1_prot_XP_015177733.1_9939
Lflavo2a001029P1 lcl|NW_015148973.1_prot_XP_015190509.1_2178
Lflavo2a001031P1 lcl|NW_015149011.1_prot_XP_015179206.1_11109
Lflavo2a001032P1 lcl|NW_015149037.1_prot_XP_015182917.1_14618
Lflavo2a001034P1 lcl|NW_015149022.1_prot_XP_015181272.1_13067
Lflavo2a001035P1 lcl|NW_015149011.1_prot_XP_015179295.1_11111
Lflavo2a001036P1 lcl|NW_015149044.1_prot_XP_015183686.1_15232
Lflavo2a001037P1 lcl|NW_015148973.1_prot_XP_015188593.1_2180
Lflavo2a001038P2 lcl|NW_015149011.1_prot_XP_015179083.1_11264
Lflavo2a001038P3 lcl|NW_015149011.1_prot_XP_015179082.1_11266
Lflavo2a001039P1 lcl|NW_015149011.1_prot_XP_015179068.1_11123
Lflavo2a001041P1 lcl|NW_015149011.1_prot_XP_015179052.1_11128
Lflavo2a001043P1 lcl|NW_015149005.1_prot_XP_015177866.1_9968
Lflavo2a001053P1 lcl|NW_015148972.1_prot_XP_015183452.1_1488
Lflavo2a001054P1 lcl|NW_015149011.1_prot_XP_015179223.1_11113
Lflavo2a001055P1 lcl|NW_015149011.1_prot_XP_015179157.1_11130
Lflavo2a001056P1 lcl|NW_015149047.1_prot_XP_015184088.1_15544
Lflavo2a001059P1 lcl|NW_015149005.1_prot_XP_015177849.1_9937
Lflavo2a001061P1 lcl|NW_015149005.1_prot_XP_015177861.1_9930
Lflavo2a001062P1 lcl|NW_015149037.1_prot_XP_015182998.1_14621
Lflavo2a001063P1 lcl|NW_015149011.1_prot_XP_015179154.1_11126
Lflavo2a001064P1 lcl|NW_015148970.1_prot_XP_015180701.1_651
Lflavo2a001065P1 lcl|NW_015148973.1_prot_XP_015190207.1_2063
Lflavo2a001068P1 lcl|NW_015149087.1_prot_XP_015186946.1_18152
Lflavo2a001069P1 lcl|NW_015149011.1_prot_XP_015179152.1_11125
Lflavo2a001072P1 lcl|NW_015148973.1_prot_XP_015189994.1_2155
Lflavo2a001073P1 lcl|NW_015148973.1_prot_XP_015189991.1_2158
Lflavo2a001074P1 lcl|NW_015149216.1_prot_XP_015189607.1_20549
Lflavo2a001075P1 lcl|NW_015149785.1_prot_XP_015189898.1_20786
Lflavo2a001076P1 lcl|NW_015149011.1_prot_XP_015179205.1_11110
Lflavo2a001077P1 lcl|NW_015149107.1_prot_XP_015187834.1_18932
