Lflavo2a000001P1 NP_001014747.1
Lflavo2a001491P1 NP_611891.1
Lflavo2a001494P1 NP_476899.1
Lflavo2a001495P1 NP_001287351.1
Lflavo2a001497P1 NP_724982.1
Lflavo2a001498P1 NP_001246231.1
Lflavo2a001499P1 NP_610443.1
Lflavo2a001501P1 NP_001261559.1
Lflavo2a001502P1 NP_001284836.1
Lflavo2a001504P1 NP_651037.1
Lflavo2a001505P1 NP_001285789.1
Lflavo2a001506P1 NP_001014527.1
Lflavo2a001509P1 NP_610242.1
Lflavo2a001510P1 NP_001245651.1
Lflavo2a001511P1 NP_001261558.1
Lflavo2a001512P1 NP_001261577.1
Lflavo2a001513P1 NP_001246101.1
Lflavo2a001517P1 NP_001097332.1
Lflavo2a001518P1 NP_611072.2
Lflavo2a001519P1 NP_730167.2
Lflavo2a001522P1 NP_001188842.2
Lflavo2a001523P1 NP_611895.1
Lflavo2a001524P1 NP_726563.1
Lflavo2a001525P1 NP_001260779.1
Lflavo2a001526P1 NP_524690.1
Lflavo2a001533P2 NP_524637.2
Lflavo2a001538P1 NP_609160.2
Lflavo2a001539P1 NP_001287180.1
Lflavo2a001541P1 NP_001285923.1
Lflavo2a001542P1 NP_611528.1
Lflavo2a001544P1 NP_523411.1
Lflavo2a001547P1 NP_001286713.1
Lflavo2a001548P1 NP_001246745.1
Lflavo2a001550P2 NP_726036.2
Lflavo2a001551P1 NP_729681.1
Lflavo2a001552P1 NP_001262085.1
Lflavo2a001554P1 NP_609895.2
Lflavo2a001555P1 NP_001246458.1
Lflavo2a001558P1 NP_651649.1
Lflavo2a001559P1 NP_001259584.1
Lflavo2a001561P1 NP_649158.1
Lflavo2a001563P1 NP_001188547.1
Lflavo2a001565P1 NP_001260417.1
Lflavo2a001568P1 NP_001285745.1
Lflavo2a001569P1 NP_610197.2
Lflavo2a001570P1 NP_477209.2
Lflavo2a001574P1 NP_651623.1
Lflavo2a001577P1 NP_001260793.1
Lflavo2a001580P1 NP_001033810.1
Lflavo2a001581P1 NP_610270.1
Lflavo2a001582P1 NP_610921.1
Lflavo2a001583P1 NP_609570.1
Lflavo2a001584P1 NP_648992.1
Lflavo2a001586P1 NP_001097409.1
Lflavo2a001588P2 NP_001261366.1
Lflavo2a001589P1 NP_725856.1
Lflavo2a001589P2 NP_611397.1
Lflavo2a001593P1 NP_611469.1
Lflavo2a001600P2 NP_523817.1
Lflavo2a001602P1 NP_477006.1
Lflavo2a001603P1 NP_650198.1
Lflavo2a001604P1 NP_001097177.1
Lflavo2a001605P1 NP_001259975.1
Lflavo2a001606P1 NP_726038.1
Lflavo2a001608P1 NP_001162962.1
Lflavo2a001609P1 NP_001261171.1
Lflavo2a001611P1 NP_647638.1
Lflavo2a001612P2 NP_649517.1
Lflavo2a001615P1 NP_001303424.1
Lflavo2a001617P1 NP_001286712.1
Lflavo2a001618P1 NP_724095.1
Lflavo2a001622P1 NP_477242.1
Lflavo2a001623P1 NP_572438.1
Lflavo2a001624P2 NP_648352.2
Lflavo2a001628P1 NP_612103.1
Lflavo2a001629P1 NP_788420.1
Lflavo2a001633P1 NP_001285565.1
Lflavo2a001635P1 NP_001260394.1
Lflavo2a001637P1 NP_609305.1
Lflavo2a001638P1 NP_649582.1
Lflavo2a001639P1 NP_001138001.1
Lflavo2a001641P1 NP_610802.1
Lflavo2a001642P1 NP_001259995.1
Lflavo2a001643P1 NP_569948.3
Lflavo2a001646P1 NP_649415.2
Lflavo2a001648P2 NP_524492.2
Lflavo2a001649P1 NP_609207.1
Lflavo2a001652P1 NP_610592.1
Lflavo2a001653P1 NP_650398.3
Lflavo2a001654P1 NP_001260727.1
Lflavo2a001656P2 NP_611651.4
Lflavo2a001658P1 NP_609193.1
Lflavo2a001659P1 NP_001259278.1
Lflavo2a001660P1 NP_001368939.1
Lflavo2a001663P1 NP_652007.1
Lflavo2a001665P4 NP_609981.1
Lflavo2a001666P1 NP_001261272.1
Lflavo2a001668P1 NP_609965.1
Lflavo2a001669P1 NP_001284756.1
Lflavo2a001672P1 NP_001245603.1
Lflavo2a001674P1 NP_001260098.1
Lflavo2a001676P1 NP_001261118.1
Lflavo2a001677P1 NP_729380.1
Lflavo2a001678P1 NP_001284804.1
Lflavo2a001680P1 NP_001261482.1
Lflavo2a001683P1 NP_001036362.1
Lflavo2a001684P1 NP_995692.1
Lflavo2a001685P1 NP_001246537.1
Lflavo2a001686P1 NP_001286256.1
Lflavo2a001689P1 NP_648286.1
Lflavo2a001695P1 NP_001285588.1
Lflavo2a001696P2 NP_001138184.1
Lflavo2a001696P4 NP_572613.2
Lflavo2a001697P1 NP_001163305.1
Lflavo2a001702P1 NP_651005.1
Lflavo2a001703P1 NP_612042.3
Lflavo2a001704P1 NP_609206.1
Lflavo2a001705P1 NP_731510.1
Lflavo2a001707P2 NP_001137718.1
Lflavo2a001711P1 NP_572872.1
Lflavo2a001712P1 NP_001036515.1
Lflavo2a001714P4 NP_728505.1
Lflavo2a001715P9 NP_001259534.1
Lflavo2a001716P1 NP_524488.3
Lflavo2a001717P1 NP_001284773.1
Lflavo2a001718P1 NP_001259968.1
Lflavo2a001719P1 NP_001259925.1
Lflavo2a001720P1 NP_001162923.1
Lflavo2a001721P1 NP_648288.2
Lflavo2a001725P1 NP_476636.1
Lflavo2a001728P1 NP_996097.1
Lflavo2a001729P1 NP_611466.2
Lflavo2a001730P1 NP_649759.1
Lflavo2a001731P1 NP_651004.1
Lflavo2a001733P1 NP_732338.1
Lflavo2a001734P2 NP_001163399.1
Lflavo2a001737P1 NP_651733.1
Lflavo2a001739P2 NP_733313.2
Lflavo2a001742P1 NP_649076.1
Lflavo2a001802P1 NP_523950.2
Lflavo2a001803P1 NP_730632.1
Lflavo2a001804P4 NP_001261682.1
Lflavo2a001805P1 NP_572401.2
Lflavo2a001811P1 NP_649849.1
Lflavo2a001812P1 NP_001259660.1
Lflavo2a001813P1 NP_001259971.1
Lflavo2a001814P1 NP_610094.1
Lflavo2a001818P1 NP_001260171.1
Lflavo2a001819P1 NP_001261357.1
Lflavo2a001820P1 NP_001262309.1
Lflavo2a001821P1 NP_524014.2
Lflavo2a001822P1 NP_524173.2
Lflavo2a001823P1 NP_727905.1
Lflavo2a001823P2 NP_524682.1
Lflavo2a001824P1 NP_608981.1
Lflavo2a001826P1 NP_647817.2
Lflavo2a001827P1 NP_525098.1
Lflavo2a001830P1 NP_611535.1
Lflavo2a001832P1 NP_001286094.1
Lflavo2a001833P2 NP_787986.1
Lflavo2a001833P3 NP_001162878.2
Lflavo2a001833P4 NP_001162876.1
Lflavo2a001834P1 NP_524726.1
Lflavo2a001835P1 NP_524292.1
Lflavo2a001837P1 NP_523685.2
Lflavo2a001838P1 NP_648752.1
Lflavo2a001839P1 NP_001262116.1
Lflavo2a001842P1 NP_001262379.1
Lflavo2a001844P1 NP_001285438.1
Lflavo2a001845P1 NP_523951.1
Lflavo2a001849P1 NP_001097666.1
Lflavo2a001850P1 NP_001027219.1
Lflavo2a001851P1 NP_477246.2
Lflavo2a001852P1 NP_001260222.1
Lflavo2a001853P2 NP_648067.2
Lflavo2a001854P1 NP_001259377.1
Lflavo2a001858P2 NP_649528.2
Lflavo2a001860P1 NP_788735.1
Lflavo2a001862P1 NP_001189143.1
Lflavo2a001863P1 NP_001261931.1
Lflavo2a001864P1 NP_001259742.1
Lflavo2a001867P1 NP_001260089.1
Lflavo2a001870P1 NP_001097002.1
Lflavo2a001871P1 NP_608633.1
Lflavo2a001875P1 NP_730184.1
Lflavo2a001876P1 NP_573288.1
Lflavo2a001877P1 NP_001284976.1
Lflavo2a001883P1 NP_620469.2
Lflavo2a001884P1 NP_001285398.1
Lflavo2a001886P1 NP_652341.1
Lflavo2a001887P1 NP_477228.1
Lflavo2a001893P1 NP_001286321.1
Lflavo2a001895P2 NP_001285326.1
Lflavo2a001896P1 NP_649850.1
Lflavo2a001897P2 NP_001246359.1
Lflavo2a001898P1 NP_001097907.1
Lflavo2a001899P1 NP_524396.1
Lflavo2a001900P1 NP_001189132.1
Lflavo2a001901P1 NP_570017.1
Lflavo2a001902P1 NP_525063.1
Lflavo2a001903P1 NP_001163220.1
Lflavo2a001904P1 NP_001262033.1
Lflavo2a001905P2 NP_649589.1
Lflavo2a001906P1 NP_650702.1
Lflavo2a001908P1 NP_001259731.1
Lflavo2a001910P1 NP_609115.1
Lflavo2a001911P1 NP_001262427.1
Lflavo2a001916P1 NP_001285048.1
Lflavo2a001917P1 NP_001188780.1
Lflavo2a001921P1 NP_001285957.1
Lflavo2a001923P1 NP_523924.1
Lflavo2a001924P1 NP_649222.1
Lflavo2a001926P1 NP_001245813.1
Lflavo2a001931P1 NP_650527.2
Lflavo2a001932P1 NP_001285024.1
Lflavo2a001933P1 NP_523467.1
Lflavo2a001934P1 NP_001096984.1
Lflavo2a001940P1 NP_572323.1
Lflavo2a001941P1 NP_001247036.1
Lflavo2a001946P1 NP_524142.2
Lflavo2a001948P1 NP_647703.1
Lflavo2a001949P1 NP_001245921.1
Lflavo2a001950P1 NP_477358.1
Lflavo2a001953P1 NP_511050.1
Lflavo2a001955P1 NP_001287480.1
Lflavo2a001956P1 NP_001261141.1
Lflavo2a001957P1 NP_647944.2
Lflavo2a001959P2 NP_733027.2
Lflavo2a001960P1 NP_001245725.1
Lflavo2a001961P1 NP_001284761.2
Lflavo2a001962P2 NP_001262134.1
Lflavo2a001964P1 NP_651673.1
Lflavo2a001966P2 NP_609369.1
Lflavo2a001967P1 NP_001138023.1
Lflavo2a001968P1 NP_001027416.2
Lflavo2a001969P1 NP_001260220.1
Lflavo2a001972P1 NP_001262837.1
Lflavo2a001973P1 NP_001261452.1
Lflavo2a001975P1 NP_648092.1
Lflavo2a001976P1 NP_732199.2
Lflavo2a001977P1 NP_001285803.1
Lflavo2a001979P1 NP_477153.1
Lflavo2a001980P1 NP_001189016.1
Lflavo2a001981P1 NP_001036438.1
Lflavo2a001985P1 NP_001262298.1
Lflavo2a001986P1 NP_650058.1
Lflavo2a001987P1 NP_648841.1
Lflavo2a001988P1 NP_523596.2
Lflavo2a001989P1 NP_001188691.1
Lflavo2a001991P1 NP_001163062.1
Lflavo2a001993P1 NP_001027074.1
Lflavo2a001994P1 NP_001189044.1
Lflavo2a001995P1 NP_995615.2
Lflavo2a001996P1 NP_609258.1
Lflavo2a001997P1 NP_001189057.1
Lflavo2a001998P1 NP_651721.1
Lflavo2a001999P1 NP_608906.2
Lflavo2a002000P1 NP_001246362.1
Lflavo2a002001P1 NP_609529.2
Lflavo2a002003P1 NP_648787.2
Lflavo2a002005P1 NP_524648.3
Lflavo2a002006P1 NP_001246082.2
Lflavo2a002007P1 NP_725707.1
Lflavo2a002008P1 NP_650672.1
Lflavo2a002012P1 NP_001260320.1
Lflavo2a002014P3 NP_001303553.1
Lflavo2a002018P1 NP_610239.1
Lflavo2a002018P2 NP_001138105.1
Lflavo2a002018P3 NP_001247281.1
Lflavo2a002021P2 NP_573372.1
Lflavo2a002022P1 NP_610522.1
Lflavo2a002023P1 NP_477222.1
Lflavo2a002025P1 NP_610294.1
Lflavo2a002031P3 NP_477436.1
Lflavo2a002033P1 NP_725504.1
Lflavo2a002036P1 NP_001246140.1
Lflavo2a002038P1 NP_001027215.1
Lflavo2a002040P1 NP_001284866.1
Lflavo2a002042P1 NP_731983.1
Lflavo2a002043P1 NP_524768.2
Lflavo2a002044P1 NP_001262738.1
Lflavo2a002045P1 NP_523387.1
Lflavo2a002050P1 NP_001285276.1
Lflavo2a002052P1 NP_788762.1
Lflavo2a002054P1 NP_610238.2
Lflavo2a002057P1 NP_511075.3
Lflavo2a002057P3 NP_727224.2
Lflavo2a002058P1 NP_727785.1
Lflavo2a002059P1 NP_001259475.1
Lflavo2a002061P1 NP_001014590.1
Lflavo2a002063P1 NP_609539.1
Lflavo2a002068P1 NP_476739.1
Lflavo2a002069P1 NP_572441.1
Lflavo2a002071P1 NP_652039.2
Lflavo2a002072P1 NP_001189023.1
Lflavo2a002073P1 NP_651365.1
Lflavo2a002075P3 NP_572771.1
Lflavo2a002076P1 NP_001285161.1
Lflavo2a002078P1 NP_788922.1
Lflavo2a002079P1 NP_611857.3
Lflavo2a002080P1 NP_572488.1
Lflavo2a002083P1 NP_649906.1
Lflavo2a002084P1 NP_001303431.1
Lflavo2a002085P1 NP_477014.1
Lflavo2a002087P1 NP_001259168.1
Lflavo2a002090P1 NP_001262535.1
Lflavo2a002097P1 NP_651116.1
Lflavo2a002098P1 NP_524401.2
Lflavo2a002100P1 NP_001015119.2
Lflavo2a002107P1 NP_650780.1
Lflavo2a002110P1 NP_609631.1
Lflavo2a002112P1 NP_001287443.1
Lflavo2a002113P1 NP_001285397.1
Lflavo2a002133P1 NP_001246512.1
Lflavo2a002135P1 NP_648168.1
Lflavo2a002137P2 NP_001262285.1
Lflavo2a002140P2 NP_001162774.1
Lflavo2a002143P1 NP_001285316.1
Lflavo2a002145P2 NP_572520.1
Lflavo2a002147P1 NP_001096993.1
Lflavo2a002151P1 NP_523764.1
Lflavo2a002154P1 NP_001246451.1
Lflavo2a002155P1 NP_001246665.1
Lflavo2a002157P1 NP_569910.1
Lflavo2a002159P1 NP_523410.1
Lflavo2a002160P2 NP_610796.1
Lflavo2a002161P1 NP_610055.1
Lflavo2a002167P1 NP_001137917.1
Lflavo2a002168P1 NP_001261149.1
Lflavo2a002174P1 NP_001261689.1
Lflavo2a002176P2 NP_001263150.1
Lflavo2a002177P1 NP_001262071.1
Lflavo2a002178P1 NP_649541.1
Lflavo2a002179P1 NP_611955.2
Lflavo2a002182P1 NP_001188672.1
Lflavo2a002185P1 NP_723484.1
Lflavo2a002186P1 NP_001303455.1
Lflavo2a002187P1 NP_652610.1
Lflavo2a002188P2 NP_609845.1
Lflavo2a002189P1 NP_001097935.1
Lflavo2a002192P1 NP_477145.1
Lflavo2a002194P1 NP_726440.1
Lflavo2a002198P1 NP_725591.1
Lflavo2a002201P1 NP_001163656.2
Lflavo2a002203P1 NP_610121.2
Lflavo2a002206P1 NP_723073.1
Lflavo2a002208P1 NP_001261071.1
Lflavo2a002222P1 NP_001245511.1
Lflavo2a002224P3 NP_001097774.1
Lflavo2a002234P1 NP_001286864.1
Lflavo2a002242P1 NP_996330.1
Lflavo2a002244P1 NP_609736.1
Lflavo2a002245P1 NP_001259991.1
Lflavo2a002246P1 NP_001163465.1
Lflavo2a002251P1 NP_001138150.1
Lflavo2a002252P1 NP_609596.1
Lflavo2a002255P1 NP_524476.1
Lflavo2a002261P1 NP_001259813.1
Lflavo2a002262P1 NP_730035.1
Lflavo2a002263P1 NP_523876.2
Lflavo2a002266P1 NP_477255.1
Lflavo2a002269P1 NP_001188856.1
Lflavo2a002270P1 NP_001014647.2
Lflavo2a002273P1 NP_651135.1
Lflavo2a002274P1 NP_611503.1
Lflavo2a002275P1 NP_612040.1
Lflavo2a002276P2 NP_573118.2
Lflavo2a002277P1 NP_511153.1
Lflavo2a002278P1 NP_651185.1
Lflavo2a002279P1 NP_001287511.1
Lflavo2a002282P1 NP_001356982.1
Lflavo2a002283P1 NP_609365.3
Lflavo2a002286P1 NP_001137537.1
Lflavo2a002288P1 NP_996437.1
Lflavo2a002290P1 NP_001188704.1
Lflavo2a002291P1 NP_001287060.1
Lflavo2a002293P1 NP_001014624.1
Lflavo2a002295P1 NP_570023.1
Lflavo2a002296P2 NP_650767.1
Lflavo2a002298P1 NP_001287267.1
Lflavo2a002300P6 NP_001036265.1
Lflavo2a002303P1 NP_727448.1
Lflavo2a002305P1 NP_732768.1
Lflavo2a002308P3 NP_573251.1
Lflavo2a002313P2 NP_609218.1
Lflavo2a002314P1 NP_477302.1
Lflavo2a002316P1 NP_001162814.1
Lflavo2a002318P1 NP_723482.1
Lflavo2a002319P1 NP_001245911.1
Lflavo2a002320P1 NP_001287343.1
Lflavo2a002321P1 NP_001261691.1
Lflavo2a002323P1 NP_648378.1
Lflavo2a002324P1 NP_001262789.1
Lflavo2a002325P1 NP_001036581.1
Lflavo2a002328P1 NP_652145.1
Lflavo2a002329P1 NP_611753.4
Lflavo2a002330P1 NP_730282.1
Lflavo2a002330P2 NP_996116.1
Lflavo2a002331P1 NP_001162899.1
Lflavo2a002337P1 NP_001245674.1
Lflavo2a002339P1 NP_728614.1
Lflavo2a002340P1 NP_611071.1
Lflavo2a002341P1 NP_001262490.1
Lflavo2a002343P1 NP_648926.3
Lflavo2a002347P1 NP_651220.3
Lflavo2a002353P1 NP_648080.1
Lflavo2a002355P1 NP_732964.1
Lflavo2a002357P1 NP_524734.2
Lflavo2a002358P1 NP_001097669.2
Lflavo2a002359P1 NP_001245591.1
Lflavo2a002367P1 NP_649713.1
Lflavo2a002368P1 NP_001097456.2
Lflavo2a002369P1 NP_001036635.1
Lflavo2a002370P1 NP_524655.1
Lflavo2a002371P1 NP_476618.1
Lflavo2a002374P1 NP_524304.2
Lflavo2a002375P1 NP_001014746.1
Lflavo2a002378P1 NP_611850.1
Lflavo2a002379P1 NP_611104.3
Lflavo2a002381P1 NP_001262647.1
Lflavo2a002382P1 NP_001246145.1
Lflavo2a002383P1 NP_650726.1
Lflavo2a002384P1 NP_731685.1
Lflavo2a002385P1 NP_001097850.3
Lflavo2a002387P1 NP_001097834.2
Lflavo2a002388P1 NP_651066.2
Lflavo2a002390P2 NP_001285258.1
Lflavo2a002391P1 NP_001033816.1
Lflavo2a002395P1 NP_001245534.1
Lflavo2a002396P1 NP_001246198.1
Lflavo2a002398P1 NP_524658.2
Lflavo2a002399P1 NP_611016.2
Lflavo2a002400P1 NP_724456.1
Lflavo2a002403P1 NP_001246699.1
Lflavo2a002404P1 NP_729825.2
Lflavo2a002405P2 NP_001262557.1
Lflavo2a002406P1 NP_001285240.1
Lflavo2a002411P1 NP_523511.2
Lflavo2a002412P1 NP_608579.1
Lflavo2a002415P1 NP_001284943.1
Lflavo2a002417P1 NP_001188732.1
Lflavo2a002421P1 NP_001284925.1
Lflavo2a002423P1 NP_609174.1
Lflavo2a002424P1 NP_725672.2
Lflavo2a002425P1 NP_001097493.1
Lflavo2a002426P2 NP_001261678.1
Lflavo2a002427P1 NP_648421.1
Lflavo2a002428P1 NP_647707.1
Lflavo2a002429P1 NP_001189216.1
Lflavo2a002430P1 NP_001015387.1
Lflavo2a002431P3 NP_542438.1
Lflavo2a002432P1 NP_647705.1
Lflavo2a002433P1 NP_001246233.1
Lflavo2a002434P1 NP_649760.1
Lflavo2a002437P1 NP_001097784.1
Lflavo2a002438P1 NP_001247095.1
Lflavo2a002441P1 NP_001285378.1
Lflavo2a002442P1 NP_649256.1
Lflavo2a002444P1 NP_001286382.1
Lflavo2a002446P1 NP_001260713.1
Lflavo2a002448P1 NP_001259269.1
Lflavo2a002450P1 NP_648353.3
Lflavo2a002451P1 NP_001097964.1
Lflavo2a002453P1 NP_001027152.1
Lflavo2a002454P1 NP_477023.1
Lflavo2a002456P2 NP_477165.1
Lflavo2a002457P1 NP_730511.1
Lflavo2a002458P1 NP_726016.1
Lflavo2a002461P1 NP_001162682.2
Lflavo2a002464P1 NP_477351.1
Lflavo2a002469P1 NP_001259461.1
Lflavo2a002470P1 NP_001138089.1
Lflavo2a002471P1 NP_001262153.1
Lflavo2a002472P2 NP_001287572.1
Lflavo2a002476P1 NP_001259970.1
Lflavo2a002484P1 NP_610378.1
Lflavo2a002485P1 NP_001137617.2
Lflavo2a002498P1 NP_609949.1
Lflavo2a002502P1 NP_001261491.1
Lflavo2a002508P1 NP_651781.1
Lflavo2a002510P1 NP_001287227.1
Lflavo2a002511P1 NP_611168.2
Lflavo2a002513P1 NP_609666.2
Lflavo2a002517P1 NP_651570.1
Lflavo2a002521P2 NP_001286847.1
Lflavo2a002522P1 NP_652381.1
Lflavo2a002524P1 NP_609478.1
Lflavo2a002525P1 NP_524931.1
Lflavo2a002528P1 NP_523606.1
Lflavo2a002529P1 NP_650179.1
Lflavo2a002530P1 NP_611986.2
Lflavo2a002533P1 NP_477146.1
Lflavo2a002534P1 NP_609175.2
Lflavo2a002537P1 NP_001163199.1
Lflavo2a002541P1 NP_001287206.1
Lflavo2a002544P1 NP_611269.1
Lflavo2a002545P1 NP_001285827.1
Lflavo2a002546P1 NP_649692.2
Lflavo2a002547P1 NP_609712.1
Lflavo2a002549P1 NP_001260085.1
Lflavo2a002550P1 NP_723086.1
Lflavo2a002551P1 NP_730248.2
Lflavo2a002553P1 NP_001188743.1
Lflavo2a002554P1 NP_610183.1
Lflavo2a002555P1 NP_652315.2
Lflavo2a002556P2 NP_001286260.1
Lflavo2a002557P1 NP_610475.1
Lflavo2a002561P1 NP_001260619.1
Lflavo2a002567P1 NP_723220.2
Lflavo2a002568P1 NP_609590.1
Lflavo2a002576P1 NP_609934.3
Lflavo2a002577P1 NP_610460.1
Lflavo2a002578P1 NP_995604.2
Lflavo2a002579P1 NP_523836.2
Lflavo2a002582P4 NP_001285336.1
Lflavo2a002583P2 NP_001245681.1
Lflavo2a002594P2 NP_648047.2
Lflavo2a002596P1 NP_726040.1
Lflavo2a002598P1 NP_723968.1
Lflavo2a002602P7 NP_788320.1
Lflavo2a002605P1 NP_001246236.1
Lflavo2a002606P1 NP_001014453.1
Lflavo2a002607P1 NP_001286828.1
Lflavo2a002608P1 NP_001262425.1
Lflavo2a002611P1 NP_651364.1
Lflavo2a002614P1 NP_001246525.1
Lflavo2a002616P1 NP_001033848.1
Lflavo2a002619P1 NP_730119.1
Lflavo2a002620P1 NP_524025.2
Lflavo2a002621P1 NP_001369079.1
Lflavo2a002623P1 NP_001259225.1
Lflavo2a002625P1 NP_001097659.1
Lflavo2a002628P1 NP_650983.1
Lflavo2a002632P1 NP_001163084.1
Lflavo2a002633P1 NP_001285980.1
Lflavo2a002634P1 NP_523657.1
Lflavo2a002635P1 NP_476817.1
Lflavo2a002636P1 NP_608379.1
Lflavo2a002637P1 NP_001285691.1
Lflavo2a002639P1 NP_001284797.1
Lflavo2a002641P1 NP_609805.1
Lflavo2a002646P1 NP_001260381.1
Lflavo2a002649P1 NP_608745.1
Lflavo2a002654P1 NP_001284736.1
Lflavo2a002655P1 NP_001262615.1
Lflavo2a002656P1 NP_610172.1
Lflavo2a002657P1 NP_001036397.2
Lflavo2a002660P1 NP_651353.1
Lflavo2a002662P1 NP_651780.1
Lflavo2a002663P1 NP_001097139.1
Lflavo2a002673P1 NP_001286851.1
Lflavo2a002675P1 NP_609263.2
Lflavo2a002679P1 NP_524362.2
Lflavo2a002683P1 NP_650455.1
Lflavo2a002684P1 NP_650643.2
Lflavo2a002685P1 NP_572337.1
Lflavo2a002686P1 NP_650305.1
Lflavo2a002687P1 NP_001286797.1
Lflavo2a002694P1 NP_477448.1
Lflavo2a002697P3 NP_001097186.2
Lflavo2a002698P1 NP_001097638.1
Lflavo2a002699P1 NP_001245767.1
Lflavo2a002700P2 NP_001263152.1
Lflavo2a002702P1 NP_001260046.1
Lflavo2a002706P1 NP_001286887.1
Lflavo2a002707P1 NP_649184.1
Lflavo2a002708P1 NP_001287008.1
Lflavo2a002709P1 NP_650586.2
Lflavo2a002711P1 NP_650470.1
Lflavo2a002712P1 NP_001259730.1
Lflavo2a002713P1 NP_001285103.1
Lflavo2a002715P1 NP_001262277.1
Lflavo2a002716P1 NP_609947.1
Lflavo2a002717P1 NP_524700.1
Lflavo2a002719P3 NP_729679.2
Lflavo2a002720P1 NP_001287545.1
Lflavo2a002721P1 NP_001096924.2
Lflavo2a002723P1 NP_001262899.1
Lflavo2a002724P2 NP_608934.1
Lflavo2a002725P1 NP_524351.1
Lflavo2a002726P1 NP_611858.2
Lflavo2a002729P1 NP_001163442.1
Lflavo2a002730P1 NP_731849.2
Lflavo2a002735P1 NP_648711.1
Lflavo2a002736P1 NP_001261567.1
Lflavo2a002737P1 NP_001246680.1
Lflavo2a002738P1 NP_523937.2
Lflavo2a002739P1 NP_524780.1
Lflavo2a002740P1 NP_001356925.1
Lflavo2a002741P1 NP_651243.1
Lflavo2a002742P1 NP_524151.2
Lflavo2a002743P1 NP_648267.1
Lflavo2a002745P1 NP_523945.2
Lflavo2a002746P1 NP_648234.1
Lflavo2a002751P1 NP_524116.2
Lflavo2a002752P1 NP_001261463.1
Lflavo2a002753P1 NP_651545.2
Lflavo2a002755P1 NP_001286982.1
Lflavo2a002756P1 NP_611611.1
Lflavo2a002758P1 NP_723732.2
Lflavo2a002767P1 NP_001287375.1
Lflavo2a002773P1 NP_650742.2
Lflavo2a002780P1 NP_651321.1
Lflavo2a002781P1 NP_651731.1
Lflavo2a002783P1 NP_610232.1
Lflavo2a002784P2 NP_611836.2
Lflavo2a002785P1 NP_001245653.1
Lflavo2a002786P2 NP_572522.2
Lflavo2a002788P1 NP_001188570.1
Lflavo2a002789P1 NP_001163857.2
Lflavo2a002791P1 NP_001262985.1
Lflavo2a002792P1 NP_001188565.1
Lflavo2a002794P1 NP_001096883.3
Lflavo2a002795P1 NP_001284741.1
Lflavo2a002797P1 NP_647846.2
Lflavo2a002798P1 NP_001263137.1
Lflavo2a002799P1 NP_647794.1
Lflavo2a002801P1 NP_651214.2
Lflavo2a002802P1 NP_523831.1
Lflavo2a002803P1 NP_649535.2
Lflavo2a002804P1 NP_001260199.1
Lflavo2a002805P1 NP_001097687.1
Lflavo2a002806P1 NP_001097664.2
Lflavo2a002812P1 NP_001286265.1
Lflavo2a002813P1 NP_001036369.3
Lflavo2a002814P1 NP_001260832.1
Lflavo2a002816P1 NP_572524.1
Lflavo2a002817P1 NP_001163422.1
Lflavo2a002819P1 NP_609643.2
Lflavo2a002822P1 NP_001246908.1
Lflavo2a002823P1 NP_477024.1
Lflavo2a002824P1 NP_651213.1
Lflavo2a002825P1 NP_648452.1
Lflavo2a002826P1 NP_651882.1
Lflavo2a002829P17 NP_725339.1
Lflavo2a002833P1 NP_536773.1
Lflavo2a002834P1 NP_722961.1
Lflavo2a002835P3 NP_001259898.1
Lflavo2a002838P2 NP_001246966.1
Lflavo2a002839P1 NP_001245819.1
Lflavo2a002842P1 NP_652605.1
Lflavo2a002846P1 NP_001245452.1
Lflavo2a002847P1 NP_649538.1
Lflavo2a002849P1 NP_610735.1
Lflavo2a002850P1 NP_649527.1
Lflavo2a002853P1 NP_725047.2
Lflavo2a002854P1 NP_729844.1
Lflavo2a002855P1 NP_001014504.1
Lflavo2a002856P2 NP_651161.1
Lflavo2a002857P1 NP_001286786.1
Lflavo2a002858P1 NP_609060.1
Lflavo2a002859P1 NP_001246534.1
Lflavo2a002862P1 NP_524001.2
Lflavo2a002864P1 NP_650432.1
Lflavo2a002865P1 NP_648597.2
Lflavo2a002867P1 NP_649009.1
Lflavo2a002870P1 NP_608563.1
Lflavo2a002876P1 NP_001014553.1
Lflavo2a002878P1 NP_001286524.1
Lflavo2a002879P1 NP_001285338.1
Lflavo2a002880P1 NP_611832.1
Lflavo2a002883P1 NP_001263148.1
Lflavo2a002884P1 NP_523463.2
Lflavo2a002885P1 NP_001261051.1
Lflavo2a002885P11 NP_001163177.2
Lflavo2a002886P1 NP_001097610.1
Lflavo2a002888P1 NP_001137925.1
Lflavo2a002889P1 NP_001287189.1
Lflavo2a002890P1 NP_001188806.1
Lflavo2a002893P1 NP_001260203.1
Lflavo2a002894P1 NP_572882.1
Lflavo2a002897P2 NP_001260216.1
Lflavo2a002899P1 NP_001027087.1
Lflavo2a002902P1 NP_524463.2
Lflavo2a002905P1 NP_611044.1
Lflavo2a002907P1 NP_477073.1
Lflavo2a002908P1 NP_523964.2
Lflavo2a002909P1 NP_001162708.1
Lflavo2a002914P1 NP_001163579.1
Lflavo2a002916P1 NP_001260981.1
Lflavo2a002918P2 NP_001138187.1
Lflavo2a002918P3 NP_996413.2
Lflavo2a002924P1 NP_608837.2
Lflavo2a002925P1 NP_788390.1
