Geneid	gene_name	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106785598	LOC106785598	76	169	171	235	53	173	190	105	169	104
gene-LOC106785342	LOC106785342	421	1193	1342	1247	418	1314	1507	389	851	519
gene-LOC106785335	LOC106785335	317	694	791	745	307	695	685	282	693	385
gene-LOC106785326	LOC106785326	83	184	209	145	68	157	130	103	143	83
gene-LOC106785499	LOC106785499	167	350	456	319	171	435	600	138	224	163
gene-LOC106785566	LOC106785566	55	251	451	401	71	371	395	83	195	111
gene-LOC106785673	LOC106785673	226	292	293	563	221	255	279	267	358	262
gene-LOC106785558	LOC106785558	3141	3273	2987	3195	2537	2689	3008	1896	2552	2683
gene-LOC106785552	LOC106785552	554	995	1031	823	583	909	1015	717	754	733
gene-LOC106784674	LOC106784674	135	251	244	411	158	247	266	185	256	191
gene-LOC106785021	LOC106785021	4635	6846	10244	8891	4923	9611	8050	5317	7829	4847
gene-LOC106784986	LOC106784986	1030	2154	2449	1956	885	2968	2273	989	1647	914
gene-LOC106785015	LOC106785015	10	11	8	20	1	20	7	14	5	2
gene-LOC106785002	LOC106785002	65	176	175	132	84	212	132	97	122	97
gene-LOC106784996	LOC106784996	7	20	7	0	13	15	10	11	3	7
gene-LOC106784683	LOC106784683	0	1	2	0	0	0	0	1	1	0
gene-LOC106785433	LOC106785433	570	1148	1177	1020	546	1199	1104	539	860	741
gene-LOC106785391	LOC106785391	417	1025	1112	1193	510	975	1185	509	892	558
gene-LOC106785381	LOC106785381	325	498	589	410	386	503	518	315	352	329
gene-LOC106785624	LOC106785624	212	692	820	638	313	721	849	330	573	384
gene-LOC106785376	LOC106785376	466	864	1043	1048	422	1062	1031	499	859	524
gene-LOC106785359	LOC106785359	348	496	556	480	381	366	299	479	532	629
gene-LOC106784855	LOC106784855	0	1	3	2	0	0	0	0	0	0
gene-LOC106785135	LOC106785135	328	771	802	737	288	841	948	302	617	491
gene-LOC106785147	LOC106785147	177	188	164	251	97	152	162	124	165	98
gene-LOC106785121	LOC106785121	278	363	463	480	183	421	408	171	393	239
gene-LOC106785157	LOC106785157	178	487	624	568	250	474	488	182	497	246
gene-LOC106785091	LOC106785091	1291	3417	3211	1301	1545	3914	2990	1510	2020	1912
gene-LOC106784890	LOC106784890	12	33	42	76	29	26	57	15	40	29
gene-LOC106784897	LOC106784897	0	3	3	3	1	0	5	0	5	2
gene-LOC106784976	LOC106784976	604	1184	1168	1056	556	1179	1169	655	992	812
gene-LOC106784946	LOC106784946	443	890	986	441	524	850	716	387	389	428
gene-LOC106784707	LOC106784707	105	1427	120	3	640	1564	227	1264	4	992
gene-LOC106785487	LOC106785487	20	10	2	9	15	3	9	38	19	33
gene-LOC106785454	LOC106785454	531	1065	1117	1095	483	1125	1039	560	884	619
gene-LOC106785447	LOC106785447	0	3	4	0	0	1	2	3	1	0
gene-LOC106785529	LOC106785529	308	698	738	599	360	610	475	364	535	399
gene-LOC106785193	LOC106785193	362	607	755	393	309	676	573	308	530	343
gene-LOC106785349	LOC106785349	1065	2348	2915	3475	826	2345	3284	851	3049	1142
gene-LOC106785246	LOC106785246	1255	3027	4456	4665	1103	2882	3584	1270	4010	1220
gene-LOC106785260	LOC106785260	14	23	11	72	2	9	4	1	7	7
gene-LOC106785692	LOC106785692	2	35	39	31	21	181	306	24	11	56
gene-LOC106785270	LOC106785270	576	746	1078	1302	469	830	840	462	841	440
gene-LOC106784764	LOC106784764	5708	9450	12750	15934	4549	10333	8362	4840	9234	4443
gene-LOC106784838	LOC106784838	22	63	84	71	15	77	58	14	53	43
gene-LOC106784834	LOC106784834	64	192	169	132	37	182	125	75	117	69
gene-LOC106784849	LOC106784849	61	78	91	66	31	101	95	34	71	30
gene-LOC106785069	LOC106785069	263	374	395	321	259	321	433	254	341	334
gene-LOC106785039	LOC106785039	776	1339	1526	1460	749	1378	1402	779	1205	882
gene-LOC106785036	LOC106785036	427	752	778	624	448	695	683	399	636	431
gene-LOC106785060	LOC106785060	124	222	237	397	96	189	232	98	268	137
gene-LOC106785075	LOC106785075	34	51	62	80	47	58	49	41	51	41
gene-LOC106785085	LOC106785085	1	7	4	4	1	3	2	0	3	0
gene-LOC106785186	LOC106785186	117	144	194	193	97	158	132	90	226	129
gene-LOC106785164	LOC106785164	493	247	223	280	455	219	198	517	261	703
gene-LOC106785169	LOC106785169	742	1281	1708	1098	882	1473	1374	756	1081	721
gene-LOC106785698	LOC106785698	25	67	37	16	17	67	42	32	17	40
gene-LOC106784870	LOC106784870	2015	2633	4525	3521	1696	2951	2951	1987	2823	2169
gene-LOC106784864	LOC106784864	7	1	1	0	37	7	12	16	1	38
gene-LOC106785605	LOC106785605	10	4	6	0	20	9	8	7	6	11
gene-LOC106785610	LOC106785610	2	3	4	10	3	4	3	4	3	10
gene-LOC106785790	LOC106785790	384	1082	1039	1035	503	1181	847	548	892	500
gene-LOC106786811	LOC106786811	506	750	892	971	631	663	713	425	707	562
gene-LOC106786804	LOC106786804	991	4687	4336	2915	1737	4931	4108	1505	2982	2144
gene-LOC106785781	LOC106785781	3	4	15	10	14	17	0	4	2	4
gene-LOC106787001	LOC106787001	414	896	1355	1109	317	1196	890	347	862	446
gene-LOC106787007	LOC106787007	505	625	753	664	420	573	562	379	603	439
gene-LOC106785970	LOC106785970	674	699	822	846	657	585	600	687	574	945
gene-LOC106785979	LOC106785979	443	1533	2155	2794	589	1600	2608	524	1456	971
gene-LOC106785988	LOC106785988	227	876	977	1079	339	916	833	525	955	488
gene-LOC106785930	LOC106785930	2988	5166	7405	6294	2983	7586	5125	3187	4095	3152
gene-LOC106786953	LOC106786953	1109	1875	2056	1574	1118	1866	1510	1188	1796	1383
gene-LOC106785714	LOC106785714	0	0	1	0	1	0	0	0	0	2
gene-LOC106786861	LOC106786861	192	337	371	218	170	325	242	209	309	242
gene-LOC106786872	LOC106786872	347	481	541	437	297	375	330	378	425	450
gene-LOC106787033	LOC106787033	300	516	586	677	299	414	466	322	538	420
gene-LOC106787043	LOC106787043	6	24	26	5	18	73	20	55	1	24
gene-LOC106786340	LOC106786340	536	1003	1353	893	594	1182	979	644	841	599
gene-LOC106786334	LOC106786334	50	108	109	197	39	81	70	88	128	86
gene-LOC106786352	LOC106786352	1418	2028	2590	1828	1347	1928	1303	1316	2020	1439
gene-LOC106786371	LOC106786371	688	1140	1618	1426	542	1389	1034	608	1104	607
gene-LOC106786991	LOC106786991	467	767	524	443	380	777	476	359	794	513
gene-LOC106786996	LOC106786996	0	1	1	1	0	0	0	0	0	0
gene-Trnav-cac	Trnav-cac	0	0	0	0	0	0	0	0	0	0
gene-Trnal-cag	Trnal-cag	0	0	0	0	0	0	0	0	0	0
gene-LOC106785905	LOC106785905	1741	3959	5132	6442	1786	5406	4791	1970	4364	2203
gene-LOC106786882	LOC106786882	548	529	1023	946	336	790	744	604	902	572
gene-Trnas-aga	Trnas-aga	0	0	5	3	1	0	1	0	3	0
gene-LOC106786964	LOC106786964	148	268	248	226	151	218	250	174	190	180
gene-LOC106786973	LOC106786973	54	105	124	107	77	138	90	105	79	111
gene-LOC106786647	LOC106786647	702	818	992	1746	469	874	856	589	852	638
gene-LOC106786541	LOC106786541	74	232	286	237	89	276	233	91	217	102
gene-LOC106786548	LOC106786548	1288	2354	3314	3793	1129	3120	2819	1122	2369	1158
gene-LOC106785720	LOC106785720	32	58	71	61	46	56	48	41	52	44
gene-LOC106786759	LOC106786759	467	351	441	355	500	429	339	502	345	377
gene-LOC106786769	LOC106786769	196	215	231	315	195	241	249	269	269	152
gene-LOC106786763	LOC106786763	311	523	518	572	328	490	493	278	443	341
gene-LOC106787077	LOC106787077	211	214	273	211	199	190	160	222	221	224
gene-LOC106786502	LOC106786502	2731	4590	5617	6867	2246	5379	4659	2563	4226	2548
gene-LOC106786509	LOC106786509	1633	3493	4251	4342	1661	4537	4454	1876	3325	2051
gene-LOC106786535	LOC106786535	44	51	71	110	87	23	5	90	52	120
gene-LOC106786526	LOC106786526	49	60	66	84	51	48	39	61	50	90
gene-LOC106786518	LOC106786518	743	1850	2004	1569	850	2032	2091	1227	1482	1322
gene-LOC106786226	LOC106786226	471	461	706	684	384	485	517	413	542	361
gene-LOC106786237	LOC106786237	203	194	215	239	191	184	130	246	186	245
gene-LOC106786243	LOC106786243	835	1525	2353	1956	754	1984	1761	1053	1563	1148
gene-LOC106786251	LOC106786251	9645	4291	4441	5159	5349	3691	4163	1539	3733	3065
gene-LOC106786586	LOC106786586	1160	496	477	534	574	472	503	174	448	374
gene-LOC106786558	LOC106786558	1238	2905	3916	4408	1084	4109	3293	1335	3196	1345
gene-LOC106786605	LOC106786605	955	3590	2712	2990	1364	3846	3194	1420	1729	1211
gene-LOC106787019	LOC106787019	4	63	22	17	2	65	115	8	15	17
gene-LOC106787013	LOC106787013	134	272	336	301	112	241	346	205	179	256
gene-LOC106786256	LOC106786256	2018	4065	4535	4311	2042	4322	4001	2024	3199	2258
gene-LOC106786276	LOC106786276	134	277	314	357	90	241	220	140	280	205
gene-LOC106786304	LOC106786304	1601	3386	3555	4363	1986	3704	3581	1788	2817	2266
gene-LOC106786294	LOC106786294	16	14	13	13	31	1	0	43	6	37
gene-LOC106786898	LOC106786898	77	122	188	181	72	148	161	93	116	82
gene-LOC106786889	LOC106786889	501	1419	1774	1101	514	1613	1542	493	1224	692
gene-LOC106785727	LOC106785727	1	10	15	4	3	6	3	3	5	7
gene-LOC106786778	LOC106786778	1301	1253	1373	940	1001	1305	1123	707	922	922
gene-LOC106787052	LOC106787052	208	490	601	536	162	569	581	240	402	278
gene-LOC106786129	LOC106786129	440	860	898	433	513	796	617	393	524	464
gene-LOC106786084	LOC106786084	1525	2893	2746	3616	1672	3101	4054	1439	2455	1776
gene-LOC106786135	LOC106786135	95	427	384	216	135	506	530	177	209	259
gene-LOC106786180	LOC106786180	38	144	110	128	53	158	144	58	42	42
gene-LOC106786165	LOC106786165	222	307	351	493	245	249	117	305	421	330
gene-LOC106785802	LOC106785802	12	17	21	6	7	13	19	3	13	8
gene-LOC106785734	LOC106785734	1	4	5	1	0	1	2	0	0	0
gene-LOC106785747	LOC106785747	115	326	329	241	140	336	325	133	243	175
gene-LOC106786943	LOC106786943	166	288	369	301	165	374	349	192	283	173
gene-LOC106786935	LOC106786935	103	251	223	184	115	172	175	68	149	172
gene-LOC106785765	LOC106785765	107	163	158	227	159	129	130	127	188	134
gene-LOC106787024	LOC106787024	306	400	361	371	305	294	390	301	359	312
gene-LOC106787028	LOC106787028	90	272	344	349	118	364	404	131	202	145
gene-LOC106786795	LOC106786795	382	981	1236	1307	407	1337	1092	427	892	392
gene-LOC106785808	LOC106785808	7716	15282	21744	21167	7235	19560	18118	7471	15910	9213
gene-LOC106785889	LOC106785889	75	147	126	262	47	138	165	42	137	68
gene-LOC106785891	LOC106785891	1	2	0	7	0	3	3	0	1	1
gene-LOC106785876	LOC106785876	0	2	0	1	0	0	0	0	0	0
gene-LOC106785886	LOC106785886	236	591	910	1100	245	745	720	313	704	337
gene-LOC106786688	LOC106786688	711	328	278	531	730	78	82	893	407	833
gene-LOC106786677	LOC106786677	1804	2265	2338	1830	1750	1965	1763	1743	1862	1984
gene-LOC106786695	LOC106786695	67	60	78	80	63	45	41	74	59	75
gene-LOC106786622	LOC106786622	1239	1155	1405	662	1122	1271	774	1042	865	1046
gene-LOC106786643	LOC106786643	1262	1388	1324	1284	1087	1052	917	1314	1294	1477
gene-LOC106785772	LOC106785772	43	57	41	57	69	35	21	48	55	92
gene-LOC106786844	LOC106786844	394	555	645	561	368	579	612	395	482	469
gene-LOC106786851	LOC106786851	104	145	150	112	130	151	144	134	159	63
gene-LOC106786840	LOC106786840	109	121	193	176	106	136	123	137	138	117
gene-LOC106786817	LOC106786817	665	1061	1413	1200	746	1285	1188	611	1136	653
gene-LOC106786829	LOC106786829	237	575	595	467	312	563	504	302	550	380
gene-LOC106786751	LOC106786751	757	1859	2083	1501	748	1902	2193	775	1500	1112
gene-LOC106786723	LOC106786723	536	1002	1484	1261	502	942	759	607	1483	450
gene-LOC106786411	LOC106786411	23	1	4	7	25	7	7	29	3	16
gene-LOC106786417	LOC106786417	0	0	1	0	0	1	1	0	0	0
gene-LOC106786379	LOC106786379	645	1306	1820	1656	580	1693	1109	613	1117	613
gene-LOC106786076	LOC106786076	10	18	13	15	22	18	11	15	11	11
gene-LOC106786068	LOC106786068	4	1	3	1	12	2	3	0	1	5
gene-LOC106786056	LOC106786056	221	363	448	322	216	344	275	272	194	276
gene-LOC106786000	LOC106786000	852	1028	1196	899	822	1011	974	895	900	891
gene-LOC106786015	LOC106786015	801	1556	2595	3100	678	1914	1802	883	1453	858
gene-LOC106786042	LOC106786042	1	2	2	2	1	3	4	0	1	0
gene-LOC106785739	LOC106785739	20	61	127	102	11	84	35	27	81	28
gene-LOC106786191	LOC106786191	102	343	612	465	54	420	264	163	409	120
gene-LOC106786219	LOC106786219	11	18	48	36	6	33	36	23	37	10
gene-LOC106786917	LOC106786917	430	640	902	803	410	722	620	731	788	606
gene-LOC106785896	LOC106785896	6	3	10	8	8	5	2	7	7	5
gene-LOC106786454	LOC106786454	456	389	423	427	351	313	275	488	322	462
gene-LOC106786441	LOC106786441	313	472	522	479	236	487	411	284	416	290
gene-LOC106786494	LOC106786494	3276	4483	4114	2520	3823	3442	2222	4936	3558	4522
gene-LOC106786498	LOC106786498	3444	10445	8928	6224	4033	10836	7048	5595	6605	4535
gene-LOC106786425	LOC106786425	651	867	1029	731	563	958	839	660	719	789
gene-LOC106785756	LOC106785756	176	267	213	226	185	149	159	217	209	254
gene-LOC106786703	LOC106786703	365	642	703	649	368	666	691	294	496	337
gene-LOC106786715	LOC106786715	344	603	682	414	301	679	424	307	350	292
gene-LOC106786709	LOC106786709	428	817	1036	697	424	976	913	418	597	486
gene-LOC106786913	LOC106786913	7105	6011	5919	4756	5741	4883	5475	3823	4946	4959
gene-LOC106787062	LOC106787062	0	278	27	1	7	15	70	19	1	118
gene-LOC106787822	LOC106787822	57	119	174	205	116	231	194	62	147	79
gene-LOC106787798	LOC106787798	312	555	527	434	324	488	472	276	356	307
gene-LOC106787806	LOC106787806	248	389	409	377	248	390	359	211	332	157
gene-LOC106787137	LOC106787137	0	9	14	15	1	7	7	3	9	7
gene-LOC106787344	LOC106787344	998	3649	5293	4858	1280	5057	3441	1811	3462	1841
gene-LOC106787370	LOC106787370	511	822	1166	1290	435	717	928	459	945	384
gene-LOC106787832	LOC106787832	33	31	89	69	54	80	157	8	31	66
gene-LOC106787815	LOC106787815	139	422	461	259	230	2044	2327	539	94	274
gene-LOC106787222	LOC106787222	1464	1802	2360	3039	1036	1804	1769	1039	1921	882
gene-LOC106787249	LOC106787249	2	5	4	63	1	79	0	3	0	0
gene-LOC106787242	LOC106787242	2	1	5	0	2	6	5	0	0	1
gene-LOC106787096	LOC106787096	0	0	0	0	0	0	0	0	0	1
gene-LOC106787145	LOC106787145	0	6	3	1	7	6	5	3	1	4
gene-LOC106787711	LOC106787711	389	966	1069	1006	431	952	869	429	758	464
gene-LOC106787589	LOC106787589	77	112	104	113	63	93	136	72	107	61
gene-LOC106787582	LOC106787582	604	1209	1045	856	767	921	621	812	1030	914
gene-LOC106787594	LOC106787594	48	118	139	89	48	153	230	58	98	79
gene-LOC106787670	LOC106787670	280	584	923	671	410	717	871	368	637	463
gene-LOC106787661	LOC106787661	70	68	90	64	62	53	32	60	49	94
gene-LOC106787617	LOC106787617	181	327	444	365	180	286	308	162	238	152
gene-LOC106787842	LOC106787842	0	2	2	6	4	2	2	7	5	4
gene-LOC106787384	LOC106787384	15	40	45	35	17	40	21	11	20	22
gene-LOC106787391	LOC106787391	0	2	1	0	3	13	2	5	0	6
gene-LOC106787377	LOC106787377	56	176	246	186	81	203	274	97	168	103
gene-LOC106787637	LOC106787637	3	4	5	1	1	4	9	0	1	7
gene-LOC106787629	LOC106787629	342	696	747	898	283	669	787	319	701	330
gene-LOC106787624	LOC106787624	273	573	613	1000	323	579	608	270	584	357
gene-LOC106787395	LOC106787395	23	137	62	66	31	104	147	54	46	35
gene-LOC106787417	LOC106787417	4	17	29	14	3	24	18	3	17	0
gene-LOC106787410	LOC106787410	53	36	57	56	80	38	45	93	35	96
gene-LOC106787403	LOC106787403	196	340	353	358	198	259	230	255	313	284
gene-LOC106787426	LOC106787426	229	477	524	756	271	453	527	244	482	281
gene-LOC106787215	LOC106787215	2470	1973	3420	5134	1220	2558	1959	1091	2722	1326
gene-LOC106787436	LOC106787436	8761	26025	29659	21517	10199	28507	31484	11164	21234	12504
gene-LOC106787104	LOC106787104	10	3	4	11	1	6	4	4	3	2
gene-LOC106787105	LOC106787105	0	2	2	1	1	5	2	2	0	3
gene-LOC106787611	LOC106787611	233	477	741	857	205	602	517	196	418	199
gene-LOC106787599	LOC106787599	23	34	55	31	33	17	57	62	80	45
gene-LOC106787497	LOC106787497	2442	5338	5609	3870	2555	4724	5435	1970	4231	2954
gene-LOC106787480	LOC106787480	375	625	891	578	394	785	806	393	499	482
gene-LOC106787129	LOC106787129	1	3	10	2	5	1	5	0	0	1
gene-LOC106787116	LOC106787116	16	7	20	8	12	24	50	4	9	14
gene-LOC106787109	LOC106787109	0	2	3	2	3	5	2	2	1	0
gene-LOC106787778	LOC106787778	45	546	344	493	306	772	751	121	85	139
gene-LOC106787789	LOC106787789	122	144	674	132	208	652	458	111	150	222
gene-LOC106787686	LOC106787686	93	167	230	177	106	238	245	131	157	122
gene-LOC106787700	LOC106787700	592	892	890	797	555	949	957	553	786	630
gene-LOC106787521	LOC106787521	219	409	389	526	281	442	442	225	309	335
gene-LOC106787530	LOC106787530	27	71	87	93	13	69	73	40	88	32
gene-LOC106787539	LOC106787539	684	1169	1187	1349	784	1151	1307	700	846	963
gene-LOC106787112	LOC106787112	156	167	177	248	101	193	180	106	161	159
gene-LOC106787259	LOC106787259	592	1298	1675	846	1044	1809	1863	664	1010	1215
gene-LOC106787268	LOC106787268	210	279	451	536	200	289	318	231	410	175
gene-LOC106787317	LOC106787317	15	4	4	5	18	1	0	16	3	4
gene-LOC106787306	LOC106787306	181	454	554	619	224	411	420	256	411	326
gene-LOC106787298	LOC106787298	226	626	633	658	236	624	658	282	497	279
gene-LOC106787281	LOC106787281	108	67	93	80	97	72	77	91	92	69
gene-LOC106787309	LOC106787309	30	17	40	36	26	28	28	28	30	14
gene-LOC106787123	LOC106787123	0	3	1	10	0	0	1	0	3	1
gene-LOC106787185	LOC106787185	37205	38267	52772	47506	21156	41467	42671	14483	40036	21316
gene-LOC106787204	LOC106787204	1	11	18	54	3	16	12	9	13	4
gene-LOC106787207	LOC106787207	57	159	185	218	73	225	183	89	220	85
gene-LOC106787770	LOC106787770	86	380	530	595	119	527	433	121	390	186
gene-Trnan-guu	Trnan-guu	0	0	0	0	0	0	0	0	0	0
gene-Trnas-gcu	Trnas-gcu	0	0	0	0	0	0	0	0	0	0
gene-Trnak-cuu	Trnak-cuu	0	0	0	1	0	0	3	1	0	1
gene-Trnan-guu-2	Trnan-guu	0	0	0	0	0	2	0	0	0	0
gene-LOC106787323	LOC106787323	1775	2209	3671	4233	1512	3051	2309	2147	2156	2238
gene-LOC106787335	LOC106787335	154	195	161	218	154	158	164	200	198	191
gene-LOC106787454	LOC106787454	840	1979	2149	1790	1012	1730	1576	992	1675	1255
gene-LOC106787464	LOC106787464	33	48	93	103	23	96	44	90	82	40
gene-LOC106787462	LOC106787462	4381	7291	9535	3566	3719	5117	5083	3188	5689	3654
gene-LOC106787472	LOC106787472	4	15	9	12	2	9	5	0	6	2
gene-LOC106787645	LOC106787645	490	651	793	733	456	849	578	428	586	478
gene-LOC106787652	LOC106787652	150	253	312	318	101	271	297	127	222	124
gene-LOC106787548	LOC106787548	1225	1876	1755	1451	967	1691	1402	1050	1315	1372
gene-LOC106787559	LOC106787559	73	143	152	42	90	96	75	55	88	107
gene-LOC106787745	LOC106787745	77	126	160	183	28	133	107	97	120	47
gene-LOC106787760	LOC106787760	104	281	447	729	121	283	287	185	368	227
gene-LOC106787154	LOC106787154	2522	7282	9859	7203	2311	9840	7527	3759	6674	3941
gene-LOC106787182	LOC106787182	6	5	10	18	5	6	11	7	15	3
gene-LOC106788568	LOC106788568	364	587	1157	1527	246	973	589	438	1077	376
gene-LOC106788565	LOC106788565	462	2002	2468	2888	340	2892	1556	465	1342	517
gene-LOC106788685	LOC106788685	15	310	159	53	17	58	336	27	14	26
gene-LOC106787926	LOC106787926	4	26	9	24	2	35	15	10	6	6
gene-LOC106788693	LOC106788693	121	339	354	386	149	410	350	146	303	202
gene-LOC106787865	LOC106787865	0	0	0	0	0	0	1	0	0	0
gene-LOC106787873	LOC106787873	0	0	0	0	0	0	0	0	0	0
gene-LOC106788470	LOC106788470	145	310	372	357	129	318	275	185	289	170
gene-LOC106788453	LOC106788453	381	896	1039	861	402	890	949	415	766	518
gene-LOC106788461	LOC106788461	191	423	516	317	207	317	248	279	382	239
gene-LOC106788446	LOC106788446	216	389	465	460	207	399	419	229	347	251
gene-LOC106788596	LOC106788596	936	1045	1291	1088	699	1426	1178	488	836	711
gene-LOC106787913	LOC106787913	230	501	486	516	196	432	492	237	497	322
gene-LOC106788623	LOC106788623	627	925	1087	1090	629	866	818	638	938	723
gene-LOC106788632	LOC106788632	524	2528	2309	2345	771	2353	2289	1101	2124	1068
gene-LOC106788669	LOC106788669	163	259	270	336	153	228	251	253	225	207
gene-LOC106788552	LOC106788552	194	303	499	535	197	513	283	159	196	223
gene-LOC106787935	LOC106787935	5	32	47	18	21	5	18	3	15	9
gene-LOC106788427	LOC106788427	1535	1333	1747	1586	1079	1370	1177	1049	1280	980
gene-LOC106788435	LOC106788435	184	367	417	289	250	355	471	308	310	249
gene-LOC106788537	LOC106788537	220	290	346	373	205	267	340	253	283	317
gene-LOC106788529	LOC106788529	750	2146	2039	1632	865	2259	2404	965	1710	1364
gene-LOC106788544	LOC106788544	2	1	0	1	0	1	2	0	2	0
gene-LOC106787956	LOC106787956	3378	5446	7775	9079	2377	6879	7093	2612	6368	2996
gene-LOC106787880	LOC106787880	0	0	0	1	1	0	0	0	0	0
gene-LOC106787888	LOC106787888	2	2	3	2	0	3	4	0	6	0
gene-LOC106788508	LOC106788508	97	179	157	231	99	141	152	101	119	93
gene-LOC106788491	LOC106788491	699	1306	1513	1577	762	1167	1100	871	1214	987
gene-LOC106788499	LOC106788499	99	142	152	130	106	139	131	52	98	89
gene-LOC106788704	LOC106788704	48	47	5	13	7	12	18	0	4	12
gene-LOC106788412	LOC106788412	755	1016	1044	815	625	993	884	697	760	723
gene-LOC106788418	LOC106788418	210	631	714	764	211	693	736	182	478	259
gene-LOC106788410	LOC106788410	463	712	936	796	357	813	587	402	926	389
gene-LOC106788070	LOC106788070	4767	7336	7482	2953	5325	5579	5714	5437	5801	5442
gene-LOC106788086	LOC106788086	4050	6689	7852	2160	5129	5848	4011	4370	5660	5702
gene-LOC106788053	LOC106788053	695	2003	2211	2020	787	2265	2448	912	1853	1020
gene-LOC106788095	LOC106788095	460	2030	1365	1150	481	2017	1259	852	1035	730
gene-LOC106788715	LOC106788715	14	22	7	11	11	18	10	2	17	3
gene-LOC106788040	LOC106788040	1453	1933	2453	2208	1235	2245	1699	1064	1734	1062
gene-LOC106788048	LOC106788048	3	2	3	5	2	8	3	0	2	5
gene-LOC106788161	LOC106788161	1866	4081	4378	3120	2157	4606	3626	2064	2576	2397
gene-LOC106788222	LOC106788222	191	240	202	273	199	145	122	199	203	242
gene-LOC106787942	LOC106787942	0	0	0	0	0	1	0	0	0	0
gene-LOC106788522	LOC106788522	146	845	814	246	213	1322	681	458	418	253
gene-LOC106787892	LOC106787892	280	464	582	508	220	431	368	345	489	230
gene-LOC106788013	LOC106788013	18	17	8	8	12	2	24	3	0	18
gene-LOC106787987	LOC106787987	786	1333	1749	1764	557	1399	1244	682	1114	744
gene-LOC106788020	LOC106788020	0	0	0	0	0	0	2	0	1	0
gene-LOC106788027	LOC106788027	2	2	0	0	0	0	0	0	0	2
gene-LOC106788572	LOC106788572	50	33	29	36	43	9	8	62	43	82
gene-LOC106788304	LOC106788304	311	617	701	397	333	748	664	327	424	326
gene-LOC106788402	LOC106788402	1119	1168	1617	2351	660	1057	1667	593	2229	796
gene-LOC106788395	LOC106788395	285	595	676	504	275	631	657	262	409	362
