"Liostenogaster_flavolineata","Polistes_dominula"
"Lflavo2a001414","gene7708"
"Lflavo2a001421","gene1644"
"Lflavo2a001425","gene2653"
"Lflavo2a001427","gene2221"
"Lflavo2a001429","gene8902"
"Lflavo2a001430","gene2222"
"Lflavo2a001432","gene1007"
"Lflavo2a001435","gene1008"
"Lflavo2a001436","gene1012"
"Lflavo2a001437","gene4865"
"Lflavo2a001440","gene2914"
"Lflavo2a001441","gene5343"
"Lflavo2a001443","gene1685"
"Lflavo2a001444","gene4970"
"Lflavo2a001445","gene1505"
"Lflavo2a001446","gene1684"
"Lflavo2a001447","gene9273"
"Lflavo2a001448","gene1009"
"Lflavo2a001449","gene8904"
"Lflavo2a001450","gene4871"
"Lflavo2a001451","gene8808"
"Lflavo2a001455","gene7058"
"Lflavo2a001456","gene2224"
"Lflavo2a001457","gene1807"
"Lflavo2a001460","gene7055"
"Lflavo2a001461","gene7057"
"Lflavo2a001463","gene6919"
"Lflavo2a001464","gene10500"
"Lflavo2a001465","gene10622"
"Lflavo2a001466","gene2211"
"Lflavo2a001468","gene7278"
"Lflavo2a001469","gene2213"
"Lflavo2a001472","gene8903"
"Lflavo2a001473","gene4875"
"Lflavo2a001474","gene4853"
"Lflavo2a001475","gene2318"
"Lflavo2a001478","gene2913"
"Lflavo2a001480","gene4872"
"Lflavo2a001482","gene2203"
"Lflavo2a001484","gene9274"
"Lflavo2a001485","gene7054"
"Lflavo2a001487","gene7056"
"Lflavo2a001489","gene2912"
"Lflavo2a001490","gene8905"
"Lflavo2a001491","gene2225"
"Lflavo2a001494","gene8915"
"Lflavo2a001495","gene7279"
"Lflavo2a001497","gene2246"
"Lflavo2a001498","gene8809"
"Lflavo2a001499","gene10621"
"Lflavo2a001501","gene2214"
"Lflavo2a001504","gene2223"
"Lflavo2a001505","gene4870"
"Lflavo2a001506","gene4864"
"Lflavo2a001507","gene2208"
"Lflavo2a001508","gene2212"
"Lflavo2a001509","gene4868"
"Lflavo2a001510","gene10501"
"Lflavo2a001511","gene2215"
"Lflavo2a001512","gene8906"
"Lflavo2a001513","gene4863"
"Lflavo2a001517","gene4867"
"Lflavo2a001519","gene2209"
"Lflavo2a001521","gene2206"
"Lflavo2a001522","gene8803"
"Lflavo2a001523","gene2910"
"Lflavo2a001524","gene2911"
"Lflavo2a001525","gene2220"
"Lflavo2a001526","gene2317"
"Lflavo2a001532","gene4874"
"Lflavo2a001533","gene1010"
"Lflavo2a001535","gene1170"
"Lflavo2a001537","gene10381"
"Lflavo2a001538","gene5425"
"Lflavo2a001539","gene10015"
"Lflavo2a001540","gene7622"
"Lflavo2a001541","gene946"
"Lflavo2a001542","gene949"
"Lflavo2a001543","gene8103"
"Lflavo2a001544","gene10010"
"Lflavo2a001547","gene5432"
"Lflavo2a001548","gene945"
"Lflavo2a001550","gene2155"
"Lflavo2a001551","gene10013"
"Lflavo2a001552","gene7620"
"Lflavo2a001554","gene948"
"Lflavo2a001555","gene10386"
"Lflavo2a001558","gene8106"
"Lflavo2a001559","gene5428"
"Lflavo2a001561","gene4778"
"Lflavo2a001565","gene10382"
"Lflavo2a001567","gene7618"
"Lflavo2a001568","gene5420"
"Lflavo2a001569","gene2156"
"Lflavo2a001570","gene5431"
"Lflavo2a001572","gene10008"
"Lflavo2a001574","gene7612"
"Lflavo2a001577","gene7614"
"Lflavo2a001580","gene10009"
"Lflavo2a001581","gene7623"
"Lflavo2a001582","gene7619"
"Lflavo2a001583","gene10384"
"Lflavo2a001584","gene10005"
"Lflavo2a001585","gene5424"
"Lflavo2a001586","gene10383"
"Lflavo2a001588","gene10012"
"Lflavo2a001590","gene1174"
"Lflavo2a001593","gene6237"
"Lflavo2a001594","gene7613"
"Lflavo2a001600","gene1163"
"Lflavo2a001601","gene1173"
"Lflavo2a001602","gene1168"
"Lflavo2a001603","gene7611"
"Lflavo2a001604","gene8092"
"Lflavo2a001605","gene1167"
"Lflavo2a001606","gene1164"
"Lflavo2a001608","gene8094"
"Lflavo2a001609","gene10011"
"Lflavo2a001611","gene943"
"Lflavo2a001612","gene10618"
"Lflavo2a001614","gene944"
"Lflavo2a001615","gene8105"
"Lflavo2a001617","gene10387"
"Lflavo2a001618","gene4184"
"Lflavo2a001620","gene5422"
"Lflavo2a001621","gene10380"
"Lflavo2a001622","gene10385"
"Lflavo2a001623","gene10014"
"Lflavo2a001624","gene1169"
"Lflavo2a001627","gene1172"
"Lflavo2a001628","gene7621"
"Lflavo2a001629","gene1191"
"Lflavo2a001632","gene5419"
"Lflavo2a001633","gene5190"
"Lflavo2a001635","gene8042"
"Lflavo2a001637","gene7519"
"Lflavo2a001638","gene8984"
"Lflavo2a001639","gene3171"
"Lflavo2a001640","gene1552"
"Lflavo2a001642","gene10926"
"Lflavo2a001643","gene9756"
"Lflavo2a001648","gene3710"
"Lflavo2a001649","gene2822"
"Lflavo2a001650","gene3600"
"Lflavo2a001651","gene8977"
"Lflavo2a001652","gene3188"
"Lflavo2a001653","gene1215"
"Lflavo2a001654","gene1105"
"Lflavo2a001655","gene2726"
"Lflavo2a001656","gene2821"
"Lflavo2a001659","gene1102"
"Lflavo2a001660","gene3200"
"Lflavo2a001661","gene1892"
"Lflavo2a001663","gene2820"
"Lflavo2a001665","gene2819"
"Lflavo2a001666","gene3602"
"Lflavo2a001668","gene7521"
"Lflavo2a001669","gene4004"
"Lflavo2a001670","gene3712"
"Lflavo2a001672","gene5191"
"Lflavo2a001674","gene1551"
"Lflavo2a001675","gene3599"
"Lflavo2a001676","gene8983"
"Lflavo2a001677","gene2477"
"Lflavo2a001678","gene9934"
"Lflavo2a001679","gene3601"
"Lflavo2a001680","gene3711"
"Lflavo2a001683","gene1100"
"Lflavo2a001684","gene3872"
"Lflavo2a001685","gene2624"
"Lflavo2a001686","gene8982"
"Lflavo2a001688","gene4244"
"Lflavo2a001689","gene1893"
"Lflavo2a001690","gene8973"
"Lflavo2a001693","gene9757"
"Lflavo2a001695","gene8981"
"Lflavo2a001696","gene3873"
"Lflavo2a001697","gene4002"
"Lflavo2a001699","gene3190"
"Lflavo2a001702","gene6571"
"Lflavo2a001703","gene1550"
"Lflavo2a001706","gene8972"
"Lflavo2a001707","gene2476"
"Lflavo2a001708","gene8974"
"Lflavo2a001709","gene8043"
"Lflavo2a001711","gene1211"
"Lflavo2a001712","gene2610"
"Lflavo2a001713","gene1894"
"Lflavo2a001715","gene5192"
"Lflavo2a001716","gene3449"
"Lflavo2a001717","gene10043"
"Lflavo2a001718","gene1099"
"Lflavo2a001719","gene8980"
"Lflavo2a001720","gene1098"
"Lflavo2a001721","gene1891"
"Lflavo2a001723","gene3709"
"Lflavo2a001725","gene4243"
"Lflavo2a001726","gene8044"
"Lflavo2a001728","gene4003"
"Lflavo2a001729","gene2475"
"Lflavo2a001730","gene3714"
"Lflavo2a001731","gene6572"
"Lflavo2a001733","gene4001"
"Lflavo2a001734","gene8985"
"Lflavo2a001737","gene8426"
"Lflavo2a001739","gene8425"
"Lflavo2a001740","gene8419"
"Lflavo2a001742","gene8420"
"Lflavo2a001747","gene5945"
"Lflavo2a001802","gene10777"
"Lflavo2a001804","gene10845"
"Lflavo2a001805","gene4419"
"Lflavo2a001806","gene6283"
"Lflavo2a001807","gene6708"
"Lflavo2a001808","gene7999"
"Lflavo2a001811","gene10264"
"Lflavo2a001812","gene7995"
"Lflavo2a001813","gene7998"
"Lflavo2a001814","gene10780"
"Lflavo2a001818","gene1592"
"Lflavo2a001819","gene9427"
"Lflavo2a001820","gene10266"
"Lflavo2a001821","gene3930"
"Lflavo2a001822","gene10846"
"Lflavo2a001823","gene9897"
"Lflavo2a001824","gene6706"
"Lflavo2a001826","gene3729"
"Lflavo2a001830","gene3932"
"Lflavo2a001832","gene10849"
"Lflavo2a001833","gene6442"
"Lflavo2a001834","gene1929"
"Lflavo2a001835","gene3616"
"Lflavo2a001837","gene9590"
"Lflavo2a001838","gene4553"
"Lflavo2a001839","gene5260"
"Lflavo2a001842","gene1928"
"Lflavo2a001844","gene5068"
"Lflavo2a001845","gene8735"
"Lflavo2a001849","gene9428"
"Lflavo2a001850","gene6441"
"Lflavo2a001851","gene6448"
"Lflavo2a001852","gene3726"
"Lflavo2a001853","gene3538"
"Lflavo2a001854","gene7456"
"Lflavo2a001858","gene6707"
"Lflavo2a001859","gene8711"
"Lflavo2a001860","gene7472"
"Lflavo2a001862","gene9435"
"Lflavo2a001863","gene10848"
"Lflavo2a001864","gene1594"
"Lflavo2a001865","gene7333"
"Lflavo2a001867","gene4420"
"Lflavo2a001869","gene4555"
"Lflavo2a001870","gene2935"
"Lflavo2a001871","gene10310"
"Lflavo2a001872","gene9668"
"Lflavo2a001873","gene9357"
"Lflavo2a001876","gene4549"
"Lflavo2a001877","gene9433"
"Lflavo2a001879","gene9426"
"Lflavo2a001881","gene10778"
"Lflavo2a001882","gene9431"
"Lflavo2a001883","gene10776"
"Lflavo2a001884","gene3539"
"Lflavo2a001885","gene8736"
"Lflavo2a001886","gene3934"
"Lflavo2a001887","gene3935"
"Lflavo2a001888","gene9424"
"Lflavo2a001890","gene6444"
"Lflavo2a001892","gene7331"
"Lflavo2a001893","gene7330"
"Lflavo2a001895","gene9898"
"Lflavo2a001896","gene10265"
"Lflavo2a001897","gene3931"
"Lflavo2a001898","gene2400"
"Lflavo2a001899","gene3615"
"Lflavo2a001900","gene9667"
"Lflavo2a001901","gene10779"
"Lflavo2a001902","gene6447"
"Lflavo2a001903","gene9430"
"Lflavo2a001904","gene9575"
"Lflavo2a001905","gene4421"
"Lflavo2a001906","gene7997"
"Lflavo2a001907","gene4552"
"Lflavo2a001908","gene9425"
"Lflavo2a001910","gene3732"
"Lflavo2a001911","gene10263"
"Lflavo2a001916","gene7455"
"Lflavo2a001917","gene10309"
"Lflavo2a001919","gene7994"
"Lflavo2a001921","gene6443"
"Lflavo2a001923","gene10847"
"Lflavo2a001924","gene6705"
"Lflavo2a001926","gene6440"
"Lflavo2a001932","gene6560"
"Lflavo2a001933","gene3933"
"Lflavo2a001934","gene3537"
"Lflavo2a001936","gene10963"
"Lflavo2a001940","gene4551"
"Lflavo2a001941","gene10267"
"Lflavo2a001946","gene9432"
"Lflavo2a001948","gene10313"
"Lflavo2a001949","gene6561"
"Lflavo2a001950","gene6709"
"Lflavo2a001953","gene7332"
"Lflavo2a001955","gene10830"
"Lflavo2a001956","gene7329"
"Lflavo2a001957","gene9434"
"Lflavo2a001959","gene7473"
"Lflavo2a001960","gene2934"
"Lflavo2a001961","gene4780"
"Lflavo2a001962","gene8549"
"Lflavo2a001964","gene4241"
"Lflavo2a001966","gene2617"
"Lflavo2a001967","gene6253"
"Lflavo2a001968","gene3728"
"Lflavo2a001969","gene5532"
"Lflavo2a001971","gene2618"
"Lflavo2a001972","gene6358"
"Lflavo2a001973","gene3204"
"Lflavo2a001975","gene8550"
"Lflavo2a001976","gene7586"
"Lflavo2a001977","gene2616"
"Lflavo2a001979","gene2619"
"Lflavo2a001980","gene2615"
"Lflavo2a001981","gene8552"
"Lflavo2a001985","gene5535"
"Lflavo2a001986","gene246"
"Lflavo2a001987","gene6251"
"Lflavo2a001988","gene5533"
"Lflavo2a001989","gene3202"
"Lflavo2a001991","gene3437"
"Lflavo2a001993","gene245"
"Lflavo2a001994","gene4242"
"Lflavo2a001995","gene2612"
"Lflavo2a001996","gene8548"
"Lflavo2a001997","gene3203"
"Lflavo2a001998","gene813"
"Lflavo2a001999","gene3201"
"Lflavo2a002000","gene4779"
"Lflavo2a002001","gene10084"
"Lflavo2a002003","gene8551"
"Lflavo2a002004","gene3641"
"Lflavo2a002005","gene5538"
"Lflavo2a002006","gene2613"
"Lflavo2a002007","gene8553"
"Lflavo2a002008","gene7164"
"Lflavo2a002009","gene6904"
"Lflavo2a002012","gene6901"
"Lflavo2a002014","gene4111"
"Lflavo2a002015","gene4112"
"Lflavo2a002016","gene7526"
"Lflavo2a002018","gene4442"
"Lflavo2a002018","gene9073"
"Lflavo2a002019","gene7531"
"Lflavo2a002021","gene7163"
"Lflavo2a002022","gene7524"
"Lflavo2a002023","gene4443"
"Lflavo2a002025","gene6823"
"Lflavo2a002028","gene4109"
"Lflavo2a002031","gene7528"
"Lflavo2a002033","gene4117"
"Lflavo2a002035","gene6821"
"Lflavo2a002036","gene6899"
"Lflavo2a002038","gene6902"
"Lflavo2a002039","gene6900"
"Lflavo2a002040","gene2461"
"Lflavo2a002042","gene4447"
"Lflavo2a002043","gene4444"
"Lflavo2a002044","gene4862"
"Lflavo2a002045","gene4450"
"Lflavo2a002048","gene4445"
"Lflavo2a002050","gene4114"
"Lflavo2a002054","gene7525"
"Lflavo2a002056","gene4116"
"Lflavo2a002057","gene9075"
"Lflavo2a002058","gene6822"
"Lflavo2a002059","gene9077"
"Lflavo2a002063","gene4110"
"Lflavo2a002064","gene7523"
"Lflavo2a002068","gene7522"
"Lflavo2a002069","gene7533"
"Lflavo2a002071","gene7534"
"Lflavo2a002072","gene2001"
"Lflavo2a002073","gene6669"
"Lflavo2a002075","gene9078"
"Lflavo2a002076","gene9074"
"Lflavo2a002077","gene4448"
"Lflavo2a002078","gene4449"
"Lflavo2a002079","gene4446"
"Lflavo2a002080","gene7535"
"Lflavo2a002081","gene4113"
"Lflavo2a002083","gene9319"
"Lflavo2a002084","gene159"
"Lflavo2a002085","gene160"
"Lflavo2a002087","gene158"
"Lflavo2a002090","gene9840"
"Lflavo2a002094","gene9838"
"Lflavo2a002097","gene7581"
"Lflavo2a002098","gene7585"
"Lflavo2a002100","gene9837"
"Lflavo2a002104","gene4949"
"Lflavo2a002107","gene7583"
"Lflavo2a002109","gene9839"
"Lflavo2a002110","gene9836"
"Lflavo2a002112","gene9835"
"Lflavo2a002113","gene7584"
"Lflavo2a002116","gene7587"
"Lflavo2a002132","gene3877"
"Lflavo2a002133","gene3879"
"Lflavo2a002135","gene7422"
"Lflavo2a002137","gene4585"
"Lflavo2a002140","gene3883"
"Lflavo2a002143","gene7419"
"Lflavo2a002145","gene530"
"Lflavo2a002147","gene7423"
"Lflavo2a002151","gene7424"
"Lflavo2a002154","gene2069"
"Lflavo2a002155","gene7416"
"Lflavo2a002157","gene7421"
"Lflavo2a002159","gene7417"
"Lflavo2a002160","gene7076"
"Lflavo2a002161","gene3881"
"Lflavo2a002167","gene3880"
"Lflavo2a002168","gene529"
"Lflavo2a002170","gene9119"
"Lflavo2a002174","gene3878"
"Lflavo2a002176","gene7420"
"Lflavo2a002177","gene6972"
"Lflavo2a002178","gene7425"
"Lflavo2a002179","gene9118"
"Lflavo2a002181","gene3882"
"Lflavo2a002182","gene7418"
"Lflavo2a002185","gene3876"
"Lflavo2a002186","gene7415"
"Lflavo2a002187","gene6759"
"Lflavo2a002188","gene824"
"Lflavo2a002189","gene819"
"Lflavo2a002191","gene827"
"Lflavo2a002192","gene821"
"Lflavo2a002193","gene4024"
"Lflavo2a002194","gene818"
"Lflavo2a002198","gene823"
"Lflavo2a002201","gene815"
"Lflavo2a002202","gene830"
"Lflavo2a002203","gene817"
"Lflavo2a002206","gene820"
"Lflavo2a002208","gene828"
"Lflavo2a002222","gene547"
"Lflavo2a002224","gene546"
"Lflavo2a002233","gene11279"
"Lflavo2a002234","gene5978"
"Lflavo2a002240","gene7376"
"Lflavo2a002242","gene4831"
"Lflavo2a002244","gene4832"
"Lflavo2a002245","gene7038"
"Lflavo2a002246","gene4835"
"Lflavo2a002251","gene9579"
"Lflavo2a002252","gene7372"
"Lflavo2a002253","gene9580"
"Lflavo2a002255","gene7374"
"Lflavo2a002259","gene7842"
"Lflavo2a002261","gene8468"
"Lflavo2a002262","gene7840"
"Lflavo2a002263","gene8785"
"Lflavo2a002265","gene8497"
"Lflavo2a002266","gene4568"
"Lflavo2a002267","gene8791"
"Lflavo2a002269","gene405"
"Lflavo2a002270","gene9321"
"Lflavo2a002271","gene200"
"Lflavo2a002272","gene10477"
"Lflavo2a002273","gene5174"
"Lflavo2a002274","gene8319"
"Lflavo2a002275","gene7120"
"Lflavo2a002276","gene7131"
"Lflavo2a002277","gene409"
"Lflavo2a002278","gene10601"
"Lflavo2a002279","gene8469"
"Lflavo2a002282","gene10479"
"Lflavo2a002283","gene9942"
"Lflavo2a002286","gene8787"
"Lflavo2a002288","gene7137"
"Lflavo2a002289","gene8466"
"Lflavo2a002290","gene9947"
"Lflavo2a002291","gene9941"
"Lflavo2a002293","gene10600"
"Lflavo2a002295","gene10326"
"Lflavo2a002296","gene10784"
"Lflavo2a002298","gene9338"
"Lflavo2a002300","gene9581"
"Lflavo2a002303","gene7129"
"Lflavo2a002304","gene10721"
"Lflavo2a002305","gene9335"
"Lflavo2a002306","gene198"
"Lflavo2a002307","gene9336"
"Lflavo2a002308","gene8498"
"Lflavo2a002313","gene407"
"Lflavo2a002314","gene8786"
"Lflavo2a002315","gene10720"
"Lflavo2a002316","gene10327"
"Lflavo2a002318","gene8320"
"Lflavo2a002319","gene7375"
"Lflavo2a002320","gene6249"
"Lflavo2a002321","gene7132"
"Lflavo2a002323","gene8790"
"Lflavo2a002324","gene10603"
"Lflavo2a002325","gene8783"
"Lflavo2a002326","gene8470"
"Lflavo2a002328","gene8323"
"Lflavo2a002329","gene9578"
"Lflavo2a002330","gene4226"
"Lflavo2a002331","gene8464"
"Lflavo2a002333","gene8467"
"Lflavo2a002337","gene7135"
"Lflavo2a002339","gene8784"
"Lflavo2a002340","gene10066"
"Lflavo2a002341","gene5172"
"Lflavo2a002343","gene10785"
"Lflavo2a002347","gene9337"
"Lflavo2a002353","gene7313"
"Lflavo2a002354","gene8792"
"Lflavo2a002355","gene7370"
"Lflavo2a002357","gene7310"
"Lflavo2a002358","gene9340"
"Lflavo2a002359","gene7843"
"Lflavo2a002365","gene10965"
"Lflavo2a002366","gene10783"
"Lflavo2a002367","gene9577"
"Lflavo2a002368","gene8789"
"Lflavo2a002369","gene9342"
"Lflavo2a002370","gene9270"
"Lflavo2a002371","gene10222"
"Lflavo2a002373","gene8465"
"Lflavo2a002374","gene9333"
"Lflavo2a002375","gene7130"
"Lflavo2a002377","gene10599"
"Lflavo2a002378","gene7133"
"Lflavo2a002380","gene10065"
"Lflavo2a002381","gene10067"
"Lflavo2a002382","gene2014"
"Lflavo2a002383","gene9339"
"Lflavo2a002384","gene7028"
"Lflavo2a002385","gene10602"
"Lflavo2a002386","gene10476"
"Lflavo2a002387","gene9964"
"Lflavo2a002388","gene9334"
"Lflavo2a002389","gene10328"
"Lflavo2a002390","gene7134"
"Lflavo2a002391","gene8326"
"Lflavo2a002395","gene10223"
"Lflavo2a002396","gene9876"
"Lflavo2a002397","gene199"
"Lflavo2a002398","gene7119"
"Lflavo2a002399","gene8324"
"Lflavo2a002400","gene2010"
"Lflavo2a002403","gene7122"
"Lflavo2a002404","gene7403"
"Lflavo2a002405","gene9965"
"Lflavo2a002406","gene410"
"Lflavo2a002411","gene408"
"Lflavo2a002412","gene7841"
"Lflavo2a002414","gene7121"
"Lflavo2a002415","gene2423"
"Lflavo2a002416","gene9582"
"Lflavo2a002417","gene4227"
"Lflavo2a002419","gene10331"
"Lflavo2a002420","gene10719"
"Lflavo2a002421","gene2008"
"Lflavo2a002422","gene4209"
"Lflavo2a002423","gene2790"
"Lflavo2a002424","gene3699"
"Lflavo2a002425","gene4208"
"Lflavo2a002426","gene10325"
"Lflavo2a002427","gene749"
"Lflavo2a002428","gene752"
"Lflavo2a002430","gene3168"
"Lflavo2a002431","gene146"
"Lflavo2a002432","gene751"
"Lflavo2a002433","gene10698"
"Lflavo2a002434","gene3165"
"Lflavo2a002435","gene10699"
"Lflavo2a002438","gene10171"
"Lflavo2a002441","gene746"
"Lflavo2a002442","gene5349"
"Lflavo2a002444","gene5718"
"Lflavo2a002446","gene748"
"Lflavo2a002447","gene3133"
"Lflavo2a002448","gene3138"
"Lflavo2a002449","gene3164"
"Lflavo2a002450","gene754"
"Lflavo2a002451","gene3750"
"Lflavo2a002452","gene145"
"Lflavo2a002453","gene753"
"Lflavo2a002454","gene747"
"Lflavo2a002456","gene3166"
"Lflavo2a002457","gene5348"
"Lflavo2a002458","gene3749"
"Lflavo2a002461","gene750"
"Lflavo2a002464","gene1852"
"Lflavo2a002469","gene7477"
"Lflavo2a002470","gene7458"
"Lflavo2a002471","gene9251"
"Lflavo2a002472","gene7479"
"Lflavo2a002474","gene7460"
"Lflavo2a002476","gene914"
"Lflavo2a002479","gene6589"
"Lflavo2a002484","gene7897"
"Lflavo2a002485","gene9573"
"Lflavo2a002493","gene8756"
"Lflavo2a002497","gene8629"
"Lflavo2a002498","gene10241"
"Lflavo2a002502","gene7451"
"Lflavo2a002506","gene5522"
"Lflavo2a002508","gene2279"
"Lflavo2a002509","gene8290"
"Lflavo2a002510","gene8913"
"Lflavo2a002511","gene8963"
"Lflavo2a002513","gene10166"
"Lflavo2a002514","gene5519"
"Lflavo2a002517","gene8689"
"Lflavo2a002518","gene5530"
"Lflavo2a002521","gene8959"
"Lflavo2a002522","gene2281"
"Lflavo2a002523","gene10818"
"Lflavo2a002524","gene5201"
"Lflavo2a002525","gene10170"
"Lflavo2a002526","gene8631"
"Lflavo2a002528","gene8292"
"Lflavo2a002529","gene10177"
"Lflavo2a002530","gene10729"
"Lflavo2a002532","gene5531"
"Lflavo2a002533","gene10727"
"Lflavo2a002534","gene1078"
"Lflavo2a002537","gene8626"
"Lflavo2a002541","gene3011"
"Lflavo2a002544","gene10133"
"Lflavo2a002545","gene2022"
"Lflavo2a002546","gene3008"
"Lflavo2a002547","gene3012"
"Lflavo2a002548","gene5515"
"Lflavo2a002549","gene8500"
"Lflavo2a002550","gene8632"
"Lflavo2a002551","gene8049"
"Lflavo2a002553","gene10730"
"Lflavo2a002554","gene10180"
"Lflavo2a002555","gene10136"
"Lflavo2a002556","gene801"
"Lflavo2a002557","gene10163"
"Lflavo2a002561","gene8291"
"Lflavo2a002562","gene8025"
"Lflavo2a002563","gene5700"
"Lflavo2a002564","gene10731"
"Lflavo2a002567","gene2733"
"Lflavo2a002568","gene8027"
"Lflavo2a002569","gene96"
"Lflavo2a002570","gene5517"
"Lflavo2a002571","gene5529"
"Lflavo2a002575","gene3727"
"Lflavo2a002576","gene10165"
"Lflavo2a002577","gene1045"
"Lflavo2a002578","gene2884"
"Lflavo2a002579","gene6762"
"Lflavo2a002582","gene10734"
"Lflavo2a002583","gene10181"
"Lflavo2a002591","gene10659"
"Lflavo2a002594","gene10135"
"Lflavo2a002598","gene2882"
"Lflavo2a002601","gene6760"
"Lflavo2a002602","gene5512"
"Lflavo2a002603","gene10167"
"Lflavo2a002605","gene10242"
"Lflavo2a002606","gene8261"
"Lflavo2a002607","gene9256"
"Lflavo2a002608","gene10646"
"Lflavo2a002609","gene4439"
"Lflavo2a002610","gene8962"
"Lflavo2a002611","gene10178"
"Lflavo2a002614","gene2282"
"Lflavo2a002615","gene5520"
"Lflavo2a002616","gene5510"
"Lflavo2a002617","gene3009"
"Lflavo2a002619","gene2761"
"Lflavo2a002620","gene10732"
"Lflavo2a002621","gene5511"
"Lflavo2a002623","gene8961"
"Lflavo2a002625","gene8628"
"Lflavo2a002627","gene10817"
"Lflavo2a002628","gene3013"
"Lflavo2a002631","gene2023"
"Lflavo2a002632","gene10179"
"Lflavo2a002633","gene2883"
"Lflavo2a002634","gene7346"
"Lflavo2a002635","gene8289"
"Lflavo2a002636","gene10733"
"Lflavo2a002638","gene8139"
"Lflavo2a002639","gene10728"
"Lflavo2a002641","gene8630"
"Lflavo2a002645","gene8026"
"Lflavo2a002646","gene6181"
"Lflavo2a002648","gene5524"
"Lflavo2a002649","gene2887"
"Lflavo2a002654","gene95"
"Lflavo2a002655","gene2732"
"Lflavo2a002656","gene6761"
"Lflavo2a002657","gene3010"
"Lflavo2a002658","gene10134"
"Lflavo2a002659","gene5521"
"Lflavo2a002660","gene8499"
"Lflavo2a002661","gene5525"
"Lflavo2a002662","gene2278"
"Lflavo2a002663","gene10735"
"Lflavo2a002665","gene5526"
"Lflavo2a002668","gene2189"
"Lflavo2a002669","gene1158"
"Lflavo2a002672","gene1939"
"Lflavo2a002673","gene1953"
"Lflavo2a002675","gene7231"
"Lflavo2a002679","gene1942"
"Lflavo2a002680","gene1155"
"Lflavo2a002683","gene1153"
"Lflavo2a002684","gene1157"
"Lflavo2a002685","gene8931"
"Lflavo2a002686","gene1936"
"Lflavo2a002687","gene1159"
"Lflavo2a002691","gene8456"
"Lflavo2a002694","gene7227"
"Lflavo2a002695","gene1156"
"Lflavo2a002697","gene8455"
"Lflavo2a002698","gene1161"
"Lflavo2a002700","gene1938"
"Lflavo2a002701","gene7230"
"Lflavo2a002702","gene7228"
"Lflavo2a002706","gene1955"
"Lflavo2a002708","gene8930"
"Lflavo2a002709","gene661"
"Lflavo2a002710","gene1949"
"Lflavo2a002711","gene8453"
"Lflavo2a002713","gene667"
"Lflavo2a002715","gene1950"
"Lflavo2a002716","gene7229"
"Lflavo2a002717","gene8451"
"Lflavo2a002719","gene8929"
"Lflavo2a002720","gene1154"
"Lflavo2a002721","gene7717"
"Lflavo2a002722","gene665"
"Lflavo2a002724","gene1951"
"Lflavo2a002725","gene1935"
"Lflavo2a002726","gene666"
"Lflavo2a002727","gene8452"
"Lflavo2a002729","gene662"
"Lflavo2a002730","gene1937"
"Lflavo2a002735","gene2648"
"Lflavo2a002736","gene9450"
"Lflavo2a002737","gene9446"
"Lflavo2a002738","gene9448"
"Lflavo2a002739","gene9449"
"Lflavo2a002741","gene6740"
"Lflavo2a002742","gene5724"
"Lflavo2a002743","gene9452"
"Lflavo2a002745","gene8714"
"Lflavo2a002746","gene8715"
"Lflavo2a002751","gene2650"
"Lflavo2a002752","gene9445"
"Lflavo2a002753","gene2645"
"Lflavo2a002754","gene2649"
"Lflavo2a002755","gene9451"
"Lflavo2a002756","gene2646"
"Lflavo2a002758","gene5725"
"Lflavo2a002761","gene2647"
"Lflavo2a002767","gene2641"
"Lflavo2a002773","gene3340"
"Lflavo2a002781","gene2515"
"Lflavo2a002783","gene5230"
"Lflavo2a002784","gene8662"
"Lflavo2a002785","gene8668"
"Lflavo2a002786","gene8672"
"Lflavo2a002787","gene8407"
"Lflavo2a002788","gene10271"
"Lflavo2a002789","gene9099"
