Orthogroup	Liostenogaster_flavolineata	Drosophila_melanogaster
OG0000082	Lflavo2a010778P2, Lflavo2a010778P1, Lflavo2a010778P4, Lflavo2a010778P3, Lflavo2a010778P5, Lflavo2a010778P6, Lflavo2a010778P12, Lflavo2a010778P13	NP_477322.1, NP_477323.1, NP_001163028.1, NP_001246118.1, NP_001260664.1, NP_001260663.1
OG0000083	Lflavo2a006253P1, Lflavo2a006253P5, Lflavo2a006253P2, Lflavo2a006253P3	NP_001286964.1, NP_001303407.1, NP_001261498.1, NP_001261500.1, NP_001163367.1, NP_001036588.2, NP_001286965.1, NP_001163368.1, NP_729224.2, NP_001137896.1, NP_001261499.1, NP_729223.2, NP_729225.2
OG0000084	Lflavo2a007302P1, Lflavo2a007302P2	NP_001163785.1, NP_001287629.1, NP_001163786.1, NP_001247394.1, NP_651902.2, NP_001247396.1, NP_001247397.2, NP_001247395.1
OG0000085	Lflavo2a007544P6, Lflavo2a007544P7, Lflavo2a007544P5, Lflavo2a007544P3, Lflavo2a007544P1, Lflavo2a007544P2, Lflavo2a007544P4, Lflavo2a006771P1	NP_001246652.1, NP_001163360.1, NP_001163357.1, NP_788472.2, NP_001286960.1, NP_001163359.1, NP_001163361.1, NP_001163364.1, NP_001286961.1, NP_001163363.1, NP_001163356.1, NP_001286962.1, NP_001246651.1, NP_001163362.2, NP_001163358.1, NP_788471.1
OG0000086	Lflavo2a005397P6, Lflavo2a005397P5, Lflavo2a005397P3, Lflavo2a005397P4, Lflavo2a005397P8, Lflavo2a005397P11, Lflavo2a005397P12, Lflavo2a005397P9, Lflavo2a005397P10, Lflavo2a005397P7, Lflavo2a005397P2	NP_001163652.1, NP_650795.2, NP_001287403.1, NP_001287404.1
OG0000087	Lflavo2a000799P6, Lflavo2a000799P5, Lflavo2a000799P3, Lflavo2a000799P4, Lflavo2a000799P1, Lflavo2a000799P2	NP_001036278.1, NP_001036279.1, NP_524853.2, NP_727911.1, NP_996467.1, NP_996468.1, NP_001259589.1, NP_001162768.1, NP_001162767.1, NP_001285306.1, NP_001162766.1, NP_727910.1, NP_996465.1, NP_996466.1, NP_001259588.1
OG0000088	Lflavo2a003020P1	NP_001246706.1, NP_524016.4, NP_477048.1, NP_001097378.1, NP_477047.1, NP_001286613.1
OG0000089	Lflavo2a005712P1	NP_001027283.1, NP_001027287.1, NP_001027291.1, NP_001027296.1, NP_001027300.1, NP_001027305.1, NP_001027310.1, NP_001027315.1, NP_001027320.1, NP_001027325.1, NP_001027330.1, NP_001027335.1, NP_001027340.1, NP_001027345.1, NP_001027350.1, NP_001027355.1, NP_001027360.1, NP_001027365.1, NP_001027370.1, NP_001027375.1, NP_001027380.1, NP_001027385.1, NP_724342.1
OG0000091	Lflavo2a006173P1, Lflavo2a006173P4, Lflavo2a006173P3, Lflavo2a006173P2	NP_996247.1, NP_996249.1, NP_001262790.1, NP_001262791.1, NP_732573.1, NP_732574.1, NP_996250.1, NP_732572.1, NP_732575.1, NP_001163667.1, NP_996248.1
OG0000092	Lflavo2a006725P1, Lflavo2a006725P2, Lflavo2a006725P5, Lflavo2a006725P10, Lflavo2a006725P4, Lflavo2a006725P7, Lflavo2a006725P6, Lflavo2a006725P9, Lflavo2a006725P3, Lflavo2a006725P8	NP_001162735.1, NP_727628.3, NP_727629.2, NP_001162736.2, NP_727630.3, NP_001245644.1, NP_572819.4
OG0000093	Lflavo2a010471P3, Lflavo2a010471P1, Lflavo2a010471P2	NP_001260597.1, NP_001260596.1, NP_001260594.1, NP_001260595.1, NP_523604.2, NP_001246094.1, NP_724220.2
OG0000095	Lflavo2a002769P1, Lflavo2a005462P1, Lflavo2a000774P1	NP_001262831.1, NP_651024.1, NP_001287440.1, NP_650964.1, NP_732612.1, NP_572746.1, NP_608991.2, NP_648664.2, NP_788887.1, NP_572695.2, NP_001036311.2, NP_001036312.1, NP_001036313.1, NP_001303574.1, NP_001036314.1
OG0000096	Lflavo2a013346P1	NP_001163775.1, NP_001263112.1, NP_001247371.1, NP_001097982.1, NP_001163776.1, NP_001189320.1, NP_733382.1, NP_733383.1, NP_733384.1, NP_001263111.1, NP_001369033.1, NP_001163777.1, NP_733385.1, NP_001189319.1, NP_001247373.1, NP_477031.1, NP_477032.1
OG0000097	Lflavo2a012213P1	NP_001162874.1, NP_001260055.1, NP_001260054.1, NP_001260053.1, NP_608866.1, NP_723015.1, NP_723016.1
OG0000098	Lflavo2a006291P1	NP_001246209.1, NP_001246208.1, NP_476992.1, NP_476991.1, NP_001246211.1, NP_001246206.1, NP_001246210.1, NP_476993.1, NP_001246207.1, NP_476994.1
OG0000099	Lflavo2a014333P1, Lflavo2a003961P1	NP_523628.1, NP_001287562.1, NP_651563.1, NP_523748.2, NP_611003.2
OG0000100	Lflavo2a001091P1	NP_573357.1, NP_001285428.1, NP_001259699.1, NP_996512.1
OG0000102	Lflavo2a002925P1, Lflavo2a007960P1, Lflavo2a002921P1	NP_001246393.1, NP_001261047.1, NP_001261048.1, NP_001261046.1, NP_001246391.1, NP_001137689.2, NP_001261043.1, NP_001261044.1, NP_788391.1, NP_788392.1, NP_001246395.1, NP_001137688.2, NP_788390.1
OG0000103	Lflavo2a003236P1	NP_001262274.1, NP_730892.2, NP_001262273.1, NP_001262272.1, NP_001303494.1, NP_524232.2
OG0000104	Lflavo2a004657P1	NP_001303307.1, NP_001162869.1, NP_722967.2, NP_001260019.1, NP_001303308.1, NP_001162868.1, NP_001260020.1, NP_524866.4, NP_722968.1
OG0000105	Lflavo2a014141P4, Lflavo2a014141P2, Lflavo2a014141P1, Lflavo2a014141P3	NP_001096964.1, NP_001285158.1, NP_001285159.1, NP_572812.3, NP_001285157.1, NP_001096963.1
OG0000107	Lflavo2a009699P1	NP_001259986.1, NP_647613.1, NP_001137778.2, NP_608748.1
OG0000107	Lflavo2a010585P1, Lflavo2a010592P1, Lflavo2a004887P1	NP_001015405.3
OG0000108	Lflavo2a001719P1	NP_001259925.1, NP_001259926.1, NP_001259927.1, NP_523457.1, NP_722795.1, NP_722796.1, NP_722797.1, NP_722798.1, NP_722799.1
OG0000109	Lflavo2a005097P1	NP_001188662.1, NP_001285388.1, NP_001285387.1, NP_573240.1, NP_001097012.1, NP_001285386.1, NP_001188663.1, NP_001285385.1, NP_728095.2
OG0000110	Lflavo2a000106P1, Lflavo2a000106P2, Lflavo2a000106P3	NP_001027062.1, NP_001162686.1, NP_001259303.1, NP_727164.2, NP_001259304.1, NP_727161.3, NP_001162688.1, NP_001027063.1, NP_524791.3, NP_727163.2, NP_727165.2, NP_001303551.1, NP_001027065.1, NP_001162690.1, NP_727162.2, NP_727160.2, NP_727166.2, NP_001162689.1
OG0000111	Lflavo2a009715P2, Lflavo2a009715P13, Lflavo2a009715P3, Lflavo2a009715P12, Lflavo2a009715P14, Lflavo2a009715P6, Lflavo2a009715P4, Lflavo2a009715P5, Lflavo2a009715P9, Lflavo2a009715P8, Lflavo2a009715P16, Lflavo2a009715P15, Lflavo2a009715P10, Lflavo2a009715P11, Lflavo2a009715P7	NP_001246573.1, NP_001286921.1, NP_001246572.1, NP_001246578.1, NP_001246577.1, NP_536777.3, NP_001246570.1, NP_001246571.1, NP_001246576.1, NP_001246575.1, NP_001246574.1
OG0000113	Lflavo2a000165P1	NP_572237.1, NP_001259254.1, NP_001259256.1, NP_001259255.1, NP_001259257.1, NP_001162676.1
OG0000114	Lflavo2a000234P1	NP_001097519.2, NP_729084.1, NP_001097518.2, NP_001261448.1, NP_001334674.1, NP_001097517.1, NP_001261446.1, NP_001334675.1
OG0000115	Lflavo2a010230P1, Lflavo2a010230P2, Lflavo2a008749P1, Lflavo2a008749P2, Lflavo2a009655P1	NP_609522.1, NP_001188791.2, NP_723693.3, NP_609523.2, NP_476627.3, NP_724679.2, NP_995779.2, NP_001286198.1, NP_610383.1, NP_610384.1, NP_476625.2, NP_610381.1, NP_476628.2, NP_001163088.1, NP_001286197.1, NP_610382.2
OG0000116	Lflavo2a013808P2, Lflavo2a013808P4, Lflavo2a013808P3, Lflavo2a013808P1	NP_001245614.1, NP_572631.3, NP_727425.3, NP_001259409.1
OG0000117	Lflavo2a008663P1	NP_725196.1, NP_001036539.1, NP_001036538.3, NP_001188914.1, NP_725192.2, NP_725191.1, NP_725193.1, NP_725194.1, NP_725195.1, NP_725197.2
OG0000118	Lflavo2a006927P6, Lflavo2a006927P2, Lflavo2a006927P5	NP_001137649.1, NP_001137654.1, NP_610873.1, NP_001137653.1, NP_001137652.1, NP_725290.2, NP_001188919.1, NP_001246290.1, NP_001137650.1, NP_001137655.1, NP_725292.2
OG0000119	Lflavo2a009068P1, Lflavo2a009101P1	NP_001259448.1, NP_727520.1, NP_001259446.1, NP_001245623.1, NP_996405.1, NP_001096955.1, NP_996404.1, NP_996406.1, NP_001096956.1, NP_001162718.1, NP_727519.1, NP_001162719.1, NP_001259447.1, NP_511120.2, NP_996407.1, NP_001245622.1
OG0000120	Lflavo2a006172P5, Lflavo2a006172P6, Lflavo2a006172P2, Lflavo2a006172P4, Lflavo2a006172P1	NP_001036679.1, NP_996151.1, NP_730911.1, NP_001036678.1, NP_001246928.1, NP_001027148.1, NP_652017.1, NP_730909.1, NP_001246930.1, NP_730910.2, NP_001138007.1, NP_001027149.1, NP_730912.1, NP_001262279.1, NP_001138008.1, NP_001138009.1, NP_730918.2, NP_001246929.1
OG0000122	Lflavo2a005759P1	NP_001188777.1, NP_723583.1, NP_001260344.1, NP_001260342.1, NP_723578.1, NP_723579.1, NP_723580.1, NP_723581.1, NP_723582.1, NP_001188776.1, NP_001260343.1
OG0000123	Lflavo2a012924P1, Lflavo2a012924P2	NP_001262173.2, NP_001262171.2, NP_001262172.3, NP_001262174.3
OG0000124	Lflavo2a005345P1	NP_001260229.2, NP_001303314.1, NP_001260226.1, NP_001036346.3, NP_723354.3, NP_001188719.1, NP_001260228.1, NP_001162907.1, NP_609188.4, NP_001188718.1, NP_001260227.1
OG0000125	Lflavo2a000702P1, Lflavo2a000674P1	NP_001097574.2, NP_001261680.1, NP_001356980.1, NP_001097572.1, NP_001246708.1, NP_001246707.1, NP_001097573.1, NP_729614.2, NP_729615.2
OG0000126	Lflavo2a011940P1	NP_001188827.2, NP_001188824.2, NP_001188825.2, NP_001286002.1, NP_001286003.1, NP_001188826.2
OG0000128	Lflavo2a008718P1, Lflavo2a008718P2	NP_001137875.1, NP_647733.1, NP_728761.1, NP_728762.1, NP_728763.1, NP_728764.1, NP_728765.1
OG0000129	Lflavo2a013612P1	NP_573224.2, NP_001285376.1, NP_001162781.1, NP_001259654.1, NP_001259655.2
OG0000130	Lflavo2a001056P1	NP_001286403.1, NP_001286402.1, NP_001246315.2, NP_610925.3
OG0000131	Lflavo2a014320P1	NP_001246875.1, NP_001163493.1, NP_001246873.1, NP_001036619.1, NP_001246874.1, NP_524208.1, NP_001246876.1, NP_001303375.1, NP_001262198.1, NP_001262197.1, NP_730700.2, NP_996145.1
OG0000132	Lflavo2a008072P6, Lflavo2a008072P5, Lflavo2a008072P1, Lflavo2a008072P4, Lflavo2a008072P2, Lflavo2a008072P3	NP_001027572.2, NP_001261158.1, NP_001137746.1, NP_611827.2, NP_001261157.1
OG0000134	Lflavo2a008440P1	NP_001247259.1, NP_001247260.1, NP_732833.1, NP_001262864.1, NP_001262865.1, NP_732834.1, NP_001247256.1, NP_001247257.1, NP_732835.1, NP_732836.1, NP_732837.1, NP_732839.1, NP_001247258.1, NP_001247261.1, NP_001247262.1, NP_732838.2
OG0000135	Lflavo2a001833P2, Lflavo2a001833P1, Lflavo2a001833P3, Lflavo2a001833P4	NP_001162878.2, NP_787988.1, NP_787986.1, NP_995630.1, NP_787987.1, NP_001162876.1, NP_001162877.1, NP_787984.1, NP_787985.1
OG0000136	Lflavo2a006003P1, Lflavo2a006003P6, Lflavo2a006003P2	NP_001162819.1, NP_787122.1, NP_787123.1, NP_787124.1
OG0000136	Lflavo2a010756P1	NP_001097533.1, NP_001261536.1, NP_001286971.1, NP_001097539.1, NP_001261535.1, NP_001189065.1, NP_001097538.1, NP_648148.2, NP_001097536.1, NP_729285.3, NP_001097535.1, NP_001286970.1, NP_001189064.1, NP_001286972.1, NP_001189070.1, NP_001189068.1, NP_001189067.1, NP_001189069.1
OG0000137	Lflavo2a009340P3, Lflavo2a009340P2, Lflavo2a009340P1, Lflavo2a009340P4, Lflavo2a009340P5, Lflavo2a009340P7, Lflavo2a009340P6	NP_001097485.3, NP_523894.2, NP_728783.1, NP_001036580.1, NP_001246585.1, NP_001246584.1, NP_001189038.1, NP_001189037.1, NP_001189039.1, NP_001261345.1
OG0000139	Lflavo2a003264P1, Lflavo2a002502P1, Lflavo2a002502P2	NP_001261491.1, NP_648062.2, NP_729194.2, NP_001189182.1, NP_731032.1, NP_001246938.1, NP_001163528.1, NP_731031.1, NP_731033.1, NP_731034.1, NP_731035.2
OG0000140	Lflavo2a008421P1	NP_001097674.1, NP_001097676.1, NP_001097677.1, NP_001163502.1, NP_730803.1, NP_001163499.1, NP_001163501.1, NP_001163503.1, NP_730800.1, NP_730801.1, NP_730802.1, NP_730804.2, NP_001014602.1, NP_001014603.1, NP_001262247.1, NP_001097678.3, NP_001097673.1
OG0000141	Lflavo2a003694P1	NP_001247022.2, NP_001262464.1, NP_001247021.1, NP_001247023.2, NP_001097738.2, NP_649999.2
OG0000142	Lflavo2a001707P3, Lflavo2a001707P4, Lflavo2a001707P5, Lflavo2a001707P2, Lflavo2a001707P1	NP_001137719.2, NP_523793.2, NP_725891.1, NP_725892.1, NP_001137718.1, NP_001163207.1
OG0000143	Lflavo2a010951P1	NP_001286814.1, NP_476713.1, NP_726408.1
OG0000144	Lflavo2a005515P1	NP_001097415.1, NP_611663.2, NP_995922.2, NP_001097414.1, NP_001286716.1
OG0000145	Lflavo2a008243P3, Lflavo2a008243P2, Lflavo2a008243P10, Lflavo2a008243P7, Lflavo2a008243P6, Lflavo2a008243P1, Lflavo2a008243P8, Lflavo2a008243P4, Lflavo2a008243P5, Lflavo2a008243P9	NP_001262786.1, NP_001262787.1, NP_788697.1
OG0000146	Lflavo2a004851P4	NP_001097681.2, NP_001189166.1, NP_001356914.1
OG0000147	Lflavo2a004012P1, Lflavo2a001222P1	NP_001027286.1, NP_001027295.1, NP_001027299.1, NP_001027304.1, NP_001027309.1, NP_001027314.1, NP_001027319.1, NP_001027324.1, NP_001027329.1, NP_001027339.1, NP_001027344.1, NP_001027349.1, NP_001027354.1, NP_001027359.1, NP_001027364.1, NP_001027384.1, NP_724341.1, NP_001027282.1, NP_001027290.1, NP_001027369.1, NP_001027374.1, NP_001027379.1, NP_001027334.1
OG0000148	Lflavo2a006499P1	NP_001096989.1, NP_001245696.1, NP_001245701.1, NP_001245702.1, NP_001303566.1, NP_001245698.1, NP_001245700.1, NP_727900.1, NP_996450.1, NP_001285299.1, NP_001096990.1, NP_001096991.1, NP_001096992.1, NP_001245697.1, NP_001259582.1, NP_001259583.1, NP_511169.1, NP_001162761.1, NP_001162762.1, NP_001245699.1
OG0000149	Lflavo2a013775P1	NP_001246363.1, NP_725541.1, NP_725542.1, NP_725543.1, NP_725544.1, NP_001246364.1, NP_001261022.1, NP_725545.2
OG0000150	Lflavo2a012483P1	NP_001036444.1
OG0000151	Lflavo2a001510P1	NP_001259508.1, NP_727682.1, NP_001259509.1, NP_001259510.1, NP_001014736.2, NP_001245651.1, NP_001259507.1, NP_572868.3
OG0000152	Lflavo2a005089P1, Lflavo2a005089P6, Lflavo2a005089P7, Lflavo2a005089P2	NP_001284966.1, NP_572350.2, NP_788867.1, NP_001138169.1, NP_001259292.1, NP_001138166.1, NP_001259291.1, NP_001259293.1, NP_001138168.1, NP_001138167.1
OG0000153	Lflavo2a006466P1, Lflavo2a006531P1	NP_724914.1, NP_001163110.1, NP_724913.2, NP_610572.1, NP_724912.1, NP_001369076.1, NP_001369075.1, NP_001137641.1, NP_001246239.2, NP_001246241.1, NP_001260859.1, NP_001369077.1, NP_001260860.1, NP_001137638.2, NP_001369074.1, NP_610571.2, NP_001137637.1, NP_001246240.1, NP_995795.1, NP_001246238.1, NP_610570.1, NP_724911.1, NP_001369073.1, NP_724910.1, NP_001137636.1, NP_001137640.1
OG0000154	Lflavo2a004169P5, Lflavo2a004169P4, Lflavo2a004169P2, Lflavo2a004169P6, Lflavo2a004169P1, Lflavo2a004169P3	NP_001163620.3, NP_001262601.1, NP_001189227.1, NP_001189226.1, NP_001303508.1, NP_732028.4, NP_001262602.1, NP_732030.4, NP_732029.4
OG0000155	Lflavo2a008180P8, Lflavo2a008180P1, Lflavo2a008180P7, Lflavo2a008180P10, Lflavo2a008180P4, Lflavo2a008180P5, Lflavo2a008180P3, Lflavo2a008180P11, Lflavo2a008180P14, Lflavo2a008180P2, Lflavo2a008180P13, Lflavo2a008180P6, Lflavo2a008180P9, Lflavo2a008180P12	NP_995971.2, NP_001261331.1, NP_995972.1, NP_995973.1
OG0000156	Lflavo2a011384P1, Lflavo2a011384P2, Lflavo2a011384P3, Lflavo2a011384P4	NP_001014691.2, NP_726596.1, NP_726597.1, NP_726600.1, NP_726601.1
OG0000157	Lflavo2a008919P5, Lflavo2a008919P1, Lflavo2a008919P6, Lflavo2a008919P2, Lflavo2a008919P9, Lflavo2a008919P7, Lflavo2a008919P8, Lflavo2a008919P4, Lflavo2a008919P3	NP_001260999.1, NP_609201.3, NP_001286462.1, NP_001261000.1, NP_788356.2
OG0000158	Lflavo2a004116P1	NP_001286321.1, NP_001286322.1, NP_477375.1, NP_725085.1
OG0000158	Lflavo2a001893P1	NP_524611.1, NP_733449.1, NP_996315.1, NP_996316.1
OG0000159	Lflavo2a004440P1	NP_001034049.1, NP_001247076.1, NP_001247077.1, NP_001247078.1, NP_001303505.1, NP_001163596.2
OG0000160	Lflavo2a000147P1	NP_001284917.1, NP_572279.1
OG0000161	Lflavo2a014302P1	NP_001247354.1, NP_001247353.1, NP_001014679.1, NP_001014678.1, NP_001014682.1, NP_001138122.1, NP_001014680.1, NP_001036765.1, NP_001138120.1, NP_001138121.1, NP_001036764.2, NP_001368951.1
OG0000162	Lflavo2a013334P1	NP_732350.1, NP_732349.1, NP_996237.1, NP_732348.1, NP_996234.1, NP_996235.1, NP_996238.1, NP_001163648.1, NP_732347.1, NP_524397.2, NP_732344.1, NP_732345.1, NP_732346.1, NP_001262712.1, NP_996236.1
OG0000163	Lflavo2a005418P1	NP_001287163.1, NP_001189172.2, NP_001189171.1, NP_001189176.1, NP_001287161.1, NP_001189174.1, NP_001189170.1, NP_649496.3, NP_001189175.2, NP_001287162.1, NP_001189173.1
OG0000164	Lflavo2a009878P1, Lflavo2a003080P1	NP_001036565.1, NP_611564.2, NP_001097859.4, NP_611563.1
OG0000165	Lflavo2a002639P1	NP_001284797.1, NP_569960.2
OG0000167	Lflavo2a012776P1	NP_788426.1, NP_001286732.1, NP_001368934.1, NP_001286733.1
OG0000168	Lflavo2a012358P1	NP_001097495.2, NP_728896.1, NP_001261375.1, NP_995990.3, NP_001097494.1, NP_728897.1, NP_001189043.1, NP_001246607.1, NP_728898.1
OG0000169	Lflavo2a001684P1	NP_995694.1, NP_995704.1, NP_609591.2, NP_995699.1, NP_995691.1, NP_995696.1, NP_995697.1, NP_995703.1, NP_995698.1, NP_001303319.1, NP_995692.1, NP_723772.2, NP_995702.1, NP_995693.1, NP_995700.1, NP_995701.1, NP_995690.1, NP_995695.1
OG0000171	Lflavo2a013568P1	NP_001014561.1, NP_001014562.1, NP_001014563.1, NP_001014564.1, NP_001189051.1, NP_001246628.1, NP_001246629.1, NP_524934.2, NP_001286937.1
OG0000172	Lflavo2a011204P1	NP_001245726.1, NP_001259664.1, NP_001245727.1, NP_001188668.1, NP_728122.1, NP_996498.2, NP_001303569.1, NP_001259666.2, NP_728120.1, NP_001162788.1, NP_728124.1, NP_001259665.2, NP_523393.3, NP_728123.1, NP_996497.1
OG0000173	Lflavo2a002470P1	NP_001138091.2, NP_001247211.1, NP_732550.1, NP_001138089.1, NP_001138090.1, NP_732549.2
OG0000174	Lflavo2a006589P1	NP_001261580.1, NP_001246671.1, NP_001261581.1, NP_001246670.1, NP_996025.1, NP_001246672.1, NP_659574.1, NP_523973.2, NP_788478.1
OG0000175	Lflavo2a001033P1, Lflavo2a001033P2, Lflavo2a001033P3, Lflavo2a001033P4, Lflavo2a001054P1	NP_001036368.2, NP_609855.3, NP_724071.1, NP_001027277.1, NP_724075.1, NP_001027280.1, NP_724073.1, NP_724069.1, NP_724068.1, NP_724070.1, NP_001027278.1, NP_724074.1, NP_001027279.1, NP_724072.1
OG0000176	Lflavo2a005188P4, Lflavo2a005188P6, Lflavo2a005188P3, Lflavo2a005188P2, Lflavo2a005188P1, Lflavo2a005188P5, Lflavo2a005188P7	NP_996434.2
OG0000177	Lflavo2a005266P3, Lflavo2a005266P1, Lflavo2a005266P2	NP_001097053.2, NP_001259895.1, NP_001097052.2, NP_001259894.1, NP_001259897.1, NP_001259896.1, NP_608640.2
OG0000178	Lflavo2a012229P1	NP_001245715.1, NP_001245716.1, NP_523373.2, NP_001245717.1, NP_001259622.1, NP_727985.2, NP_727986.2
OG0000179	Lflavo2a004122P8, Lflavo2a004122P3, Lflavo2a004122P2, Lflavo2a004122P4, Lflavo2a004122P5, Lflavo2a004122P6, Lflavo2a004122P1	NP_001303403.1, NP_001286895.1, NP_001261230.1, NP_001261236.1, NP_001261238.1, NP_728558.5, NP_001261237.1, NP_001261233.1, NP_001097469.2, NP_001261232.1, NP_001097467.1, NP_001097468.1, NP_523878.1, NP_728557.1, NP_001261231.1, NP_001286896.1
OG0000180	Lflavo2a013463P1, Lflavo2a013463P2	NP_001261014.1, NP_001261012.1, NP_665700.2, NP_001163163.1, NP_001303352.1, NP_611058.4, NP_001261013.1, NP_001261011.1, NP_001261005.1, NP_001261009.1, NP_001369093.1, NP_001303351.1, NP_001027421.1, NP_001036551.1, NP_001261015.1, NP_001261007.1, NP_001261008.1, NP_001261010.1, NP_001027420.2, NP_001286467.1, NP_001261006.1, NP_001303350.1
OG0000181	Lflavo2a014006P1	NP_001036596.2, NP_001137908.1, NP_001137909.1
OG0000182	Lflavo2a012452P2, Lflavo2a012452P1, Lflavo2a012452P3	NP_001245544.1, NP_572296.2, NP_001245545.1, NP_001096889.1, NP_001259267.1
OG0000183	Lflavo2a000901P1, Lflavo2a000901P5, Lflavo2a000901P7, Lflavo2a000901P3, Lflavo2a000901P4, Lflavo2a000901P2, Lflavo2a000901P6	NP_001014498.1, NP_610137.1
OG0000185	Lflavo2a010301P1, Lflavo2a011190P1	NP_001262796.1, NP_001262797.1, NP_996253.1, NP_476603.1, NP_996252.1, NP_476604.1
OG0000186	Lflavo2a009949P2, Lflavo2a009949P3, Lflavo2a009949P1, Lflavo2a009949P4	NP_001033946.2, NP_001033945.1, NP_001246318.1, NP_001246319.1, NP_001246320.1, NP_001033947.1, NP_001137667.1, NP_001033948.1, NP_001137668.1
OG0000187	Lflavo2a006240P1, Lflavo2a006301P1	NP_001245427.1, NP_726615.1, NP_001284717.1, NP_726614.2, NP_001245426.1, NP_651949.2, NP_001259075.1
OG0000188	Lflavo2a008742P3, Lflavo2a008742P4, Lflavo2a008742P1, Lflavo2a008742P5, Lflavo2a008742P6, Lflavo2a008742P2	NP_609520.1, NP_001260395.1, NP_001245994.1, NP_001137818.1, NP_001137817.1, NP_001137819.2, NP_001137816.1, NP_001137820.1, NP_001245995.2
OG0000189	Lflavo2a012744P1	NP_001259691.1, NP_573328.2
OG0000190	Lflavo2a008970P1, Lflavo2a008970P2, Lflavo2a008970P3, Lflavo2a008970P4, Lflavo2a008970P6	NP_001259105.1
OG0000191	Lflavo2a002390P2, Lflavo2a002390P1, Lflavo2a002390P3	NP_001285258.1, NP_511159.3
OG0000192	Lflavo2a009372P1	NP_001163619.1, NP_001247119.1, NP_001369014.1, NP_996216.1, NP_001262591.1, NP_732001.3, NP_732002.1, NP_732003.1, NP_732004.1
OG0000193	Lflavo2a007006P1, Lflavo2a007006P2	NP_001303417.1, NP_651362.1
OG0000194	Lflavo2a007110P1, Lflavo2a007110P2	NP_001137830.2, NP_609802.1, NP_723983.1
OG0000195	Lflavo2a010022P5, Lflavo2a010022P6, Lflavo2a010022P2, Lflavo2a010022P7, Lflavo2a010022P4, Lflavo2a010022P8, Lflavo2a010022P3, Lflavo2a010022P1	NP_001246204.1, NP_001260809.1, NP_001260808.1, NP_001137620.1, NP_001246205.1, NP_001163090.1, NP_610397.4, NP_001260807.1
OG0000196	Lflavo2a007832P1, Lflavo2a007831P1	NP_001036715.1, NP_732108.2, NP_732109.2, NP_001036716.1, NP_001262623.1, NP_732111.1, NP_732110.2, NP_001189233.1
OG0000197	Lflavo2a000086P1, Lflavo2a000086P2, Lflavo2a000086P3, Lflavo2a000086P4	NP_001284746.1, NP_001284747.1, NP_569848.2, NP_001036254.1, NP_001284745.1, NP_001284748.1, NP_001284749.1
OG0000199	Lflavo2a001696P4, Lflavo2a001696P1, Lflavo2a001696P2, Lflavo2a001696P6, Lflavo2a001696P3, Lflavo2a001696P5	NP_001138184.1, NP_572613.2, NP_001096938.1, NP_001285076.1, NP_001285078.1, NP_001285075.1, NP_001285077.1, NP_001285079.1
OG0000200	Lflavo2a013558P1, Lflavo2a013533P1, Lflavo2a013566P1, Lflavo2a013566P2, Lflavo2a013566P3, Lflavo2a013566P4, Lflavo2a013497P1	NP_001137959.1, NP_524105.2, NP_730153.1, NP_001137960.1, NP_648885.1, NP_652673.2
OG0000201	Lflavo2a006076P2, Lflavo2a006076P3, Lflavo2a006076P4, Lflavo2a006076P1	NP_996275.2, NP_001262893.1, NP_001097894.1, NP_651199.2, NP_996276.1, NP_001097895.1, NP_001247275.1
OG0000202	Lflavo2a004445P1	NP_001287269.1, NP_476880.1, NP_731451.1, NP_476881.1, NP_599111.1, NP_599112.1, NP_599113.1, NP_731452.1, NP_731453.1
OG0000204	Lflavo2a012502P1	NP_476832.1, NP_001286796.1, NP_726381.1, NP_726382.1, NP_726383.1, NP_726384.1, NP_726385.1, NP_726386.1, NP_726387.1
OG0000205	Lflavo2a010420P3, Lflavo2a010420P2, Lflavo2a010420P4, Lflavo2a010420P1	NP_788518.1, NP_788520.2, NP_001097629.1, NP_730226.3, NP_730223.1, NP_730224.1, NP_730225.1, NP_788519.1
OG0000206	Lflavo2a001966P4, Lflavo2a001966P6, Lflavo2a001966P2, Lflavo2a001966P5, Lflavo2a001966P3, Lflavo2a001966P1	NP_609369.1
OG0000207	Lflavo2a011312P1, Lflavo2a011312P2	NP_001262717.1, NP_620122.2, NP_732383.1
OG0000209	Lflavo2a002785P1	NP_001245653.1, NP_001285215.1, NP_727719.1, NP_001014739.1, NP_001259524.1, NP_001285213.1, NP_001285214.1, NP_001162744.1, NP_001259523.1, NP_001259522.1, NP_001014738.2, NP_525088.2, NP_001014737.1, NP_001162742.1, NP_001162743.1, NP_001245652.1, NP_001162741.1, NP_727718.1
