Orthogroup	Liostenogaster_flavolineata	Polistes_dominula
OG0000027	Lflavo2a004115P5, Lflavo2a004115P3, Lflavo2a004115P7, Lflavo2a004115P2, Lflavo2a004115P6, Lflavo2a004115P1, Lflavo2a004115P4, Lflavo2a004115P12, Lflavo2a004115P15, Lflavo2a004115P8, Lflavo2a004115P18, Lflavo2a004115P11, Lflavo2a004115P14, Lflavo2a004115P13, Lflavo2a004115P9, Lflavo2a004115P17, Lflavo2a004115P10, Lflavo2a004115P16	lcl|NW_015148978.1_prot_XP_015171496.1_4418, lcl|NW_015148978.1_prot_XP_015171493.1_4416, lcl|NW_015148978.1_prot_XP_015171494.1_4417, lcl|NW_015148978.1_prot_XP_015171503.1_4419, lcl|NW_015148978.1_prot_XP_015171495.1_4421, lcl|NW_015148978.1_prot_XP_015171500.1_4414, lcl|NW_015148978.1_prot_XP_015171502.1_4415, lcl|NW_015148978.1_prot_XP_015171497.1_4420, lcl|NW_015148978.1_prot_XP_015171498.1_4422, lcl|NW_015148978.1_prot_XP_015171499.1_4423
OG0000028	Lflavo2a001284P1, Lflavo2a001290P1	lcl|NW_015149044.1_prot_XP_015183632.1_15316, lcl|NW_015149044.1_prot_XP_015183634.1_15317
OG0000029	Lflavo2a001236P1	lcl|NW_015149004.1_prot_XP_015177684.1_9837
OG0000030	Lflavo2a011367P1, Lflavo2a011455P1	lcl|NW_015148980.1_prot_XP_015172147.1_5102
OG0000030	Lflavo2a010641P1	lcl|NW_015149054.1_prot_XP_015184619.1_16079
OG0000031	Lflavo2a013919P8, Lflavo2a013919P9, Lflavo2a013919P5, Lflavo2a013919P6, Lflavo2a013919P2, Lflavo2a013919P3, Lflavo2a013919P4, Lflavo2a013919P7	lcl|NW_015149062.1_prot_XP_015185333.1_16717, lcl|NW_015149062.1_prot_XP_015185331.1_16715, lcl|NW_015149062.1_prot_XP_015185329.1_16714, lcl|NW_015149062.1_prot_XP_015185332.1_16718, lcl|NW_015149062.1_prot_XP_015185327.1_16708, lcl|NW_015149062.1_prot_XP_015185324.1_16713, lcl|NW_015149062.1_prot_XP_015185325.1_16710, lcl|NW_015149062.1_prot_XP_015185334.1_16711, lcl|NW_015149062.1_prot_XP_015185320.1_16705, lcl|NW_015149062.1_prot_XP_015185321.1_16706, lcl|NW_015149062.1_prot_XP_015185323.1_16712, lcl|NW_015149062.1_prot_XP_015185326.1_16707, lcl|NW_015149062.1_prot_XP_015185330.1_16709, lcl|NW_015149062.1_prot_XP_015185322.1_16716
OG0000032	Lflavo2a010002P8, Lflavo2a010002P6, Lflavo2a010002P5, Lflavo2a010002P11, Lflavo2a010002P13, Lflavo2a010002P12, Lflavo2a010002P9, Lflavo2a010002P3, Lflavo2a010002P2, Lflavo2a010002P4, Lflavo2a010002P1	lcl|NW_015148974.1_prot_XP_015190752.1_2652, lcl|NW_015148974.1_prot_XP_015190753.1_2646, lcl|NW_015148974.1_prot_XP_015190757.1_2651, lcl|NW_015148974.1_prot_XP_015190761.1_2648, lcl|NW_015148974.1_prot_XP_015190758.1_2645, lcl|NW_015148974.1_prot_XP_015190754.1_2655, lcl|NW_015148974.1_prot_XP_015190756.1_2644, lcl|NW_015148974.1_prot_XP_015190747.1_2656, lcl|NW_015148974.1_prot_XP_015190748.1_2657, lcl|NW_015148974.1_prot_XP_015190746.1_2654, lcl|NW_015148974.1_prot_XP_015190750.1_2647, lcl|NW_015148974.1_prot_XP_015190755.1_2650, lcl|NW_015148974.1_prot_XP_015190759.1_2658, lcl|NW_015148974.1_prot_XP_015190762.1_2659, lcl|NW_015148974.1_prot_XP_015190763.1_2649, lcl|NW_015148974.1_prot_XP_015190751.1_2653
OG0000033	Lflavo2a013055P1	lcl|NW_015148970.1_prot_XP_015171313.1_517, lcl|NW_015148970.1_prot_XP_015171638.1_518, lcl|NW_015148970.1_prot_XP_015171047.1_515, lcl|NW_015148970.1_prot_XP_015171134.1_516, lcl|NW_015148970.1_prot_XP_015171223.1_519, lcl|NW_015148970.1_prot_XP_015171394.1_520, lcl|NW_015148970.1_prot_XP_015171470.1_521, lcl|NW_015148970.1_prot_XP_015171555.1_522
OG0000033	Lflavo2a013044P1, Lflavo2a013041P1	lcl|NW_015148970.1_prot_XP_015191788.1_523
OG0000034	Lflavo2a000556P1	lcl|NW_015148973.1_prot_XP_015187849.1_2585
OG0000035	Lflavo2a004522P1	lcl|NW_015148986.1_prot_XP_015173619.1_6218
OG0000035	Lflavo2a009458P1	lcl|NW_015149002.1_prot_XP_015177367.1_9417
OG0000035	Lflavo2a005865P1, Lflavo2a005878P1	lcl|NW_015149002.1_prot_XP_015177306.1_9419, lcl|NW_015149002.1_prot_XP_015177200.1_9420, lcl|NW_015149002.1_prot_XP_015177305.1_9421, lcl|NW_015149002.1_prot_XP_015177307.1_9418
OG0000036	Lflavo2a000944P1, Lflavo2a000944P2, Lflavo2a000944P3	lcl|NW_015149009.1_prot_XP_015178705.1_10772, lcl|NW_015149009.1_prot_XP_015178703.1_10773, lcl|NW_015149009.1_prot_XP_015178701.1_10771, lcl|NW_015149009.1_prot_XP_015178711.1_10777, lcl|NW_015149009.1_prot_XP_015178712.1_10778, lcl|NW_015149009.1_prot_XP_015178713.1_10779, lcl|NW_015149009.1_prot_XP_015178707.1_10774, lcl|NW_015149009.1_prot_XP_015178709.1_10775, lcl|NW_015149009.1_prot_XP_015178710.1_10776, lcl|NW_015149009.1_prot_XP_015178702.1_10765, lcl|NW_015149009.1_prot_XP_015178698.1_10768, lcl|NW_015149009.1_prot_XP_015178699.1_10769, lcl|NW_015149009.1_prot_XP_015178700.1_10770, lcl|NW_015149009.1_prot_XP_015178704.1_10767, lcl|NW_015149009.1_prot_XP_015178706.1_10766
OG0000037	Lflavo2a000631P1, Lflavo2a003783P1, Lflavo2a003801P1	lcl|NW_015148972.1_prot_XP_015181201.1_1365, lcl|NW_015148972.1_prot_XP_015183225.1_1375, lcl|NW_015148972.1_prot_XP_015183189.1_1368, lcl|NW_015148972.1_prot_XP_015181226.1_1367, lcl|NW_015148972.1_prot_XP_015181240.1_1369, lcl|NW_015148972.1_prot_XP_015181266.1_1374, lcl|NW_015148972.1_prot_XP_015183132.1_1372, lcl|NW_015148972.1_prot_XP_015183141.1_1373, lcl|NW_015148972.1_prot_XP_015181252.1_1370, lcl|NW_015148972.1_prot_XP_015183161.1_1371, lcl|NW_015148972.1_prot_XP_015181213.1_1366, lcl|NW_015148972.1_prot_XP_015181189.1_1362, lcl|NW_015148972.1_prot_XP_015183113.1_1363, lcl|NW_015148972.1_prot_XP_015183121.1_1364
OG0000038	Lflavo2a011957P11, Lflavo2a011957P4, Lflavo2a011957P1, Lflavo2a011957P9, Lflavo2a011957P10, Lflavo2a011957P5, Lflavo2a011957P3, Lflavo2a011957P7, Lflavo2a011957P13	lcl|NW_015149037.1_prot_XP_015182943.1_14629, lcl|NW_015149037.1_prot_XP_015182941.1_14626, lcl|NW_015149037.1_prot_XP_015182939.1_14630, lcl|NW_015149037.1_prot_XP_015182936.1_14627, lcl|NW_015149037.1_prot_XP_015182945.1_14637, lcl|NW_015149037.1_prot_XP_015182944.1_14638, lcl|NW_015149037.1_prot_XP_015182929.1_14633, lcl|NW_015149037.1_prot_XP_015182930.1_14634, lcl|NW_015149037.1_prot_XP_015182940.1_14632, lcl|NW_015149037.1_prot_XP_015182932.1_14624, lcl|NW_015149037.1_prot_XP_015182934.1_14631, lcl|NW_015149037.1_prot_XP_015182933.1_14628, lcl|NW_015149037.1_prot_XP_015182938.1_14625, lcl|NW_015149037.1_prot_XP_015182937.1_14635, lcl|NW_015149037.1_prot_XP_015182935.1_14636
OG0000039	Lflavo2a013627P1, Lflavo2a013627P2, Lflavo2a013627P3, Lflavo2a013627P8, Lflavo2a013627P4, Lflavo2a013627P13, Lflavo2a013627P14, Lflavo2a013627P18, Lflavo2a013627P20, Lflavo2a013627P21, Lflavo2a013627P5, Lflavo2a013627P12, Lflavo2a013627P26, Lflavo2a013627P28, Lflavo2a013627P25, Lflavo2a013627P11, Lflavo2a013627P9, Lflavo2a013627P19, Lflavo2a013627P6, Lflavo2a013627P7, Lflavo2a013627P22, Lflavo2a013627P10, Lflavo2a013627P23, Lflavo2a013627P16, Lflavo2a013627P27, Lflavo2a013627P24, Lflavo2a013627P15, Lflavo2a013627P17	lcl|NW_015149011.1_prot_XP_015179218.1_11216, lcl|NW_015149011.1_prot_XP_015179215.1_11210, lcl|NW_015149011.1_prot_XP_015179214.1_11213, lcl|NW_015149011.1_prot_XP_015179217.1_11211, lcl|NW_015149011.1_prot_XP_015179216.1_11212, lcl|NW_015149011.1_prot_XP_015179211.1_11214, lcl|NW_015149011.1_prot_XP_015179213.1_11215
OG0000040	Lflavo2a012991P14, Lflavo2a012991P2, Lflavo2a012991P11, Lflavo2a012991P8, Lflavo2a012991P9, Lflavo2a012991P6, Lflavo2a012991P12, Lflavo2a012991P4, Lflavo2a012991P1, Lflavo2a012991P5, Lflavo2a012991P3, Lflavo2a012991P10, Lflavo2a012991P7	lcl|NW_015149008.1_prot_XP_015178380.1_10431, lcl|NW_015149008.1_prot_XP_015178384.1_10432, lcl|NW_015149008.1_prot_XP_015178387.1_10429, lcl|NW_015149008.1_prot_XP_015178386.1_10428, lcl|NW_015149008.1_prot_XP_015178385.1_10430, lcl|NW_015149008.1_prot_XP_015178381.1_10434, lcl|NW_015149008.1_prot_XP_015178382.1_10435, lcl|NW_015149008.1_prot_XP_015178383.1_10425, lcl|NW_015149008.1_prot_XP_015178378.1_10426, lcl|NW_015149008.1_prot_XP_015178391.1_10436, lcl|NW_015149008.1_prot_XP_015178390.1_10437
OG0000041	Lflavo2a002885P10, Lflavo2a002885P9, Lflavo2a002885P8, Lflavo2a002885P4, Lflavo2a002885P3, Lflavo2a002885P7, Lflavo2a002885P2, Lflavo2a002885P1, Lflavo2a002885P6, Lflavo2a002885P5, Lflavo2a002885P11	lcl|NW_015149031.1_prot_XP_015182338.1_14040, lcl|NW_015149031.1_prot_XP_015182339.1_14041, lcl|NW_015149031.1_prot_XP_015182340.1_14042, lcl|NW_015149031.1_prot_XP_015182342.1_14043, lcl|NW_015149031.1_prot_XP_015182341.1_14034, lcl|NW_015149031.1_prot_XP_015182346.1_14036, lcl|NW_015149031.1_prot_XP_015182335.1_14032, lcl|NW_015149031.1_prot_XP_015182337.1_14033, lcl|NW_015149031.1_prot_XP_015182344.1_14039, lcl|NW_015149031.1_prot_XP_015182343.1_14035, lcl|NW_015149031.1_prot_XP_015182345.1_14037, lcl|NW_015149031.1_prot_XP_015182348.1_14038
OG0000042	Lflavo2a006215P1, Lflavo2a006217P1	lcl|NW_015149014.1_prot_XP_015179882.1_11844
OG0000043	Lflavo2a004456P12, Lflavo2a004456P2, Lflavo2a004456P1, Lflavo2a004456P8, Lflavo2a004456P10, Lflavo2a004456P11, Lflavo2a004456P20, Lflavo2a004456P21, Lflavo2a004456P5, Lflavo2a004456P7, Lflavo2a004456P14, Lflavo2a004456P16, Lflavo2a004456P6, Lflavo2a004456P4, Lflavo2a004456P9, Lflavo2a004456P3, Lflavo2a004456P19, Lflavo2a004456P15, Lflavo2a004456P17	lcl|NW_015149127.1_prot_XP_015188534.1_19606, lcl|NW_015149127.1_prot_XP_015188533.1_19607, lcl|NW_015149127.1_prot_XP_015188532.1_19608, lcl|NW_015149127.1_prot_XP_015188531.1_19601, lcl|NW_015149127.1_prot_XP_015188530.1_19602, lcl|NW_015149127.1_prot_XP_015188527.1_19605, lcl|NW_015149127.1_prot_XP_015188529.1_19603, lcl|NW_015149127.1_prot_XP_015188528.1_19604
OG0000044	Lflavo2a007287P1	lcl|NW_015149013.1_prot_XP_015179694.1_11679, lcl|NW_015149013.1_prot_XP_015179678.1_11693, lcl|NW_015149013.1_prot_XP_015179679.1_11694, lcl|NW_015149013.1_prot_XP_015179680.1_11691, lcl|NW_015149013.1_prot_XP_015179681.1_11682, lcl|NW_015149013.1_prot_XP_015179696.1_11695, lcl|NW_015149013.1_prot_XP_015179695.1_11696, lcl|NW_015149013.1_prot_XP_015179683.1_11692, lcl|NW_015149013.1_prot_XP_015179682.1_11683, lcl|NW_015149013.1_prot_XP_015179687.1_11680, lcl|NW_015149013.1_prot_XP_015179684.1_11681, lcl|NW_015149013.1_prot_XP_015179690.1_11689, lcl|NW_015149013.1_prot_XP_015179692.1_11685, lcl|NW_015149013.1_prot_XP_015179693.1_11684, lcl|NW_015149013.1_prot_XP_015179691.1_11688, lcl|NW_015149013.1_prot_XP_015179686.1_11690, lcl|NW_015149013.1_prot_XP_015179688.1_11687, lcl|NW_015149013.1_prot_XP_015179689.1_11686
OG0000045	Lflavo2a000779P1	lcl|NW_015148987.1_prot_XP_015174001.1_6550, lcl|NW_015148987.1_prot_XP_015173996.1_6549, lcl|NW_015148987.1_prot_XP_015174003.1_6551
OG0000046	Lflavo2a014282P1	lcl|NW_015148977.1_prot_XP_015171094.1_4174, lcl|NW_015148977.1_prot_XP_015171104.1_4158, lcl|NW_015148977.1_prot_XP_015171102.1_4166, lcl|NW_015148977.1_prot_XP_015171095.1_4160, lcl|NW_015148977.1_prot_XP_015171097.1_4161, lcl|NW_015148977.1_prot_XP_015171098.1_4162, lcl|NW_015148977.1_prot_XP_015171099.1_4163, lcl|NW_015148977.1_prot_XP_015171100.1_4164, lcl|NW_015148977.1_prot_XP_015171101.1_4165, lcl|NW_015148977.1_prot_XP_015171103.1_4172, lcl|NW_015148977.1_prot_XP_015171092.1_4173, lcl|NW_015148977.1_prot_XP_015171106.1_4176, lcl|NW_015148977.1_prot_XP_015171105.1_4175, lcl|NW_015148977.1_prot_XP_015171093.1_4157, lcl|NW_015148977.1_prot_XP_015171090.1_4171, lcl|NW_015148977.1_prot_XP_015171087.1_4167, lcl|NW_015148977.1_prot_XP_015171088.1_4168, lcl|NW_015148977.1_prot_XP_015171089.1_4169, lcl|NW_015148977.1_prot_XP_015171091.1_4170
OG0000047	Lflavo2a003367P1, Lflavo2a003367P2, Lflavo2a003367P14, Lflavo2a003367P35, Lflavo2a003367P20, Lflavo2a003367P23, Lflavo2a003367P48, Lflavo2a003367P17, Lflavo2a003367P28, Lflavo2a003367P46, Lflavo2a003367P37, Lflavo2a003367P42, Lflavo2a003367P26, Lflavo2a003367P40, Lflavo2a003367P16, Lflavo2a003367P29, Lflavo2a003367P45, Lflavo2a003367P5, Lflavo2a003367P10, Lflavo2a003367P50, Lflavo2a003367P18, Lflavo2a003367P4, Lflavo2a003367P3, Lflavo2a003367P49, Lflavo2a003367P12, Lflavo2a003367P8, Lflavo2a003367P19, Lflavo2a003367P38, Lflavo2a003367P36, Lflavo2a003367P24, Lflavo2a003367P32, Lflavo2a003367P11, Lflavo2a003367P39, Lflavo2a003367P44, Lflavo2a003367P31, Lflavo2a003367P43, Lflavo2a003367P27, Lflavo2a003367P21	lcl|NW_015149017.1_prot_XP_015180635.1_12428, lcl|NW_015149017.1_prot_XP_015180633.1_12425, lcl|NW_015149017.1_prot_XP_015180634.1_12427, lcl|NW_015149017.1_prot_XP_015180630.1_12422, lcl|NW_015149017.1_prot_XP_015180632.1_12424
OG0000048	Lflavo2a002829P4, Lflavo2a002829P21, Lflavo2a002829P19, Lflavo2a002829P23, Lflavo2a002829P3, Lflavo2a002829P24, Lflavo2a002829P22, Lflavo2a002829P17, Lflavo2a002829P9, Lflavo2a002829P6, Lflavo2a002829P16, Lflavo2a002829P15, Lflavo2a002829P18, Lflavo2a002829P7, Lflavo2a002829P11, Lflavo2a002829P2, Lflavo2a002829P14, Lflavo2a002829P1, Lflavo2a002829P12, Lflavo2a002829P5, Lflavo2a002829P13, Lflavo2a002829P10	lcl|NW_015149000.1_prot_XP_015177043.1_9323, lcl|NW_015149000.1_prot_XP_015177036.1_9327, lcl|NW_015149000.1_prot_XP_015177039.1_9321, lcl|NW_015149000.1_prot_XP_015177034.1_9329, lcl|NW_015149000.1_prot_XP_015177035.1_9328, lcl|NW_015149000.1_prot_XP_015177032.1_9332, lcl|NW_015149000.1_prot_XP_015177033.1_9331, lcl|NW_015149000.1_prot_XP_015177030.1_9330, lcl|NW_015149000.1_prot_XP_015177029.1_9333, lcl|NW_015149000.1_prot_XP_015177028.1_9318, lcl|NW_015149000.1_prot_XP_015177027.1_9334, lcl|NW_015149000.1_prot_XP_015177046.1_9317, lcl|NW_015149000.1_prot_XP_015177037.1_9322, lcl|NW_015149000.1_prot_XP_015177040.1_9320, lcl|NW_015149000.1_prot_XP_015177038.1_9324, lcl|NW_015149000.1_prot_XP_015177044.1_9325, lcl|NW_015149000.1_prot_XP_015177047.1_9316, lcl|NW_015149000.1_prot_XP_015177041.1_9326, lcl|NW_015149000.1_prot_XP_015177045.1_9319
OG0000049	Lflavo2a008078P1	lcl|NW_015149036.1_prot_XP_015182881.1_14445, lcl|NW_015149036.1_prot_XP_015182882.1_14446
OG0000049	Lflavo2a004370P1	lcl|NW_015149008.1_prot_XP_015178475.1_10408
OG0000050	Lflavo2a009334P3, Lflavo2a009334P1, Lflavo2a009334P2	lcl|NW_015148972.1_prot_XP_015182374.1_1763, lcl|NW_015148972.1_prot_XP_015182383.1_1780, lcl|NW_015148972.1_prot_XP_015182392.1_1781, lcl|NW_015148972.1_prot_XP_015182365.1_1779, lcl|NW_015148972.1_prot_XP_015182410.1_1782, lcl|NW_015148972.1_prot_XP_015182402.1_1783, lcl|NW_015148972.1_prot_XP_015182288.1_1767, lcl|NW_015148972.1_prot_XP_015182312.1_1775, lcl|NW_015148972.1_prot_XP_015182295.1_1774, lcl|NW_015148972.1_prot_XP_015182336.1_1778, lcl|NW_015148972.1_prot_XP_015182327.1_1777, lcl|NW_015148972.1_prot_XP_015182318.1_1776, lcl|NW_015148972.1_prot_XP_015182265.1_1764, lcl|NW_015148972.1_prot_XP_015182303.1_1768, lcl|NW_015148972.1_prot_XP_015182279.1_1765, lcl|NW_015148972.1_prot_XP_015182430.1_1766, lcl|NW_015148972.1_prot_XP_015182438.1_1769, lcl|NW_015148972.1_prot_XP_015182448.1_1770, lcl|NW_015148972.1_prot_XP_015182273.1_1772, lcl|NW_015148972.1_prot_XP_015182347.1_1771, lcl|NW_015148972.1_prot_XP_015182356.1_1773, lcl|NW_015148972.1_prot_XP_015182417.1_1784, lcl|NW_015148972.1_prot_XP_015182426.1_1785
OG0000051	Lflavo2a005093P4, Lflavo2a005093P5, Lflavo2a005093P3, Lflavo2a005093P2, Lflavo2a005093P1	lcl|NW_015149092.1_prot_XP_015187235.1_18437, lcl|NW_015149092.1_prot_XP_015187233.1_18438, lcl|NW_015149092.1_prot_XP_015187234.1_18440, lcl|NW_015149092.1_prot_XP_015187229.1_18436, lcl|NW_015149092.1_prot_XP_015187230.1_18439, lcl|NW_015149092.1_prot_XP_015187232.1_18435, lcl|NW_015149092.1_prot_XP_015187221.1_18427, lcl|NW_015149092.1_prot_XP_015187222.1_18428, lcl|NW_015149092.1_prot_XP_015187223.1_18429, lcl|NW_015149092.1_prot_XP_015187224.1_18430, lcl|NW_015149092.1_prot_XP_015187225.1_18431, lcl|NW_015149092.1_prot_XP_015187226.1_18432, lcl|NW_015149092.1_prot_XP_015187227.1_18433, lcl|NW_015149092.1_prot_XP_015187228.1_18434
OG0000052	Lflavo2a004092P21, Lflavo2a004092P22, Lflavo2a004092P19, Lflavo2a004092P16, Lflavo2a004092P20, Lflavo2a004092P1, Lflavo2a004092P4, Lflavo2a004092P10, Lflavo2a004092P14, Lflavo2a004092P2, Lflavo2a004092P13, Lflavo2a004092P5, Lflavo2a004092P11, Lflavo2a004092P18, Lflavo2a004092P17, Lflavo2a004092P23, Lflavo2a004092P12, Lflavo2a004092P7, Lflavo2a004092P3, Lflavo2a004092P8, Lflavo2a004092P6, Lflavo2a004092P15, Lflavo2a004092P9	lcl|NW_015148970.1_prot_XP_015185047.1_572, lcl|NW_015148970.1_prot_XP_015185451.1_570, lcl|NW_015148970.1_prot_XP_015184970.1_568, lcl|NW_015148970.1_prot_XP_015185302.1_566, lcl|NW_015148970.1_prot_XP_015185217.1_567, lcl|NW_015148970.1_prot_XP_015185139.1_569, lcl|NW_015148970.1_prot_XP_015185371.1_565, lcl|NW_015148970.1_prot_XP_015184896.1_571
OG0000053	Lflavo2a003352P1	lcl|NW_015148973.1_prot_XP_015190289.1_2494, lcl|NW_015148973.1_prot_XP_015190286.1_2491, lcl|NW_015148973.1_prot_XP_015190291.1_2492, lcl|NW_015148973.1_prot_XP_015190278.1_2481, lcl|NW_015148973.1_prot_XP_015190281.1_2490, lcl|NW_015148973.1_prot_XP_015190279.1_2482, lcl|NW_015148973.1_prot_XP_015190274.1_2483, lcl|NW_015148973.1_prot_XP_015190280.1_2488, lcl|NW_015148973.1_prot_XP_015190275.1_2489, lcl|NW_015148973.1_prot_XP_015190273.1_2484, lcl|NW_015148973.1_prot_XP_015190288.1_2485, lcl|NW_015148973.1_prot_XP_015190277.1_2486, lcl|NW_015148973.1_prot_XP_015190276.1_2487, lcl|NW_015148973.1_prot_XP_015190287.1_2477, lcl|NW_015148973.1_prot_XP_015190284.1_2478, lcl|NW_015148973.1_prot_XP_015190283.1_2480, lcl|NW_015148973.1_prot_XP_015190290.1_2495, lcl|NW_015148973.1_prot_XP_015190282.1_2479, lcl|NW_015148973.1_prot_XP_015190292.1_2493
OG0000054	Lflavo2a013931P1	lcl|NW_015149008.1_prot_XP_015178340.1_10530, lcl|NW_015149008.1_prot_XP_015178336.1_10526, lcl|NW_015149008.1_prot_XP_015178344.1_10532, lcl|NW_015149008.1_prot_XP_015178347.1_10534
OG0000055	Lflavo2a010076P3, Lflavo2a010076P1, Lflavo2a010076P2	lcl|NW_015148993.1_prot_XP_015175441.1_7955, lcl|NW_015148993.1_prot_XP_015175438.1_7956, lcl|NW_015148993.1_prot_XP_015175440.1_7958, lcl|NW_015148993.1_prot_XP_015175442.1_7959, lcl|NW_015148993.1_prot_XP_015175439.1_7957
OG0000056	Lflavo2a010834P1	lcl|NW_015148989.1_prot_XP_015174488.1_6926, lcl|NW_015148989.1_prot_XP_015174485.1_6925, lcl|NW_015148989.1_prot_XP_015174487.1_6923, lcl|NW_015148989.1_prot_XP_015174486.1_6924
OG0000057	Lflavo2a012106P3, Lflavo2a012106P1, Lflavo2a012106P5, Lflavo2a012106P4, Lflavo2a012106P2	lcl|NW_015149106.1_prot_XP_015187753.1_18894, lcl|NW_015149106.1_prot_XP_015187752.1_18890, lcl|NW_015149106.1_prot_XP_015187749.1_18891, lcl|NW_015149106.1_prot_XP_015187751.1_18892, lcl|NW_015149106.1_prot_XP_015187748.1_18893, lcl|NW_015149106.1_prot_XP_015187747.1_18895, lcl|NW_015149106.1_prot_XP_015187745.1_18896, lcl|NW_015149106.1_prot_XP_015187746.1_18889
OG0000058	Lflavo2a012777P1	lcl|NW_015148996.1_prot_XP_015176060.1_8481, lcl|NW_015148996.1_prot_XP_015176061.1_8486, lcl|NW_015148996.1_prot_XP_015176062.1_8487, lcl|NW_015148996.1_prot_XP_015176064.1_8488, lcl|NW_015148996.1_prot_XP_015176065.1_8489, lcl|NW_015148996.1_prot_XP_015176066.1_8490, lcl|NW_015148996.1_prot_XP_015176067.1_8491, lcl|NW_015148996.1_prot_XP_015176068.1_8492, lcl|NW_015148996.1_prot_XP_015176069.1_8493, lcl|NW_015148996.1_prot_XP_015176056.1_8480, lcl|NW_015148996.1_prot_XP_015176057.1_8482, lcl|NW_015148996.1_prot_XP_015176048.1_8483, lcl|NW_015148996.1_prot_XP_015176059.1_8484, lcl|NW_015148996.1_prot_XP_015176058.1_8485, lcl|NW_015148996.1_prot_XP_015176049.1_8473, lcl|NW_015148996.1_prot_XP_015176050.1_8474, lcl|NW_015148996.1_prot_XP_015176051.1_8475, lcl|NW_015148996.1_prot_XP_015176052.1_8476, lcl|NW_015148996.1_prot_XP_015176053.1_8477, lcl|NW_015148996.1_prot_XP_015176054.1_8478, lcl|NW_015148996.1_prot_XP_015176055.1_8479
OG0000059	Lflavo2a005324P2, Lflavo2a005324P3, Lflavo2a005324P4, Lflavo2a005324P1	lcl|NW_015149038.1_prot_XP_015183034.1_14658, lcl|NW_015149038.1_prot_XP_015183033.1_14660, lcl|NW_015149038.1_prot_XP_015183032.1_14659, lcl|NW_015149038.1_prot_XP_015183038.1_14667, lcl|NW_015149038.1_prot_XP_015183037.1_14664, lcl|NW_015149038.1_prot_XP_015183028.1_14661, lcl|NW_015149038.1_prot_XP_015183029.1_14662, lcl|NW_015149038.1_prot_XP_015183030.1_14663, lcl|NW_015149038.1_prot_XP_015183035.1_14665, lcl|NW_015149038.1_prot_XP_015183036.1_14666
OG0000060	Lflavo2a005396P1	lcl|NW_015148980.1_prot_XP_015172403.1_4994, lcl|NW_015148980.1_prot_XP_015172404.1_4990, lcl|NW_015148980.1_prot_XP_015172409.1_4989, lcl|NW_015148980.1_prot_XP_015172408.1_4988, lcl|NW_015148980.1_prot_XP_015172401.1_4998, lcl|NW_015148980.1_prot_XP_015172405.1_4997, lcl|NW_015148980.1_prot_XP_015172402.1_5000, lcl|NW_015148980.1_prot_XP_015172400.1_5001, lcl|NW_015148980.1_prot_XP_015172406.1_5004, lcl|NW_015148980.1_prot_XP_015172395.1_5005, lcl|NW_015148980.1_prot_XP_015172396.1_4996, lcl|NW_015148980.1_prot_XP_015172397.1_4991, lcl|NW_015148980.1_prot_XP_015172399.1_4995, lcl|NW_015148980.1_prot_XP_015172407.1_4993, lcl|NW_015148980.1_prot_XP_015172398.1_4999, lcl|NW_015148980.1_prot_XP_015172391.1_5002, lcl|NW_015148980.1_prot_XP_015172392.1_5003, lcl|NW_015148980.1_prot_XP_015172394.1_4992
OG0000061	Lflavo2a012889P1, Lflavo2a008112P1	lcl|NW_015148985.1_prot_XP_015173497.1_6000
OG0000061	Lflavo2a001224P1	lcl|NW_015148970.1_prot_XP_015174052.1_709
OG0000063	Lflavo2a006110P1	lcl|NW_015148972.1_prot_XP_015184437.1_1722, lcl|NW_015148972.1_prot_XP_015184408.1_1719, lcl|NW_015148972.1_prot_XP_015184417.1_1720, lcl|NW_015148972.1_prot_XP_015184428.1_1721
OG0000063	Lflavo2a000561P1, Lflavo2a000561P2	lcl|NW_015149217.1_prot_XP_015189614.1_20554, lcl|NW_015149217.1_prot_XP_015189615.1_20555, lcl|NW_015149217.1_prot_XP_015189616.1_20556, lcl|NW_015149217.1_prot_XP_015189617.1_20557, lcl|NW_015149217.1_prot_XP_015189618.1_20558, lcl|NW_015149217.1_prot_XP_015189619.1_20559, lcl|NW_015149217.1_prot_XP_015189620.1_20560
OG0000063	Lflavo2a006109P1, Lflavo2a006116P1	lcl|NW_015149085.1_prot_XP_015186827.1_18087
OG0000064	Lflavo2a003573P3, Lflavo2a003573P4, Lflavo2a003573P2, Lflavo2a003573P1	lcl|NW_015148980.1_prot_XP_015172423.1_5083, lcl|NW_015148980.1_prot_XP_015172421.1_5081, lcl|NW_015148980.1_prot_XP_015172422.1_5082, lcl|NW_015148980.1_prot_XP_015172420.1_5084, lcl|NW_015148980.1_prot_XP_015172411.1_5074, lcl|NW_015148980.1_prot_XP_015172412.1_5077, lcl|NW_015148980.1_prot_XP_015172416.1_5076, lcl|NW_015148980.1_prot_XP_015172413.1_5075, lcl|NW_015148980.1_prot_XP_015172419.1_5078, lcl|NW_015148980.1_prot_XP_015172410.1_5073, lcl|NW_015148980.1_prot_XP_015172417.1_5079, lcl|NW_015148980.1_prot_XP_015172418.1_5080, lcl|NW_015148980.1_prot_XP_015172424.1_5085, lcl|NW_015148980.1_prot_XP_015172425.1_5086, lcl|NW_015148980.1_prot_XP_015172427.1_5087
