Orthogroup	Liostenogaster_flavolineata	Vespula_vulgaris
OG0000198	Lflavo2a009585P1	KAF7407948.1
OG0000200	Lflavo2a013558P1, Lflavo2a013533P1	KAF7388228.1
OG0000200	Lflavo2a013566P1, Lflavo2a013566P2, Lflavo2a013566P3, Lflavo2a013566P4	KAF7388227.1
OG0000200	Lflavo2a013497P1	KAF7388239.1
OG0000201	Lflavo2a006076P2, Lflavo2a006076P3, Lflavo2a006076P4, Lflavo2a006076P1	KAF7407150.1, KAF7407151.1
OG0000202	Lflavo2a004445P1	KAF7400478.1
OG0000203	Lflavo2a010939P1	KAF7408075.1
OG0000204	Lflavo2a012502P1	KAF7404815.1
OG0000205	Lflavo2a010420P3, Lflavo2a010420P2, Lflavo2a010420P4, Lflavo2a010420P1	KAF7400408.1
OG0000209	Lflavo2a002785P1	KAF7378962.1
OG0000210	Lflavo2a011843P1	KAF7395122.1
OG0000211	Lflavo2a011759P1	KAF7408233.1
OG0000212	Lflavo2a012081P1, Lflavo2a012081P2, Lflavo2a012081P3, Lflavo2a012081P4	KAF7388204.1
OG0000213	Lflavo2a011927P1, Lflavo2a011927P2	KAF7382778.1
OG0000214	Lflavo2a005426P1	KAF7390736.1
OG0000216	Lflavo2a002403P1	KAF7407556.1
OG0000217	Lflavo2a004425P1, Lflavo2a004425P9, Lflavo2a004425P10	KAF7386568.1
OG0000218	Lflavo2a002605P1	KAF7383375.1
OG0000219	Lflavo2a011104P1, Lflavo2a011104P2	KAF7400541.1
OG0000219	Lflavo2a009622P1	KAF7407924.1
OG0000219	Lflavo2a009252P1	KAF7403073.1
OG0000220	Lflavo2a003685P1, Lflavo2a003685P2	KAF7385780.1, KAF7385781.1
OG0000221	Lflavo2a005474P1	KAF7390803.1
OG0000222	Lflavo2a012267P2, Lflavo2a012267P1, Lflavo2a012267P6, Lflavo2a012267P3, Lflavo2a012267P7, Lflavo2a012267P4, Lflavo2a012267P5	KAF7381424.1
OG0000223	Lflavo2a004196P1	KAF7398766.1
OG0000224	Lflavo2a009777P1	KAF7412099.1
OG0000225	Lflavo2a000292P1	KAF7384137.1
OG0000225	Lflavo2a007307P6, Lflavo2a007307P4, Lflavo2a007307P1, Lflavo2a007307P3, Lflavo2a007307P5	KAF7404685.1
OG0000226	Lflavo2a006677P1	KAF7378977.1
OG0000227	Lflavo2a005782P3, Lflavo2a005782P2, Lflavo2a005782P1	KAF7399021.1, KAF7399022.1
OG0000228	Lflavo2a005468P1, Lflavo2a005468P2, Lflavo2a005468P3	KAF7403064.1
OG0000229	Lflavo2a009971P1	KAF7412078.1
OG0000229	Lflavo2a000499P1	KAF7398391.1
OG0000230	Lflavo2a004468P2, Lflavo2a004468P1, Lflavo2a004468P3	KAF7405155.1
OG0000232	Lflavo2a002201P1	KAF7394822.1
OG0000233	Lflavo2a003131P1	KAF7398424.1
OG0000233	Lflavo2a008847P1	KAF7391376.1
OG0000233	Lflavo2a008799P1	KAF7378702.1, KAF7378710.1, KAF7378687.1, KAF7378686.1, KAF7378712.1, KAF7378708.1, KAF7378707.1, KAF7378709.1, KAF7391375.1
OG0000234	Lflavo2a012196P1	KAF7387801.1
OG0000235	Lflavo2a011823P8, Lflavo2a011823P7, Lflavo2a011823P5, Lflavo2a011823P9, Lflavo2a011823P6, Lflavo2a011823P10, Lflavo2a011823P1, Lflavo2a011823P2	KAF7407302.1
OG0000236	Lflavo2a011315P2, Lflavo2a011315P1, Lflavo2a011315P3	KAF7387974.1
OG0000237	Lflavo2a010823P1	KAF7382089.1
OG0000238	Lflavo2a008374P1	KAF7398723.1
OG0000239	Lflavo2a002799P1	KAF7412295.1
OG0000240	Lflavo2a005815P5, Lflavo2a005815P3, Lflavo2a005815P4, Lflavo2a005815P1, Lflavo2a005815P2	KAF7394847.1
OG0000241	Lflavo2a000998P1	KAF7387971.1
OG0000242	Lflavo2a007709P1	KAF7402286.1
OG0000243	Lflavo2a012822P1, Lflavo2a012822P2	KAF7389281.1
OG0000244	Lflavo2a014342P1	KAF7378904.1, KAF7378900.1
OG0000246	Lflavo2a013347P1	KAF7381661.1
OG0000247	Lflavo2a012110P1, Lflavo2a012110P2	KAF7387765.1
OG0000248	Lflavo2a013966P1	KAF7398779.1
OG0000250	Lflavo2a012165P7, Lflavo2a012165P6, Lflavo2a012165P1, Lflavo2a012165P2, Lflavo2a012165P5, Lflavo2a012165P4	KAF7408202.1
OG0000251	Lflavo2a006487P1	KAF7412670.1
OG0000252	Lflavo2a007889P1	KAF7385097.1
OG0000253	Lflavo2a001898P1	KAF7412253.1
OG0000254	Lflavo2a008456P1	KAF7391370.1
OG0000255	Lflavo2a006402P2, Lflavo2a006402P3, Lflavo2a006402P5, Lflavo2a006402P1, Lflavo2a006402P6, Lflavo2a006402P4	KAF7391306.1
OG0000256	Lflavo2a003954P1	KAF7398962.1
OG0000257	Lflavo2a008851P1	KAF7396352.1
OG0000258	Lflavo2a003208P1	KAF7378579.1
OG0000259	Lflavo2a005800P1, Lflavo2a005777P1, Lflavo2a005777P2	KAF7385753.1, KAF7385755.1
OG0000260	Lflavo2a001392P1	KAF7386965.1
OG0000261	Lflavo2a005575P1	KAF7381503.1
OG0000263	Lflavo2a005913P1, Lflavo2a005913P2	KAF7383417.1
OG0000264	Lflavo2a002918P2, Lflavo2a002918P3	KAF7402514.1
OG0000266	Lflavo2a011045P1	KAF7386887.1
OG0000266	Lflavo2a004742P1	KAF7386890.1
OG0000266	Lflavo2a004506P1, Lflavo2a004511P1	KAF7386889.1
OG0000268	Lflavo2a007143P1	KAF7398683.1
OG0000269	Lflavo2a014317P1	KAF7405011.1
OG0000269	Lflavo2a000942P1	KAF7382702.1
OG0000269	Lflavo2a002912P1	KAF7411385.1
OG0000269	Lflavo2a011630P2, Lflavo2a011630P3	KAF7381629.1, KAF7381625.1, KAF7381628.1
OG0000270	Lflavo2a004454P1	KAF7385641.1
OG0000271	Lflavo2a008911P3, Lflavo2a008911P1, Lflavo2a008911P2	KAF7387892.1
OG0000273	Lflavo2a013085P1, Lflavo2a013085P2, Lflavo2a013085P3	KAF7396565.1
OG0000274	Lflavo2a012572P8, Lflavo2a012572P9, Lflavo2a012572P4, Lflavo2a012572P2, Lflavo2a012572P6, Lflavo2a012572P1, Lflavo2a012572P5, Lflavo2a012572P3, Lflavo2a012572P7	KAF7393301.1, KAF7393299.1
OG0000275	Lflavo2a008507P1, Lflavo2a008507P4	KAF7400261.1
OG0000276	Lflavo2a006872P1	KAF7400645.1
OG0000276	Lflavo2a007038P1	KAF7400643.1
OG0000277	Lflavo2a010201P1	KAF7405201.1
OG0000278	Lflavo2a005177P1	KAF7395061.1
OG0000278	Lflavo2a011865P1	KAF7395127.1, KAF7395128.1
OG0000280	Lflavo2a003392P1	KAF7411357.1
OG0000280	Lflavo2a008399P1	KAF7411239.1
OG0000281	Lflavo2a000526P1, Lflavo2a000547P1, Lflavo2a000547P2, Lflavo2a010854P1	KAF7385687.1
OG0000282	Lflavo2a001867P1	KAF7408142.1
OG0000283	Lflavo2a008235P1	KAF7402264.1
OG0000283	Lflavo2a006863P1, Lflavo2a007102P1	KAF7412045.1
OG0000284	Lflavo2a008393P1	KAF7405246.1
OG0000284	Lflavo2a000819P1	KAF7379462.1, KAF7386941.1, KAF7386943.1, KAF7379461.1, KAF7386947.1, KAF7386937.1, KAF7386948.1, KAF7379460.1, KAF7386942.1, KAF7386938.1, KAF7386946.1, KAF7386944.1, KAF7386945.1, KAF7386935.1, KAF7386936.1, KAF7400929.1, KAF7378703.1
OG0000285	Lflavo2a007719P1	KAF7379405.1
OG0000286	Lflavo2a013329P1	KAF7405103.1
OG0000287	Lflavo2a003114P1, Lflavo2a003089P1	KAF7391364.1
OG0000289	Lflavo2a009453P1, Lflavo2a009453P2	KAF7398689.1
OG0000289	Lflavo2a009456P1	KAF7398692.1
OG0000291	Lflavo2a002986P1, Lflavo2a002986P2	KAF7383580.1
OG0000293	Lflavo2a004153P1	KAF7390910.1
OG0000294	Lflavo2a007335P1	KAF7384922.1
OG0000295	Lflavo2a007676P1, Lflavo2a007710P1	KAF7412337.1
OG0000296	Lflavo2a014278P1	KAF7394993.1
OG0000298	Lflavo2a004141P1	KAF7400564.1
OG0000298	Lflavo2a004160P1	KAF7400563.1
OG0000298	Lflavo2a002246P1	KAF7400556.1
OG0000299	Lflavo2a013562P2, Lflavo2a013562P1, Lflavo2a013562P3	KAF7388235.1
OG0000300	Lflavo2a000612P1	KAF7403148.1
OG0000301	Lflavo2a011524P8, Lflavo2a011524P13, Lflavo2a011524P3, Lflavo2a011524P1, Lflavo2a011524P2, Lflavo2a011524P10, Lflavo2a011524P9, Lflavo2a011524P5, Lflavo2a011524P14, Lflavo2a011524P11	KAF7391262.1
OG0000302	Lflavo2a011068P1, Lflavo2a011068P2	KAF7404979.1
OG0000305	Lflavo2a012166P4, Lflavo2a012166P6, Lflavo2a012166P7, Lflavo2a012166P2, Lflavo2a012166P3, Lflavo2a012166P8, Lflavo2a012166P1, Lflavo2a012166P5	KAF7407265.1
OG0000306	Lflavo2a012539P1	KAF7392990.1
OG0000307	Lflavo2a010765P1	KAF7394553.1
OG0000308	Lflavo2a008311P1	KAF7407524.1
OG0000310	Lflavo2a008725P1	KAF7385193.1
OG0000312	Lflavo2a009188P1, Lflavo2a012682P1	KAF7404723.1
OG0000313	Lflavo2a006983P1	KAF7390706.1
OG0000314	Lflavo2a000237P5, Lflavo2a000237P4, Lflavo2a000237P3	KAF7412250.1
OG0000315	Lflavo2a003775P1	KAF7385036.1
OG0000316	Lflavo2a010134P1	KAF7404929.1
OG0000316	Lflavo2a009586P1	KAF7404902.1
OG0000317	Lflavo2a013667P1	KAF7402782.1
OG0000318	Lflavo2a011684P1	KAF7394934.1
OG0000319	Lflavo2a011677P1	KAF7408635.1
OG0000319	Lflavo2a005121P1	KAF7385646.1, KAF7385911.1
OG0000319	Lflavo2a001126P1	KAF7385644.1
OG0000320	Lflavo2a000735P1	KAF7390836.1, KAF7390835.1
OG0000321	Lflavo2a007219P1	KAF7402875.1
OG0000321	Lflavo2a009147P1, Lflavo2a009147P2	KAF7394671.1
OG0000322	Lflavo2a000260P1	KAF7386039.1
OG0000323	Lflavo2a010567P1	KAF7382650.1
OG0000324	Lflavo2a007232P1	KAF7411299.1
OG0000325	Lflavo2a000141P1	KAF7384860.1
OG0000326	Lflavo2a003481P1	KAF7399037.1, KAF7399041.1
OG0000327	Lflavo2a012903P1	KAF7394549.1
OG0000328	Lflavo2a001877P1	KAF7405084.1
OG0000329	Lflavo2a013830P4, Lflavo2a013830P2, Lflavo2a013830P5, Lflavo2a013830P1, Lflavo2a013830P3	KAF7388924.1
OG0000330	Lflavo2a008686P2, Lflavo2a008686P3, Lflavo2a008686P10, Lflavo2a008686P8, Lflavo2a008686P5, Lflavo2a008686P1, Lflavo2a008686P9	KAF7402693.1
OG0000331	Lflavo2a012234P1	KAF7394674.1
OG0000332	Lflavo2a014082P1, Lflavo2a014082P2	KAF7404785.1
OG0000334	Lflavo2a004879P11, Lflavo2a004879P12, Lflavo2a004879P7, Lflavo2a004879P10, Lflavo2a004879P9, Lflavo2a004879P2, Lflavo2a004879P1, Lflavo2a004879P8, Lflavo2a004879P6, Lflavo2a004879P5	KAF7399004.1, KAF7399003.1
OG0000335	Lflavo2a010355P1	KAF7405072.1
OG0000336	Lflavo2a011690P1, Lflavo2a011690P2	KAF7408633.1
OG0000338	Lflavo2a000299P4, Lflavo2a000299P3, Lflavo2a000299P1, Lflavo2a000299P2	KAF7392592.1
OG0000339	Lflavo2a003050P1	KAF7412187.1
OG0000341	Lflavo2a009185P1	KAF7404724.1
OG0000342	Lflavo2a002583P1, Lflavo2a002583P2, Lflavo2a002583P3	KAF7394883.1
OG0000343	Lflavo2a013831P1	KAF7411919.1
OG0000344	Lflavo2a011562P2, Lflavo2a011562P1, Lflavo2a011562P6, Lflavo2a011562P5, Lflavo2a011562P4, Lflavo2a011562P3	KAF7400283.1
OG0000345	Lflavo2a003148P1, Lflavo2a003148P10, Lflavo2a003148P4, Lflavo2a003148P5, Lflavo2a003148P9, Lflavo2a003148P8, Lflavo2a003148P12, Lflavo2a003148P15, Lflavo2a003148P21, Lflavo2a003148P25, Lflavo2a003148P22, Lflavo2a003148P11, Lflavo2a003148P3, Lflavo2a003148P13, Lflavo2a003148P6, Lflavo2a003148P24, Lflavo2a003148P19, Lflavo2a003148P16, Lflavo2a003148P26, Lflavo2a003148P2, Lflavo2a003148P7, Lflavo2a003148P23, Lflavo2a003148P14, Lflavo2a003148P20, Lflavo2a003148P18	KAF7388168.1
OG0000346	Lflavo2a003179P1	KAF7388936.1
OG0000347	Lflavo2a000194P1	KAF7391073.1
OG0000348	Lflavo2a012243P1	KAF7405230.1
OG0000349	Lflavo2a001705P1, Lflavo2a001693P1	KAF7381489.1
OG0000350	Lflavo2a012825P1, Lflavo2a012825P2	KAF7384409.1
OG0000351	Lflavo2a011126P1	KAF7384305.1
OG0000352	Lflavo2a000046P4, Lflavo2a000046P3, Lflavo2a000046P1, Lflavo2a000046P2	KAF7405381.1, KAF7405380.1
OG0000353	Lflavo2a003625P1	KAF7391251.1
OG0000354	Lflavo2a013869P1	KAF7392903.1
OG0000355	Lflavo2a008933P1	KAF7392566.1
OG0000356	Lflavo2a005267P1	KAF7388813.1
OG0000356	Lflavo2a013549P1	KAF7386000.1
OG0000357	Lflavo2a013226P1	KAF7407128.1
OG0000359	Lflavo2a001509P1	KAF7400485.1
OG0000360	Lflavo2a007569P1	KAF7386972.1
OG0000361	Lflavo2a009108P1	KAF7405194.1
OG0000362	Lflavo2a005641P1, Lflavo2a005641P2	KAF7404669.1, KAF7404667.1
OG0000363	Lflavo2a002167P1	KAF7380065.1
OG0000363	Lflavo2a012532P1	KAF7392997.1
OG0000364	Lflavo2a008772P2, Lflavo2a008772P1, Lflavo2a008772P3	KAF7391041.1
OG0000365	Lflavo2a013400P1	KAF7411187.1
OG0000366	Lflavo2a013448P1, Lflavo2a013448P2	KAF7411266.1
OG0000367	Lflavo2a002485P1	KAF7384277.1
OG0000368	Lflavo2a013973P1	KAF7398785.1
OG0000369	Lflavo2a010104P1, Lflavo2a010104P2, Lflavo2a010104P4, Lflavo2a010104P3	KAF7391272.1
OG0000370	Lflavo2a006890P1	KAF7396127.1
OG0000370	Lflavo2a007113P1	KAF7396125.1
OG0000371	Lflavo2a000808P1	KAF7392872.1
OG0000372	Lflavo2a003017P13, Lflavo2a003017P15, Lflavo2a003017P5, Lflavo2a003017P2, Lflavo2a003017P7, Lflavo2a003017P1, Lflavo2a003017P10, Lflavo2a003017P14, Lflavo2a003017P6, Lflavo2a003017P8	KAF7412190.1
OG0000374	Lflavo2a006619P1	KAF7382198.1
OG0000376	Lflavo2a013181P1	KAF7394543.1
OG0000377	Lflavo2a009348P1	KAF7405416.1
OG0000380	Lflavo2a013580P1	KAF7381530.1
OG0000381	Lflavo2a006171P1	KAF7387814.1
OG0000382	Lflavo2a007442P1, Lflavo2a007442P2	KAF7392866.1
OG0000383	Lflavo2a002891P1	KAF7394701.1, KAF7394704.1
OG0000384	Lflavo2a001972P1	KAF7394724.1, KAF7394727.1
OG0000385	Lflavo2a010574P1	KAF7388008.1
OG0000386	Lflavo2a002177P1	KAF7407503.1
OG0000387	Lflavo2a006376P1	KAF7391065.1
OG0000389	Lflavo2a008208P1	KAF7408218.1
OG0000391	Lflavo2a004246P1	KAF7407117.1, KAF7407358.1
OG0000392	Lflavo2a004403P1, Lflavo2a004403P2, Lflavo2a004403P3, Lflavo2a004403P8, Lflavo2a004403P10, Lflavo2a004403P6, Lflavo2a004403P5, Lflavo2a004403P7, Lflavo2a004403P4, Lflavo2a004403P9	KAF7408494.1
OG0000393	Lflavo2a000853P1	KAF7386659.1
OG0000394	Lflavo2a010003P1	KAF7408097.1
OG0000395	Lflavo2a007762P1	KAF7382807.1
OG0000397	Lflavo2a005254P4, Lflavo2a005254P3, Lflavo2a005254P1, Lflavo2a005254P5, Lflavo2a005254P2	KAF7408578.1
OG0000398	Lflavo2a011466P1	KAF7388065.1
OG0000398	Lflavo2a011509P1	KAF7388067.1
OG0000399	Lflavo2a007149P1	KAF7398673.1
OG0000400	Lflavo2a001102P1, Lflavo2a001102P2, Lflavo2a001102P3	KAF7378609.1
OG0000401	Lflavo2a007869P1	KAF7394798.1
OG0000402	Lflavo2a006928P2, Lflavo2a006928P1, Lflavo2a006928P4	KAF7411953.1, KAF7411952.1
OG0000403	Lflavo2a000802P4, Lflavo2a000802P2, Lflavo2a000802P3, Lflavo2a000802P1, Lflavo2a000802P5	KAF7379473.1
OG0000404	Lflavo2a008274P1, Lflavo2a008355P1	KAF7407538.1, KAF7407531.1, KAF7407535.1, KAF7407541.1, KAF7407539.1, KAF7407540.1, KAF7407537.1, KAF7407530.1, KAF7407528.1, KAF7407527.1, KAF7407533.1, KAF7407534.1, KAF7407536.1
OG0000405	Lflavo2a005937P1	KAF7396540.1
OG0000406	Lflavo2a002978P1	KAF7381513.1
OG0000406	Lflavo2a002990P1	KAF7381512.1
OG0000406	Lflavo2a002957P1	KAF7381514.1
OG0000407	Lflavo2a011334P1, Lflavo2a011334P2	KAF7394567.1
OG0000408	Lflavo2a002456P1, Lflavo2a002456P2, Lflavo2a002456P4, Lflavo2a002456P7, Lflavo2a002456P11, Lflavo2a002456P6, Lflavo2a002456P9, Lflavo2a002456P12, Lflavo2a002456P3, Lflavo2a002456P8, Lflavo2a002456P10, Lflavo2a002456P5	KAF7380698.1
OG0000409	Lflavo2a010797P3, Lflavo2a010797P17, Lflavo2a010797P18, Lflavo2a010797P16, Lflavo2a010797P10, Lflavo2a010797P9, Lflavo2a010797P14, Lflavo2a010797P12, Lflavo2a010797P11, Lflavo2a010797P5, Lflavo2a010797P15, Lflavo2a010797P2, Lflavo2a010797P4, Lflavo2a010797P7	KAF7384304.1
OG0000412	Lflavo2a005199P1, Lflavo2a005199P2	KAF7398821.1
OG0000413	Lflavo2a006715P1	KAF7385159.1
OG0000414	Lflavo2a010827P5, Lflavo2a010827P7, Lflavo2a010827P4, Lflavo2a010827P6, Lflavo2a010827P1, Lflavo2a010827P2	KAF7382101.1
OG0000415	Lflavo2a006909P5, Lflavo2a006909P1, Lflavo2a006909P4, Lflavo2a006909P3, Lflavo2a006909P2, Lflavo2a006909P6	KAF7400786.1
OG0000416	Lflavo2a007655P1, Lflavo2a007665P1	KAF7382725.1
OG0000417	Lflavo2a002064P1	KAF7387871.1, KAF7387874.1
OG0000417	Lflavo2a002061P1	KAF7387865.1
OG0000419	Lflavo2a009522P1	KAF7384161.1
OG0000419	Lflavo2a009524P1	KAF7394703.1
OG0000419	Lflavo2a009563P1	KAF7391361.1
OG0000420	Lflavo2a000124P1, Lflavo2a000124P2	KAF7412709.1
OG0000421	Lflavo2a003345P1, Lflavo2a003345P2, Lflavo2a003345P3	KAF7404697.1
OG0000422	Lflavo2a004679P1	KAF7412133.1
OG0000422	Lflavo2a004640P2, Lflavo2a004640P1	KAF7412132.1
OG0000423	Lflavo2a004886P1, Lflavo2a004886P2, Lflavo2a004886P3, Lflavo2a004886P4	KAF7398770.1
OG0000424	Lflavo2a001180P1	KAF7411598.1
OG0000425	Lflavo2a011638P1, Lflavo2a011638P2	KAF7392824.1
OG0000426	Lflavo2a003967P1	KAF7412740.1
OG0000427	Lflavo2a007393P1, Lflavo2a007393P2	KAF7388030.1
OG0000428	Lflavo2a012567P1, Lflavo2a012567P2	KAF7396788.1
OG0000429	Lflavo2a008728P2, Lflavo2a008728P1, Lflavo2a008728P3	KAF7412212.1
OG0000430	Lflavo2a000059P1	KAF7405397.1
OG0000431	Lflavo2a011768P1	KAF7408519.1
OG0000432	Lflavo2a007125P1, Lflavo2a007125P2, Lflavo2a010389P1	KAF7407734.1, KAF7407733.1, KAF7407737.1
OG0000433	Lflavo2a012230P1	KAF7394672.1
OG0000434	Lflavo2a014069P1, Lflavo2a014069P2	KAF7404786.1
OG0000435	Lflavo2a011427P1, Lflavo2a011427P2	KAF7390903.1
OG0000436	Lflavo2a007255P1, Lflavo2a007255P2	KAF7387852.1
OG0000437	Lflavo2a000157P1, Lflavo2a000157P2	KAF7400854.1
OG0000439	Lflavo2a010582P1	KAF7407276.1
OG0000440	Lflavo2a007362P1	KAF7411825.1
OG0000441	Lflavo2a004523P1, Lflavo2a004523P2	KAF7380933.1
OG0000442	Lflavo2a009869P1	KAF7408437.1
OG0000443	Lflavo2a006856P1	KAF7382912.1
OG0000444	Lflavo2a007014P1, Lflavo2a007014P2	KAF7412059.1
OG0000445	Lflavo2a003445P4, Lflavo2a003445P3, Lflavo2a003445P1, Lflavo2a003445P2	KAF7398565.1
OG0000446	Lflavo2a008436P1	KAF7400745.1
OG0000447	Lflavo2a013038P1	KAF7407349.1
OG0000448	Lflavo2a012225P1	KAF7394678.1
OG0000449	Lflavo2a010904P1	KAF7403007.1
OG0000450	Lflavo2a004713P1, Lflavo2a004716P1, Lflavo2a005184P1	KAF7382240.1, KAF7382243.1, KAF7382244.1
OG0000452	Lflavo2a012233P1, Lflavo2a012233P2	KAF7402681.1
OG0000454	Lflavo2a007742P1	KAF7382809.1
OG0000455	Lflavo2a009573P1, Lflavo2a009573P2	KAF7407889.1
OG0000455	Lflavo2a009634P1	KAF7407861.1
OG0000457	Lflavo2a004174P1	KAF7400253.1
OG0000458	Lflavo2a005526P1	KAF7411681.1, KAF7411682.1
OG0000459	Lflavo2a002267P1	KAF7407611.1
OG0000460	Lflavo2a009259P1	KAF7386875.1
OG0000461	Lflavo2a002578P1	KAF7385067.1
OG0000462	Lflavo2a014100P1	KAF7400717.1
OG0000463	Lflavo2a002293P2, Lflavo2a002293P1, Lflavo2a002293P3	KAF7400525.1
OG0000464	Lflavo2a008672P1	KAF7405517.1
OG0000465	Lflavo2a007851P1, Lflavo2a007851P2, Lflavo2a007851P6, Lflavo2a007851P3, Lflavo2a007851P8, Lflavo2a007851P5, Lflavo2a007851P4, Lflavo2a007851P7	KAF7402615.1
OG0000467	Lflavo2a009853P1, Lflavo2a009853P2	KAF7408115.1
OG0000468	Lflavo2a001169P1	KAF7384905.1
OG0000469	Lflavo2a006496P1	KAF7405300.1
OG0000470	Lflavo2a004017P1, Lflavo2a003464P1, Lflavo2a003464P2, Lflavo2a004027P1, Lflavo2a004027P2	KAF7399048.1
OG0000471	Lflavo2a007654P1	KAF7394504.1
OG0000472	Lflavo2a012928P1	KAF7393049.1
OG0000473	Lflavo2a011501P1, Lflavo2a011501P2	KAF7396638.1
OG0000475	Lflavo2a007574P3, Lflavo2a007574P1, Lflavo2a007574P2, Lflavo2a007583P1	KAF7408564.1, KAF7408557.1, KAF7408556.1
OG0000476	Lflavo2a003101P1, Lflavo2a003101P2	KAF7385057.1, KAF7385056.1
OG0000477	Lflavo2a004356P1	KAF7405283.1
OG0000478	Lflavo2a009366P2, Lflavo2a009366P1, Lflavo2a009366P4, Lflavo2a009366P3, Lflavo2a009366P5	KAF7407385.1
OG0000479	Lflavo2a014085P1	KAF7404521.1
OG0000480	Lflavo2a009737P1, Lflavo2a009737P6, Lflavo2a009737P4, Lflavo2a009737P2, Lflavo2a009737P3, Lflavo2a009737P5	KAF7391342.1
OG0000481	Lflavo2a000386P2, Lflavo2a000386P6, Lflavo2a000386P1, Lflavo2a000386P5, Lflavo2a000386P4, Lflavo2a000386P3, Lflavo2a000386P7	KAF7390703.1
OG0000482	Lflavo2a004193P1	KAF7385725.1
OG0000483	Lflavo2a000796P1, Lflavo2a000796P2	KAF7402287.1
OG0000484	Lflavo2a006608P1	KAF7400302.1
OG0000485	Lflavo2a008981P1, Lflavo2a008981P2	KAF7389245.1
OG0000486	Lflavo2a002318P3, Lflavo2a002318P1, Lflavo2a002318P2	KAF7389196.1
OG0000487	Lflavo2a002663P3, Lflavo2a002663P2, Lflavo2a002663P1, Lflavo2a002663P4	KAF7383367.1, KAF7383368.1
OG0000488	Lflavo2a012729P1, Lflavo2a012729P2	KAF7405120.1
OG0000489	Lflavo2a004021P5, Lflavo2a004021P3, Lflavo2a004021P4, Lflavo2a004021P1, Lflavo2a004021P2	KAF7407484.1
OG0000490	Lflavo2a012042P1, Lflavo2a012133P1	KAF7385814.1
OG0000491	Lflavo2a003773P1	KAF7380113.1
OG0000493	Lflavo2a001029P1	KAF7408502.1
OG0000494	Lflavo2a013644P1, Lflavo2a013644P2	KAF7394560.1
OG0000495	Lflavo2a012132P2, Lflavo2a012132P7, Lflavo2a012132P4, Lflavo2a012132P6, Lflavo2a012132P1, Lflavo2a012132P3	KAF7380227.1
OG0000496	Lflavo2a005753P1	KAF7404894.1
OG0000497	Lflavo2a014303P1	KAF7405009.1
OG0000498	Lflavo2a007324P1	KAF7411762.1
OG0000499	Lflavo2a010597P1	KAF7402731.1
OG0000500	Lflavo2a003769P1, Lflavo2a003769P2	KAF7408255.1
OG0000501	Lflavo2a004270P1	KAF7404762.1
OG0000502	Lflavo2a005245P6, Lflavo2a005245P2, Lflavo2a005245P7, Lflavo2a005245P3, Lflavo2a005245P4, Lflavo2a005245P5	KAF7390924.1
OG0000503	Lflavo2a002212P1, Lflavo2a002212P2	KAF7407401.1
OG0000504	Lflavo2a005700P1	KAF7392709.1
OG0000505	Lflavo2a000528P1	KAF7385211.1
OG0000506	Lflavo2a012747P17, Lflavo2a012747P21, Lflavo2a012747P8, Lflavo2a012747P2, Lflavo2a012747P3, Lflavo2a012747P9, Lflavo2a012747P6, Lflavo2a012747P1, Lflavo2a012747P5, Lflavo2a012747P4, Lflavo2a012747P7	KAF7411195.1
OG0000507	Lflavo2a002155P1	KAF7378890.1
OG0000508	Lflavo2a002513P3, Lflavo2a002513P4, Lflavo2a002513P1, Lflavo2a002513P2	KAF7383612.1
OG0000508	Lflavo2a002513P5	KAF7383611.1
OG0000509	Lflavo2a000936P1	KAF7381535.1
OG0000511	Lflavo2a001421P4, Lflavo2a001421P3, Lflavo2a001421P1, Lflavo2a001421P2	KAF7393012.1
OG0000512	Lflavo2a000390P1	KAF7402484.1
OG0000513	Lflavo2a007003P1	KAF7400778.1
OG0000514	Lflavo2a002876P1	KAF7408343.1
OG0000515	Lflavo2a002330P3, Lflavo2a002330P1, Lflavo2a002330P2	KAF7389314.1
OG0000516	Lflavo2a007401P1	KAF7388173.1
OG0000517	Lflavo2a003423P1	KAF7408835.1
OG0000519	Lflavo2a004241P1	KAF7407716.1
OG0000519	Lflavo2a004211P1	KAF7407713.1
OG0000519	Lflavo2a008174P1	KAF7407709.1
OG0000520	Lflavo2a005351P1	KAF7412583.1
OG0000520	Lflavo2a005346P1, Lflavo2a005353P1	KAF7412581.1, KAF7412582.1
OG0000521	Lflavo2a000803P1	KAF7379432.1
OG0000525	Lflavo2a006526P1	KAF7412166.1
OG0000525	Lflavo2a003557P1	KAF7412160.1
OG0000526	Lflavo2a008233P1	KAF7396661.1
OG0000527	Lflavo2a001648P3, Lflavo2a001648P2, Lflavo2a001648P1	KAF7388193.1
OG0000528	Lflavo2a006588P1, Lflavo2a006588P2	KAF7402949.1
OG0000529	Lflavo2a004979P1	KAF7385785.1
OG0000530	Lflavo2a009747P1, Lflavo2a009747P2	KAF7405439.1
OG0000531	Lflavo2a002087P1	KAF7386026.1
OG0000532	Lflavo2a008897P1	KAF7408493.1, KAF7408140.1
OG0000533	Lflavo2a006387P1	KAF7391312.1
OG0000534	Lflavo2a009065P1	KAF7382739.1
OG0000535	Lflavo2a009161P1	KAF7402848.1
OG0000536	Lflavo2a012590P1	KAF7402465.1
OG0000537	Lflavo2a007097P2, Lflavo2a007097P1, Lflavo2a007097P3	KAF7394754.1
OG0000538	Lflavo2a002116P1	KAF7382024.1, KAF7405308.1
OG0000539	Lflavo2a010456P1	KAF7378589.1
