Orthogroup	Liostenogaster_flavolineata	Nasonia_vitripennis
OG0000042	Lflavo2a006215P1, Lflavo2a006217P1	XP_031786193.1, XP_031786192.1, XP_008214674.1, XP_008214673.1, XP_008214676.1, XP_031786195.1, XP_031786196.1, XP_008214670.1, XP_008214666.1, XP_008214668.1, XP_031786186.1, XP_031786187.1, XP_032455651.1, XP_031786190.1, XP_032455653.1, XP_031786191.1, XP_031786194.1, XP_032455658.1, XP_031786188.1, XP_031786189.1, XP_032455652.1, XP_032455655.1, XP_032455654.1, XP_032455662.1, XP_032455656.1, XP_032455657.1, XP_032455659.1, XP_032455661.1, XP_032455664.1, XP_032455663.1, XP_032455660.1
OG0000043	Lflavo2a004456P12, Lflavo2a004456P2, Lflavo2a004456P1, Lflavo2a004456P8, Lflavo2a004456P10, Lflavo2a004456P11, Lflavo2a004456P20, Lflavo2a004456P21, Lflavo2a004456P5, Lflavo2a004456P7, Lflavo2a004456P14, Lflavo2a004456P16, Lflavo2a004456P6, Lflavo2a004456P4, Lflavo2a004456P9, Lflavo2a004456P3, Lflavo2a004456P19, Lflavo2a004456P15, Lflavo2a004456P17	XP_008207256.1, XP_008207254.1, XP_016841042.1, XP_008207255.1, XP_031786869.1, XP_008207253.1, XP_008207260.1, XP_032456385.1, XP_008207261.1, XP_032456386.1, XP_008207259.1, XP_016841040.1, XP_032456384.1
OG0000044	Lflavo2a007287P1	XP_032456378.1, XP_008207343.1, XP_008207335.1, XP_032456375.1, XP_008207334.1, XP_008207330.1, XP_016841470.1, XP_032456376.1, XP_008207342.1, XP_008207331.1, XP_008207338.1, XP_032456373.1, XP_008207341.1, XP_008207339.1, XP_016841467.1, XP_032456374.1, XP_016841468.1, XP_008207336.1, XP_016841469.1, XP_032456377.1, XP_008207337.1, XP_016841464.1, XP_016841466.1, XP_016841471.1, XP_031787313.1, XP_016841463.1, XP_008207333.1, XP_031787312.1, XP_008207328.1, XP_016841462.1
OG0000046	Lflavo2a014282P1	XP_031777039.1, XP_008205666.1, XP_032451997.1, XP_031777038.1, XP_016844799.1, XP_032452000.1, XP_032452001.1, XP_032452002.1, XP_016844804.1, XP_016844810.1, XP_031777041.1, XP_031777042.1, XP_031777043.1, XP_032451998.1, XP_032451999.1
OG0000047	Lflavo2a003367P1, Lflavo2a003367P2, Lflavo2a003367P14, Lflavo2a003367P35, Lflavo2a003367P20, Lflavo2a003367P23, Lflavo2a003367P48, Lflavo2a003367P17, Lflavo2a003367P28, Lflavo2a003367P46, Lflavo2a003367P37, Lflavo2a003367P42, Lflavo2a003367P26, Lflavo2a003367P40, Lflavo2a003367P16, Lflavo2a003367P29, Lflavo2a003367P45, Lflavo2a003367P5, Lflavo2a003367P10, Lflavo2a003367P50, Lflavo2a003367P18, Lflavo2a003367P4, Lflavo2a003367P3, Lflavo2a003367P49, Lflavo2a003367P12, Lflavo2a003367P8, Lflavo2a003367P19, Lflavo2a003367P38, Lflavo2a003367P36, Lflavo2a003367P24, Lflavo2a003367P32, Lflavo2a003367P11, Lflavo2a003367P39, Lflavo2a003367P44, Lflavo2a003367P31, Lflavo2a003367P43, Lflavo2a003367P27, Lflavo2a003367P21	XP_031778465.1, XP_031778446.1, XP_031778445.1, XP_031778464.1, XP_031778456.1, XP_032452701.1, XP_031778468.1, XP_031778467.1, XP_032452702.1, XP_032452704.1, XP_032452703.1, XP_031778466.1
OG0000048	Lflavo2a002829P4, Lflavo2a002829P21, Lflavo2a002829P19, Lflavo2a002829P23, Lflavo2a002829P3, Lflavo2a002829P24, Lflavo2a002829P22, Lflavo2a002829P17, Lflavo2a002829P9, Lflavo2a002829P6, Lflavo2a002829P16, Lflavo2a002829P15, Lflavo2a002829P18, Lflavo2a002829P7, Lflavo2a002829P11, Lflavo2a002829P2, Lflavo2a002829P14, Lflavo2a002829P1, Lflavo2a002829P12, Lflavo2a002829P5, Lflavo2a002829P13, Lflavo2a002829P10	XP_031781752.1
OG0000049	Lflavo2a008078P1	XP_032452202.1, XP_032452203.1, XP_016836996.1, XP_032452199.1, XP_032452200.1, XP_032452201.1, XP_016836995.1, XP_032452198.1, XP_032452194.1, XP_032452195.1, XP_032452197.1, XP_016836993.1, XP_032452191.1, XP_032452192.1, XP_016836994.1, XP_032452193.1, NP_001165865.1, XP_008207920.1, XP_016836992.1
OG0000049	Lflavo2a004370P1	XP_016836481.1, XP_031777005.1, XP_031777006.1, XP_016836483.1, XP_016836473.1, XP_016836474.1, XP_031776999.1
OG0000050	Lflavo2a009334P3, Lflavo2a009334P1, Lflavo2a009334P2	XP_032456488.1, XP_016841783.1, XP_031787284.1, XP_032456489.1, XP_032456487.1, XP_031787283.1, XP_016841786.1, XP_016841785.1, XP_016841787.1, XP_031787282.1, XP_016841780.1, XP_016841781.1, XP_016841779.1, XP_008204677.2, XP_016841784.1
OG0000051	Lflavo2a005093P4, Lflavo2a005093P5, Lflavo2a005093P3, Lflavo2a005093P2, Lflavo2a005093P1	XP_031780374.1, XP_031780373.1, XP_031780367.1, XP_031780368.1, XP_031780369.1, XP_032452791.1, XP_032452792.1, XP_032452793.1, XP_032452794.1, XP_031780371.1, XP_032452796.1, XP_032452798.1, XP_032452800.1, XP_032452801.1, XP_032452802.1, XP_032452803.1, XP_032452804.1, XP_031780370.1, XP_032452795.1, XP_031780359.1, XP_031780360.1, XP_031780361.1, XP_031780362.1, XP_031780363.1, XP_031780364.1, XP_031780365.1, XP_031780366.1, XP_031780372.1, XP_032452799.1
OG0000052	Lflavo2a004092P21, Lflavo2a004092P22, Lflavo2a004092P19, Lflavo2a004092P16, Lflavo2a004092P20, Lflavo2a004092P1, Lflavo2a004092P4, Lflavo2a004092P10, Lflavo2a004092P14, Lflavo2a004092P2, Lflavo2a004092P13, Lflavo2a004092P5, Lflavo2a004092P11, Lflavo2a004092P18, Lflavo2a004092P17, Lflavo2a004092P23, Lflavo2a004092P12, Lflavo2a004092P7, Lflavo2a004092P3, Lflavo2a004092P8, Lflavo2a004092P6, Lflavo2a004092P15, Lflavo2a004092P9	XP_031784724.1, XP_032451982.1, XP_031784738.1, XP_031784716.1, XP_031784730.1, XP_016842107.1, XP_032451981.1, XP_032451984.1, XP_031784722.1, XP_032451983.1
OG0000053	Lflavo2a003352P1	XP_001606152.2, XP_008201860.1, XP_031788261.1, XP_032456307.1, XP_003425279.1, XP_032456305.1, XP_032456306.1, XP_008201859.1, XP_016842346.1, XP_031788257.1, XP_001606111.2, XP_008201838.1, XP_008201837.1, XP_008201843.1, XP_008201830.1, XP_008201845.1, XP_016842349.1, XP_008201842.1, XP_008201833.1, XP_016842348.1, XP_016842350.1, XP_008201839.1, XP_016842347.1, XP_031788256.1, XP_032456303.1, XP_032456304.1, XP_008201836.1, XP_008201831.1, XP_008201835.1
OG0000054	Lflavo2a013931P1	XP_008213406.1, XP_032453732.1, XP_008213410.1, XP_032453737.1, XP_008213396.1, XP_008213403.1, XP_032453729.1, XP_008213392.1, XP_032453722.1, XP_008213398.1, XP_032453724.1
OG0000055	Lflavo2a010076P3, Lflavo2a010076P1, Lflavo2a010076P2	XP_032452890.1, XP_032452887.1, XP_016837207.1, XP_031779074.1, XP_032452885.1, XP_032452886.1, XP_008209793.1, XP_016837205.1, XP_016837201.1, XP_016837202.1, XP_016837203.1, XP_016837200.1, XP_016837204.1, XP_016837206.1, XP_032452892.1, XP_031779073.1, XP_032452889.1
OG0000056	Lflavo2a010834P1	XP_031783239.1, XP_016840235.1, XP_016840236.1, XP_008203482.1, XP_016838504.1, XP_016838497.1, XP_016838503.1, XP_031779633.1, XP_031779627.1, XP_031779630.1, XP_031779631.1, XP_031779632.1, XP_031779628.1, XP_031779629.1, XP_016838498.1, XP_031779624.1, XP_031779625.1, XP_031779626.1
OG0000057	Lflavo2a012106P3, Lflavo2a012106P1, Lflavo2a012106P5, Lflavo2a012106P4, Lflavo2a012106P2	XP_032455499.1, XP_032455502.1, XP_031786473.1, XP_008208522.1, XP_032455500.1, XP_016843511.1, XP_016843510.1, XP_016843508.1, XP_016843509.1, XP_032455498.1, XP_032455501.1, XP_031786472.1, XP_001601947.1, XP_016843506.1, XP_016843505.1, XP_016843507.1
OG0000058	Lflavo2a012777P1	XP_016841265.1, XP_008206852.1, XP_016841263.1, XP_016841264.1, XP_032456789.1, XP_032456786.1, XP_032456787.1, XP_031787214.1, XP_031787216.1, XP_032456791.1, XP_032456788.1, XP_008206859.1, XP_001601609.2, XP_031787208.1, XP_032456785.1, XP_031787209.1, XP_031787211.1, XP_031787210.1, XP_008206863.1, XP_031787213.1, XP_008206865.1, XP_031787212.1, XP_008206860.1
OG0000059	Lflavo2a005324P2, Lflavo2a005324P3, Lflavo2a005324P4, Lflavo2a005324P1	XP_016837777.1, XP_016837775.1, XP_031779312.1, XP_032453345.1, XP_032453348.1, XP_032453347.1, XP_016837780.1, XP_016837781.1, XP_016837769.1, XP_031779313.1, XP_008217709.1, XP_032453346.1, XP_016837783.1
OG0000060	Lflavo2a005396P1	XP_008209864.1, XP_008209859.1, XP_003427167.1, XP_016838532.1, XP_008209862.1, XP_031778379.1, XP_031778380.1, XP_031778383.1, XP_008209858.1, XP_008209860.1, XP_031778382.1, XP_008209857.1, XP_016838530.1, XP_031778378.1, XP_008209861.1, XP_031778381.1
OG0000061	Lflavo2a012889P1, Lflavo2a008112P1	XP_001607717.1, XP_008202870.1, XP_016843625.1, XP_001599199.1, XP_001599641.1, XP_001599883.1, XP_001603712.1, XP_001607826.1, XP_001607891.1, XP_001607931.1, XP_001607947.1, XP_001608227.1, XP_031778026.1, XP_031778028.1, XP_031778029.1, XP_031787980.1, XP_031787981.1, XP_032456654.1, XP_016836664.1
OG0000063	Lflavo2a006110P1	XP_008214580.1, XP_032454759.1, XP_008214582.1, XP_032454760.1
OG0000063	Lflavo2a000561P1, Lflavo2a000561P2	XP_008202068.1, XP_008202069.1, XP_031777222.1, XP_008202070.1, XP_031777223.1
OG0000063	Lflavo2a006109P1, Lflavo2a006116P1	XP_001604413.2, XP_008207018.1
OG0000064	Lflavo2a003573P3, Lflavo2a003573P4, Lflavo2a003573P2, Lflavo2a003573P1	XP_031787859.1, XP_031787861.1, XP_031787862.1, XP_031787851.1, XP_031787852.1, XP_031787853.1, XP_031787854.1, XP_031787855.1, XP_031787856.1, XP_031787858.1, XP_032456683.1, XP_032456684.1, XP_032456685.1, XP_032456682.1, XP_003424451.1, XP_032456680.1, XP_031787847.1, XP_031787846.1, XP_032456681.1, XP_031787850.1, XP_031787848.1, XP_032456678.1, XP_031787849.1, XP_031787844.1, XP_031787845.1, XP_008216945.1, XP_032456679.1
OG0000065	Lflavo2a005465P1, Lflavo2a005404P2	XP_031783714.1, XP_031783715.1
OG0000065	Lflavo2a005404P1	XP_031783719.1
OG0000066	Lflavo2a004950P1, Lflavo2a005259P1, Lflavo2a000291P1, Lflavo2a006557P1, Lflavo2a008407P1, Lflavo2a008519P1, Lflavo2a006753P1, Lflavo2a002200P1, Lflavo2a001314P1, Lflavo2a007398P1, Lflavo2a007434P1, Lflavo2a006366P1, Lflavo2a013838P1, Lflavo2a001212P1, Lflavo2a003893P1, Lflavo2a010937P1, Lflavo2a005861P1, Lflavo2a007750P1, Lflavo2a000328P1, Lflavo2a002130P1, Lflavo2a014312P1, Lflavo2a004225P1, Lflavo2a002704P1	XP_008212369.2
OG0000067	Lflavo2a011727P4, Lflavo2a011727P6, Lflavo2a011727P5, Lflavo2a011727P1, Lflavo2a011727P7, Lflavo2a011727P3, Lflavo2a011727P2	XP_031785534.1, XP_032455633.1, XP_032455636.1, XP_016840692.1, XP_016840690.1, XP_032455630.1, XP_008205464.1, XP_016840689.1, XP_016840691.1, XP_032455635.1, XP_032455629.1, XP_016840694.1, XP_032455634.1, XP_016840695.1, XP_032455631.1
OG0000068	Lflavo2a004050P2, Lflavo2a004050P5, Lflavo2a004050P4, Lflavo2a004050P1, Lflavo2a004050P3	XP_031781588.1, XP_032457586.1, XP_016843686.1, XP_016843687.1, XP_016843691.1, XP_016843692.1, XP_016843688.1, XP_016843681.1, XP_016843690.1, XP_032457587.1, XP_016843685.1, XP_016843689.1, XP_016843682.1, XP_016843684.1, XP_016843683.1
OG0000069	Lflavo2a002358P1	NP_001234904.1, XP_031787428.1, XP_031787426.1, XP_031787427.1
OG0000069	Lflavo2a013124P1	NP_001234892.1, XP_031783033.1, XP_031783032.1, XP_008205092.1, XP_008205100.1, XP_008205101.1, XP_031783027.1, XP_031783028.1, XP_031783029.1, XP_031783030.1, XP_032453599.1, XP_032453600.1, XP_031783031.1
OG0000070	Lflavo2a010727P1	XP_008204248.1, XP_016837470.2, XP_031780885.1, XP_032453175.1, XP_032453176.1, XP_001604322.2, XP_032453171.1, XP_032453172.1, XP_032453173.1, XP_032453174.1, XP_016837469.1, XP_032453177.1, XP_016837471.1, XP_031780884.1, XP_032453178.1, XP_032453179.1
OG0000071	Lflavo2a004142P1	XP_031777084.1, XP_031777087.1, XP_031777090.1, XP_032457493.1, XP_031777086.1, XP_031777083.1, XP_031777089.1, XP_031777088.1, XP_031777082.1, XP_016845785.2, XP_016845777.2, XP_016845781.2, XP_016845775.2, XP_016845780.2, XP_016845782.2, XP_016845779.2, XP_016845774.2, XP_016845776.2, XP_016845778.2, XP_016845783.2, XP_016845786.2, XP_016845787.2, XP_016845784.2, XP_032457492.1
OG0000072	Lflavo2a004517P10, Lflavo2a004517P5, Lflavo2a004517P4, Lflavo2a004517P6, Lflavo2a004517P7, Lflavo2a004517P1, Lflavo2a004517P3, Lflavo2a004517P8, Lflavo2a004517P9	XP_016845290.1, XP_032455674.1, XP_031786153.1, XP_032455672.1, XP_031786156.1, XP_016845288.1, XP_008214678.1, XP_008214683.1, XP_008214681.1, XP_008214679.1, XP_032455668.1, XP_032455671.1, XP_016845294.1, XP_016845296.1, XP_032455675.1, XP_016845300.1, XP_016845301.1, XP_016845299.1, XP_032455676.1, XP_032455677.1, XP_031786154.1, XP_016845291.1, XP_016845293.1, XP_016845295.1, XP_032455673.1, XP_016845297.1
OG0000073	Lflavo2a011526P1	XP_016844971.1, XP_016844975.1, XP_032456658.1, XP_016844969.1, XP_016844970.1, XP_031787993.1, XP_016844974.1, XP_016844973.1, XP_032456660.1, XP_016844976.1, XP_016844972.1, XP_031787992.1, XP_032456657.1, XP_032456659.1, XP_032456663.1, XP_031787996.1, XP_031787997.1, XP_016844977.1, XP_032456662.1, XP_032456661.1, XP_032456668.1, XP_032456667.1, XP_032456666.1, XP_032456665.1, XP_031787995.1, XP_031787994.1, XP_032456664.1
OG0000074	Lflavo2a005449P3, Lflavo2a005449P2, Lflavo2a005449P5, Lflavo2a005449P8, Lflavo2a005449P1, Lflavo2a005449P6, Lflavo2a005449P9, Lflavo2a005449P7, Lflavo2a005449P4	XP_031781334.1, XP_031781339.1, XP_031781338.1, XP_031781337.1
OG0000074	Lflavo2a005566P1	XP_031781342.1, XP_032457494.1, XP_031781341.1, XP_031781336.1, XP_031781340.1, XP_031781335.1, XP_031781330.1, XP_031781328.1, XP_031781331.1, XP_031781333.1, XP_031781332.1, XP_031781325.1, XP_031781319.1, XP_031781323.1, XP_031781318.1, XP_031781324.1, XP_031781321.1, XP_031781322.1, XP_031781326.1, XP_031781327.1, XP_031781329.1
OG0000075	Lflavo2a001715P9, Lflavo2a001715P18, Lflavo2a001715P19	XP_031779478.1, XP_031779474.1, XP_031779476.1, XP_031779471.1, XP_031779472.1, XP_031779475.1, XP_016838326.1, XP_016838327.1, XP_031779468.1, XP_031779469.1, XP_031779482.1, XP_032453103.1, XP_031779480.1, XP_031779483.1, XP_031779481.1, XP_031779479.1, XP_032453101.1, XP_031779473.1, XP_031779470.1
OG0000076	Lflavo2a003116P1	XP_031778174.1, XP_031778173.1, XP_031778172.1, XP_031778169.1, XP_016840520.1, XP_031778171.1, XP_031778167.1, XP_031778168.1, XP_031778170.1, XP_031778175.1
OG0000077	Lflavo2a007413P1	XP_032452905.1, XP_032452906.1, XP_001606131.2, XP_032452903.1, XP_016838153.1, XP_032452898.1, XP_032452899.1, XP_008209803.1, XP_008209804.1, XP_008209805.1, XP_008209806.1, XP_008209807.1, XP_032452900.1, XP_032452901.1, XP_032452904.1, XP_008209808.1, XP_016838154.1, XP_032452907.1, XP_032452908.1
OG0000078	Lflavo2a005004P1	XP_031783844.1, XP_031783845.1, XP_032453693.1, XP_031783848.1, XP_032453699.1, XP_031783847.1, XP_032453698.1, XP_031783849.1, XP_031783846.1, XP_031783842.1, XP_032453692.1, XP_031783843.1, XP_031783841.1, XP_032453697.1, XP_016839181.1, XP_032453695.1, XP_032453694.1, XP_016839174.1, XP_032453696.1, XP_016839180.1, XP_031783850.1
OG0000079	Lflavo2a007557P2, Lflavo2a007557P1, Lflavo2a007557P3	XP_001601214.2, XP_008206809.1, XP_032456279.1, XP_032456280.1, XP_008206814.1, XP_008206813.1, XP_032456275.1, XP_032456276.1, XP_031786985.1, XP_032456261.1, XP_016841333.1, XP_032456264.1, XP_032456265.1, XP_032456266.1, XP_032456267.1, XP_032456268.1, XP_032456269.1, XP_032456270.1, XP_032456271.1, XP_032456272.1, XP_008206812.3, XP_032456274.1, XP_032456262.1, XP_003426643.1, XP_003426644.1, XP_032456273.1, XP_003426645.1, XP_032456277.1
OG0000080	Lflavo2a008759P9, Lflavo2a008759P5, Lflavo2a008759P1, Lflavo2a008759P2, Lflavo2a008759P3, Lflavo2a008759P10, Lflavo2a008759P4, Lflavo2a008759P6, Lflavo2a008759P8, Lflavo2a008759P7	XP_031779487.1, XP_031779485.1, XP_031779486.1, XP_016844677.1, XP_016844678.1, XP_016844676.1, XP_016844679.1, XP_016844675.1, XP_016844674.1, XP_016844673.1
OG0000081	Lflavo2a005539P7, Lflavo2a005539P13, Lflavo2a005539P15, Lflavo2a005539P5, Lflavo2a005539P11, Lflavo2a005539P9, Lflavo2a005539P16, Lflavo2a005539P14, Lflavo2a005539P3, Lflavo2a005539P6	XP_032455727.1, XP_031785483.1, XP_003426923.2, XP_032455726.1, XP_031785481.1, XP_032455728.1, XP_032455729.1, XP_001601217.3, XP_008208392.1, XP_016843440.1, XP_016843441.1, XP_031785480.1
OG0000082	Lflavo2a010778P2, Lflavo2a010778P1, Lflavo2a010778P4, Lflavo2a010778P3, Lflavo2a010778P5, Lflavo2a010778P6, Lflavo2a010778P12, Lflavo2a010778P13	XP_016844047.1, XP_031787866.1, XP_016844030.1, XP_016844019.1, XP_031787865.1, XP_008215722.2, XP_016843992.1, XP_016843998.1, XP_008215721.1, XP_031787867.1, XP_031787869.1, XP_032457060.1, XP_016844037.1, XP_016844024.1, XP_032457059.1, XP_008215730.1, XP_016844013.1, XP_032457058.1, XP_016844006.1
OG0000083	Lflavo2a006253P1, Lflavo2a006253P5, Lflavo2a006253P2, Lflavo2a006253P3	XP_031785658.1, XP_031785650.1, XP_031785651.1, XP_031785655.1, XP_031785648.1, XP_031785657.1, XP_031785646.1, XP_031785652.1, XP_031785654.1, XP_031785656.1, XP_031785653.1, XP_031785645.1, XP_031785647.1
OG0000084	Lflavo2a007302P1, Lflavo2a007302P2	XP_031776727.1, XP_031776725.1, XP_032451691.1, XP_031776726.1, XP_031776718.1, XP_031776719.1, XP_031776720.1, XP_031776724.1, XP_031776722.1, XP_032451690.1, XP_031776721.1, XP_031776723.1, XP_016836763.1
OG0000085	Lflavo2a007544P6, Lflavo2a007544P7, Lflavo2a007544P5, Lflavo2a007544P3, Lflavo2a007544P1, Lflavo2a007544P2, Lflavo2a007544P4, Lflavo2a006771P1	XP_016838936.1, XP_016838930.1, XP_016838935.1, XP_016838932.1, XP_016838937.1, XP_016838931.1, XP_016838934.1
OG0000086	Lflavo2a005397P6, Lflavo2a005397P5, Lflavo2a005397P3, Lflavo2a005397P4, Lflavo2a005397P8, Lflavo2a005397P11, Lflavo2a005397P12, Lflavo2a005397P9, Lflavo2a005397P10, Lflavo2a005397P7, Lflavo2a005397P2	XP_031779813.1, XP_031779807.1, XP_031779808.1, XP_031779810.1, XP_032457374.1, XP_031779814.1, XP_032457375.1, XP_031779815.1, XP_031779818.1, XP_032457376.1, XP_031779806.1, XP_031779809.1, XP_031779812.1
OG0000087	Lflavo2a000799P6, Lflavo2a000799P5, Lflavo2a000799P3, Lflavo2a000799P4, Lflavo2a000799P1, Lflavo2a000799P2	XP_032452996.1, XP_032452995.1, XP_032452997.1, XP_031780222.1, XP_008204237.1, XP_008204239.1, XP_008204229.1, XP_031780224.1, XP_008204236.1, XP_031780223.1, XP_031780221.1, XP_031780225.1, XP_031780226.1, XP_032452994.1
OG0000088	Lflavo2a003020P1	XP_032453781.1, XP_032453782.1, XP_032453773.1, XP_008203728.1, XP_008203729.1, XP_031782043.1, XP_031782044.1, XP_031782045.1, XP_032453771.1, XP_032453772.1, XP_032453780.1, XP_001602959.1, XP_032453778.1, XP_032453776.1, XP_008203724.1, XP_032453762.1, XP_032453764.1, XP_032453765.1, XP_032453766.1, XP_032453767.1, XP_032453768.1, XP_008203727.1, XP_032453769.1, XP_031782046.1, XP_016839302.1, XP_031782042.1, XP_016839301.1, XP_016839300.1, XP_032453779.1
OG0000089	Lflavo2a005712P1	XP_001599909.1, XP_001603608.1, XP_001607191.1, XP_001607725.1, XP_001607906.1, XP_001607945.1, XP_001608226.1, XP_001608234.1, XP_003424473.1, XP_016836789.2, XP_016844748.1, XP_031777923.1, XP_031778030.1, XP_031778031.1, XP_031778032.1, XP_031787525.1, XP_031787982.1
OG0000090	Lflavo2a000524P1	NP_001177710.1
OG0000090	Lflavo2a014212P1	NP_001177712.1
OG0000090	Lflavo2a000486P1, Lflavo2a000523P1	NP_001177643.1, NP_001177620.1, NP_001177621.1
OG0000091	Lflavo2a006173P1, Lflavo2a006173P4, Lflavo2a006173P3, Lflavo2a006173P2	XP_032454968.1, XP_032454978.1, XP_032454969.1, XP_031784624.1, XP_016840422.1, XP_031784628.1, XP_031784627.1, XP_031784629.1, XP_032454971.1, XP_032454972.1, XP_032454973.1, XP_032454974.1, XP_032454975.1, XP_032454976.1, XP_032454977.1, XP_031784626.1, XP_031784625.1, XP_032454970.1, XP_032454979.1
OG0000092	Lflavo2a006725P1, Lflavo2a006725P2, Lflavo2a006725P5, Lflavo2a006725P10, Lflavo2a006725P4, Lflavo2a006725P7, Lflavo2a006725P6, Lflavo2a006725P9, Lflavo2a006725P3, Lflavo2a006725P8	XP_031780456.1, XP_031780451.1, XP_031780454.1, XP_031780453.1, XP_032453476.1, XP_031780452.1, XP_032453477.1, XP_031780460.1, XP_031780458.1, XP_031780457.1, XP_031780459.1
OG0000093	Lflavo2a010471P3, Lflavo2a010471P1, Lflavo2a010471P2	XP_032454536.1, XP_032454540.1, XP_032454539.1, XP_032454533.1, XP_032454538.1, XP_032454534.1, XP_032454535.1, XP_016840014.1, XP_031782354.1, XP_032454532.1, XP_031782360.1, XP_032454537.1
OG0000094	Lflavo2a003367P41, Lflavo2a003367P13, Lflavo2a003367P9, Lflavo2a003367P33, Lflavo2a003367P30, Lflavo2a003367P25, Lflavo2a003367P6, Lflavo2a003367P22, Lflavo2a003367P15, Lflavo2a003367P34, Lflavo2a003367P47, Lflavo2a003367P7	XP_032452675.1, XP_032452689.1, XP_032452696.1, XP_032452697.1, XP_032452668.1, XP_032452680.1, XP_032452693.1, XP_032452695.1, XP_032452691.1, XP_032452688.1, XP_032452682.1, XP_032452692.1, XP_032452670.1, XP_032452672.1, XP_032452667.1, XP_032452674.1, XP_032452671.1, XP_032452669.1, XP_032452673.1, XP_032452676.1, XP_032452677.1, XP_032452683.1, XP_032452684.1, XP_032452678.1, XP_032452690.1, XP_032452686.1
OG0000095	Lflavo2a002769P1, Lflavo2a005462P1	XP_001604944.4
OG0000095	Lflavo2a000774P1	XP_008216555.1, XP_001605447.2, XP_008216554.1
OG0000096	Lflavo2a013346P1	XP_032453288.1, XP_032453290.1, XP_032453293.1
OG0000097	Lflavo2a012213P1	XP_016840522.1, XP_032455361.1, XP_016840523.1, XP_032455362.1, XP_032455363.1, XP_032455364.1, XP_032455365.1, XP_032455366.1, XP_032455368.1, XP_032455369.1, XP_032455370.1, XP_032455371.1, XP_032455372.1, XP_016840521.1, XP_032455358.1, XP_032455359.1, XP_032455360.1, XP_008211441.1, XP_008211442.1, XP_016840516.1, XP_016840518.1, XP_031784849.1, XP_031784850.1, XP_016840519.1, XP_032455355.1, XP_032455356.1, XP_031784851.1, XP_032455367.1, XP_032455373.1, XP_032455374.1, XP_032455375.1, XP_032455376.1
OG0000098	Lflavo2a006291P1	XP_031777943.1
OG0000099	Lflavo2a014333P1	NP_001166001.1, XP_032454403.1, XP_032454414.1, XP_032454433.1, XP_031789348.1, XP_031789349.1, XP_031789350.1, XP_031789351.1, NP_001165999.1, XP_031787437.1, XP_001604822.1, XP_031780867.1, XP_031780875.1, NP_001165939.1, XP_001603529.3, XP_016843419.1
OG0000100	Lflavo2a001091P1	XP_032453981.1, XP_032453982.1, XP_008203758.1, XP_031782587.1, XP_031782588.1, XP_031782589.1, XP_031782590.1, XP_032453980.1
OG0000101	Lflavo2a008868P24, Lflavo2a008868P23, Lflavo2a008868P14, Lflavo2a008868P15, Lflavo2a008868P11, Lflavo2a008868P6, Lflavo2a008868P16, Lflavo2a008868P7, Lflavo2a008868P10, Lflavo2a008868P21, Lflavo2a008868P20, Lflavo2a008868P18, Lflavo2a008868P19, Lflavo2a008868P8, Lflavo2a008868P12, Lflavo2a008868P17, Lflavo2a008868P5, Lflavo2a008868P1, Lflavo2a008868P2, Lflavo2a008868P4, Lflavo2a008868P9, Lflavo2a008868P13	XP_031785899.1, XP_032457912.1, XP_031785898.1, XP_032457911.1, XP_031785896.1, XP_032457909.1, XP_031785900.1, XP_031785895.1, XP_031785897.1, XP_031785891.1, XP_031785892.1, XP_031785893.1, XP_031785894.1, XP_032457907.1, XP_032457908.1
