Orthogroup	Liostenogaster_flavolineata	Apis_mellifera
OG0000055	Lflavo2a010076P3, Lflavo2a010076P1, Lflavo2a010076P2	XP_026295051.1, XP_026295050.1, XP_026295061.1, XP_016766161.1, XP_026295069.1, XP_026295068.1, XP_016766152.1, XP_026295056.1, XP_026295055.1, XP_026295059.1, XP_026295053.1, XP_026295070.1, XP_026295057.1, XP_026295063.1, XP_026295060.1, XP_016766160.2, XP_006563810.1, XP_026295062.1, XP_026295065.1, XP_026295064.1, XP_026295058.1, XP_016766158.2, XP_026295052.1
OG0000056	Lflavo2a010834P1	XP_026301865.1, XP_026301866.1, XP_026301867.1, XP_026301868.1, XP_026301869.1, XP_026301870.1, XP_026301871.1, XP_026301872.1, XP_026301873.1, XP_026301874.1, XP_026301875.1, XP_026301876.1, XP_026301877.1, XP_026301878.1, XP_026301879.1, XP_026301880.1, XP_026301881.1, XP_026301882.1, XP_026301883.1, XP_026301884.1, XP_026301885.1, XP_026301862.1, XP_016767936.2, XP_026301864.1, XP_026301860.1, XP_026301857.1, XP_026301858.1, XP_026301861.1, XP_006565038.3, XP_026301863.1, XP_026301859.1
OG0000057	Lflavo2a012106P3, Lflavo2a012106P1, Lflavo2a012106P5, Lflavo2a012106P4, Lflavo2a012106P2	XP_026298798.1, XP_016769390.1, XP_026298801.1, XP_026298811.1, XP_026298795.1, XP_026298793.1, XP_026298792.1, XP_026298808.1, XP_026298804.1, XP_026298809.1, XP_026298794.1, XP_026298796.1, XP_026298797.1, XP_026298802.1, XP_026298805.1, XP_026298807.1, XP_026298803.1, XP_026298799.1, XP_026298800.1, XP_026298806.1, XP_006567426.1, XP_026298810.1
OG0000058	Lflavo2a012777P1	XP_006570216.1, XP_006570218.1, XP_006570219.1, XP_006570220.1, XP_006570221.1, XP_006570222.1, XP_006570223.1, XP_016766877.1, XP_016766879.1, XP_026295163.1, XP_006570211.1, XP_006570212.1, XP_006570213.1, XP_006570214.1, XP_624065.2, XP_006570215.1
OG0000059	Lflavo2a005324P2, Lflavo2a005324P3, Lflavo2a005324P4, Lflavo2a005324P1	XP_026300014.1, XP_026300015.1, XP_026300016.1, XP_026300017.1, XP_026300018.1, XP_026300019.1, XP_026300020.1, XP_026300021.1, XP_026300022.1, XP_026300023.1, XP_026300024.1, XP_026300025.1, XP_026300026.1, XP_026300027.1, XP_026300028.1, XP_026300029.1, XP_026300030.1, XP_026300031.1, XP_026300032.1, XP_026300033.1, XP_026300034.1, XP_026300035.1, XP_026300010.1, XP_026300011.1, XP_026300012.1, XP_026300013.1
OG0000060	Lflavo2a005396P1	XP_006565659.1, XP_016771476.1, XP_006565663.1, XP_006565664.1, XP_006565652.1, XP_006565661.1, NP_001013024.1, XP_016771479.1, XP_006565660.1, XP_006565658.1, XP_006565655.1, XP_006565653.1, XP_006565651.1, XP_006565650.1, XP_006565657.1, XP_006565654.1, XP_006565656.1, XP_016771477.1, XP_006565662.1
OG0000061	Lflavo2a012889P1, Lflavo2a008112P1	XP_624700.1
OG0000061	Lflavo2a001224P1	XP_001120186.1
OG0000061	Lflavo2a004039P1	XP_003251613.1
OG0000063	Lflavo2a006110P1	XP_393750.5
OG0000063	Lflavo2a000561P1, Lflavo2a000561P2	XP_006564136.1, XP_006564137.1, XP_006564140.1, XP_016768162.1, XP_026297225.1, XP_006564141.1
OG0000063	Lflavo2a006109P1, Lflavo2a006116P1	XP_006566761.2, XP_006566762.2, XP_006566763.2, XP_006566764.2, XP_026299796.1
OG0000064	Lflavo2a003573P3, Lflavo2a003573P4, Lflavo2a003573P2, Lflavo2a003573P1	XP_016771688.2, XP_016771693.2, XP_016771683.2, XP_016771685.2, XP_016771686.2, XP_016771690.2, XP_016771692.2, XP_016771694.2, XP_016771689.2, XP_016771691.2, XP_016771684.2
OG0000065	Lflavo2a005465P1, Lflavo2a005404P2	XP_006558527.1, XP_006558529.1
OG0000065	Lflavo2a005404P1	XP_006558533.1, XP_006558536.1, XP_006558535.1, NP_001035356.1
OG0000066	Lflavo2a005861P1	XP_006572180.1
OG0000067	Lflavo2a011727P4, Lflavo2a011727P6, Lflavo2a011727P5, Lflavo2a011727P1, Lflavo2a011727P7, Lflavo2a011727P3, Lflavo2a011727P2	XP_026295789.1, XP_026295788.1, XP_026295785.1, XP_026295791.1, XP_026295792.1, XP_026295786.1, XP_026295787.1, XP_026295783.1, XP_026295782.1, XP_026295784.1, XP_026295790.1, XP_026295793.1
OG0000068	Lflavo2a004050P2, Lflavo2a004050P5, Lflavo2a004050P4, Lflavo2a004050P1, Lflavo2a004050P3	XP_026297310.1, XP_026297317.1, XP_026297315.1, XP_026297308.1, XP_026297311.1, XP_026297309.1, XP_026297316.1, XP_026297314.1, XP_026297305.1, XP_026297312.1, XP_026297321.1, XP_026297319.1, XP_026297318.1, XP_026297313.1, XP_026297303.1, XP_026297304.1, XP_026297306.1, XP_026297307.1
OG0000069	Lflavo2a002358P1	XP_016768432.1, NP_001091691.1, XP_006562617.1, XP_006562618.1, XP_016768429.1, XP_016768430.1, XP_006562616.1, XP_026297368.1, XP_026297369.1, XP_026297370.1
OG0000069	Lflavo2a013124P1	XP_026296330.1, XP_016767553.1, NP_001073029.1, XP_016767550.1, XP_016767551.1, XP_016767552.1, XP_016767555.1, XP_016767556.1, XP_026296329.1, XP_026296328.1
OG0000070	Lflavo2a010727P1	XP_016769734.2, XP_026299164.1, XP_026299165.1, XP_026299168.1, XP_016769737.1, XP_026299169.1, XP_006566077.2, XP_026299167.1, XP_026299166.1, XP_006566079.2, XP_026299163.1
OG0000071	Lflavo2a004142P1	XP_006565163.1, XP_006565167.1, XP_016768491.1, XP_006565162.1, XP_006565166.1, XP_006565169.1, XP_006565165.1, XP_006565168.1, XP_006565164.1, XP_006565170.1, XP_001120292.3, XP_006565159.1, XP_006565158.1, XP_006565160.1, XP_006565161.1, XP_026297784.1
OG0000072	Lflavo2a004517P10, Lflavo2a004517P5, Lflavo2a004517P4, Lflavo2a004517P6, Lflavo2a004517P7, Lflavo2a004517P1, Lflavo2a004517P3, Lflavo2a004517P8, Lflavo2a004517P9	XP_006562117.1, XP_006562110.1, XP_006562111.1, XP_026299141.1, XP_026299140.1, XP_026299142.1, XP_026299143.1, XP_624709.4, XP_006562120.1, XP_006562115.1, XP_006562116.1
OG0000073	Lflavo2a011526P1	XP_006566341.1, XP_006566346.1, XP_006566340.1, XP_016770586.1, XP_026299793.1, XP_006566333.1, XP_006566335.1, XP_006566334.1, XP_006566331.1, XP_006566332.1, XP_026299792.1, XP_006566336.1, XP_006566337.1, XP_006566338.1, XP_006566339.1, XP_006566344.1
OG0000074	Lflavo2a005449P3, Lflavo2a005449P2, Lflavo2a005449P5, Lflavo2a005449P8, Lflavo2a005449P1, Lflavo2a005449P6, Lflavo2a005449P9, Lflavo2a005449P7, Lflavo2a005449P4	XP_026300981.1
OG0000074	Lflavo2a005566P1	XP_026300980.1
OG0000075	Lflavo2a001715P9, Lflavo2a001715P18, Lflavo2a001715P19	XP_016766659.1, XP_006561000.1, XP_006561001.1, XP_006560999.1, XP_006560998.1, XP_006560997.1, XP_006560996.1, XP_016766655.1, XP_016766656.1, XP_016766657.1, XP_016766658.1
OG0000076	Lflavo2a003116P1	XP_026294688.1, XP_026294689.1, XP_026294663.1, XP_026294678.1, XP_026294675.1, XP_026294651.1, XP_026294668.1, XP_026294680.1, XP_026294672.1, XP_026294677.1, XP_026294660.1, XP_026294684.1, XP_026294652.1, XP_026294662.1, XP_026294655.1, XP_026294654.1, XP_026294664.1, XP_026294682.1, XP_026294679.1, XP_026294665.1, XP_026294653.1, XP_026294656.1, XP_026294683.1, XP_026294657.1, XP_026294671.1, XP_026294670.1, XP_026294659.1, XP_026294661.1, XP_026294658.1, XP_026294669.1, XP_026294676.1, XP_026294666.1, XP_026294667.1
OG0000077	Lflavo2a007413P1	XP_026295582.1, XP_026295576.1, XP_026295575.1, XP_026295572.1, XP_026295573.1, XP_026295574.1, XP_026295579.1, XP_026295580.1, XP_006560512.2, XP_026295581.1, XP_006560516.2, XP_026295578.1
OG0000078	Lflavo2a005004P1	XP_016767068.1, XP_016767064.1, XP_016767065.1, XP_016767069.1, XP_016767066.1, XP_016767061.1, XP_006562755.1, XP_026296181.1, XP_006562765.1, XP_026296182.1, XP_006562759.1, XP_026296180.1, XP_026296183.1, XP_026296179.1, XP_016767062.1
OG0000079	Lflavo2a007557P2, Lflavo2a007557P1, Lflavo2a007557P3	XP_006564938.1, XP_016771777.1, XP_016771779.1, XP_006564942.2, XP_016771778.1, XP_392018.3, XP_006564943.1
OG0000080	Lflavo2a008759P9, Lflavo2a008759P5, Lflavo2a008759P1, Lflavo2a008759P2, Lflavo2a008759P3, Lflavo2a008759P10, Lflavo2a008759P4, Lflavo2a008759P6, Lflavo2a008759P8, Lflavo2a008759P7	XP_026297128.1, XP_026297127.1, XP_026297126.1, XP_026297125.1, XP_026297124.1, XP_026297129.1, XP_026297120.1, XP_016768091.2, XP_026297122.1, XP_026297123.1, XP_026297121.1
OG0000081	Lflavo2a005539P7, Lflavo2a005539P13, Lflavo2a005539P15, Lflavo2a005539P5, Lflavo2a005539P11, Lflavo2a005539P9, Lflavo2a005539P16, Lflavo2a005539P14, Lflavo2a005539P3, Lflavo2a005539P6	XP_026298644.1, XP_026298646.1, XP_026298643.1, XP_026298652.1, XP_026298653.1, XP_026298654.1, XP_026298655.1, XP_026298650.1, XP_026298651.1, XP_026298649.1, XP_026298645.1, XP_026298648.1
OG0000082	Lflavo2a010778P2, Lflavo2a010778P1, Lflavo2a010778P4, Lflavo2a010778P3, Lflavo2a010778P5, Lflavo2a010778P6, Lflavo2a010778P12, Lflavo2a010778P13	XP_026300045.1, XP_026300044.1, XP_026300039.1, XP_026300041.1, XP_026300042.1, XP_026300040.1, XP_026300043.1, XP_026300046.1
OG0000083	Lflavo2a006253P1, Lflavo2a006253P5, Lflavo2a006253P2, Lflavo2a006253P3	NP_001035325.2, XP_006558172.1, XP_006558178.1, XP_006558179.1, XP_006558173.1, XP_006558174.1, XP_006558171.1, XP_006558177.1, XP_006558176.1, XP_016767974.1, XP_026296884.1, XP_026296885.1
OG0000084	Lflavo2a007302P1, Lflavo2a007302P2	XP_006559556.1, XP_006559557.1, XP_026298336.1, XP_006559558.1, XP_006559553.1, XP_006559563.1, XP_006559565.1, XP_006559561.1, XP_026298337.1, XP_006559554.1, XP_006559546.1, XP_006559547.1, XP_006559548.1, XP_006559549.1, XP_006559550.1, XP_006559551.1, XP_006559552.1, XP_016768823.1, XP_016768824.1, XP_006559555.1
OG0000085	Lflavo2a007544P6, Lflavo2a007544P7, Lflavo2a007544P5, Lflavo2a007544P3, Lflavo2a007544P1, Lflavo2a007544P2, Lflavo2a007544P4, Lflavo2a006771P1	XP_026299790.1, XP_016770398.1, XP_026299791.1, XP_006564405.1, XP_016770397.1, XP_026299789.1, XP_006564403.1, XP_006564397.1, XP_006564400.1, XP_006564401.1, XP_006564398.1, XP_006564399.1, XP_006564402.1, XP_006564404.1
OG0000086	Lflavo2a005397P6, Lflavo2a005397P5, Lflavo2a005397P3, Lflavo2a005397P4, Lflavo2a005397P8, Lflavo2a005397P11, Lflavo2a005397P12, Lflavo2a005397P9, Lflavo2a005397P10, Lflavo2a005397P7, Lflavo2a005397P2	XP_026296593.1, XP_006567834.1, XP_016767609.1, XP_026296599.1, XP_026296596.1, XP_026296594.1, XP_026296597.1, XP_026296592.1, XP_026296590.1, XP_026296598.1, XP_026296591.1, XP_026296589.1
OG0000087	Lflavo2a000799P6, Lflavo2a000799P5, Lflavo2a000799P3, Lflavo2a000799P4, Lflavo2a000799P1, Lflavo2a000799P2	XP_026295539.1, XP_026295541.1, XP_006568474.1, XP_006568471.1, XP_026295535.1, XP_026295542.1, XP_026295537.1, XP_026295533.1, XP_006568470.1, XP_006568473.1, XP_394399.3, XP_026295536.1, XP_026295538.1, XP_026295540.1
OG0000088	Lflavo2a003020P1	XP_026302156.1, XP_026302154.1, XP_026302160.1, XP_026302152.1, XP_026302153.1, NP_001153877.1, XP_026302155.1, XP_026302157.1, XP_026302158.1, XP_026302159.1
OG0000089	Lflavo2a005712P1	XP_003251626.1, XP_001120014.1, XP_003251406.1, XP_001120889.1, XP_001122218.1
OG0000090	Lflavo2a000003P1	XP_001120660.2
OG0000091	Lflavo2a006173P1, Lflavo2a006173P4, Lflavo2a006173P3, Lflavo2a006173P2	XP_026296814.1, XP_026296815.1, XP_026296818.1, XP_006564223.1, XP_016767658.2, XP_006564222.1, XP_016767660.1, XP_026296816.1, XP_026296817.1
OG0000092	Lflavo2a006725P1, Lflavo2a006725P2, Lflavo2a006725P5, Lflavo2a006725P10, Lflavo2a006725P4, Lflavo2a006725P7, Lflavo2a006725P6, Lflavo2a006725P9, Lflavo2a006725P3, Lflavo2a006725P8	XP_006569743.2, XP_016769956.2, XP_006569748.2, XP_006569746.2, XP_006569741.2, XP_006569744.2, XP_006569742.2, XP_006569740.2
OG0000093	Lflavo2a010471P3, Lflavo2a010471P1, Lflavo2a010471P2	XP_026300847.1, XP_026300843.1, XP_026300833.1, XP_026300836.1, XP_026300834.1, XP_026300844.1, XP_026300830.1, XP_026300831.1, XP_026300832.1, XP_026300839.1, XP_026300845.1, XP_026300846.1, XP_026300837.1, XP_026300838.1, XP_026300840.1, XP_026300841.1, XP_026300842.1
OG0000095	Lflavo2a002769P1, Lflavo2a005462P1	XP_001120613.2, XP_026299083.1
OG0000096	Lflavo2a013346P1	XP_006560800.1, XP_006560801.1, XP_016769369.1, XP_016769370.1, XP_016769371.1, XP_026298446.1, XP_026298447.1, XP_006560798.1, XP_026298440.1, XP_026298441.1, XP_026298442.1, XP_026298443.1, XP_026298444.1, XP_006560797.1, XP_026298438.1, XP_026298439.1, XP_006560803.2, XP_006560804.1, XP_006560805.1, XP_016769372.1, XP_026298448.1, XP_006560796.1, XP_026298445.1
OG0000097	Lflavo2a012213P1	XP_026299712.1, XP_006566410.1, XP_392911.2, XP_026299713.1, XP_026299711.1, XP_026299714.1
OG0000098	Lflavo2a006291P1	XP_392217.5, XP_006569110.1, XP_006569105.1, XP_026294830.1, XP_026294831.1, XP_006569106.1, XP_006569107.1, XP_006569098.1, XP_006569108.1
OG0000099	Lflavo2a014333P1	XP_006565062.2, XP_397347.4, NP_001035324.1, XP_026300343.1, XP_026300535.1, XP_395671.3, NP_001352128.1, XP_026300532.1, XP_026300533.1, NP_001352129.1, XP_026300534.1, XP_016771320.1, XP_623595.1, NP_001352068.1, XP_006565076.1, XP_006565077.1, XP_026300601.1, NP_001352069.1, XP_026300602.1, XP_026300530.1, XP_026300531.1
OG0000099	Lflavo2a003961P1	XP_623362.3
OG0000100	Lflavo2a001091P1	XP_016766265.1, XP_026302239.1, XP_006568843.1, XP_006568844.1, XP_006568845.1, XP_016766257.1, XP_016766258.1, XP_016766259.1, XP_016766260.1, XP_016766262.1, XP_016766263.1, XP_006568846.1
OG0000101	Lflavo2a008868P24, Lflavo2a008868P23, Lflavo2a008868P14, Lflavo2a008868P15, Lflavo2a008868P11, Lflavo2a008868P6, Lflavo2a008868P16, Lflavo2a008868P7, Lflavo2a008868P10, Lflavo2a008868P21, Lflavo2a008868P20, Lflavo2a008868P18, Lflavo2a008868P19, Lflavo2a008868P8, Lflavo2a008868P12, Lflavo2a008868P17, Lflavo2a008868P5, Lflavo2a008868P1, Lflavo2a008868P2, Lflavo2a008868P4, Lflavo2a008868P9, Lflavo2a008868P13	XP_026300556.1, XP_026300558.1, XP_006568142.2, XP_006568143.2, XP_026300559.1, XP_006568140.2, XP_006568141.2, XP_006568137.2, XP_006568138.2, XP_026300555.1
OG0000102	Lflavo2a002925P1	XP_026294795.1
OG0000102	Lflavo2a007960P1	XP_016769438.2
OG0000103	Lflavo2a003236P1	XP_026295557.1, XP_026295550.1, XP_026295555.1, XP_026295554.1, XP_026295551.1, XP_026295552.1, XP_026295553.1, XP_026295548.1, XP_026295558.1, XP_026295556.1, XP_026295547.1, XP_016772689.2, XP_016772699.2, XP_016772700.2, XP_016772701.2, XP_016772702.2
OG0000104	Lflavo2a004657P1	XP_026296258.1, XP_026296257.1, XP_026296247.1, XP_026296246.1, XP_026296242.1, XP_026296244.1, XP_026296255.1, XP_026296256.1, XP_026296249.1, XP_026296248.1, XP_026296240.1, XP_026296243.1, XP_026296259.1, XP_026296241.1, XP_026296245.1, XP_026296250.1, XP_026296251.1, XP_026296252.1, XP_026296253.1, XP_026296254.1
OG0000105	Lflavo2a014141P4, Lflavo2a014141P2, Lflavo2a014141P1, Lflavo2a014141P3	XP_026295583.1, XP_016766845.1, XP_006558051.1, XP_006558052.1, XP_016766844.1, XP_016766848.1, XP_016766849.1, XP_016766846.1, XP_016766847.1
OG0000106	Lflavo2a001228P1, Lflavo2a001038P2, Lflavo2a001038P3, Lflavo2a001038P4, Lflavo2a001038P1	XP_016772492.2, XP_026301667.1, XP_016772490.2, XP_016772493.2, XP_026301668.1, XP_016772486.2, XP_006563176.2, XP_016772494.2, XP_016772488.2, XP_016772497.2, XP_026301670.1, XP_006563179.2, XP_016772489.2, XP_006563186.2, XP_016772495.2
OG0000107	Lflavo2a009699P1	XP_006567467.1
OG0000107	Lflavo2a010585P1, Lflavo2a010592P1, Lflavo2a004887P1	XP_395426.5
OG0000108	Lflavo2a001719P1	XP_026296924.1, XP_026296925.1, XP_026296926.1, XP_026296927.1, XP_026296928.1, XP_026296929.1, XP_026296930.1
OG0000109	Lflavo2a005097P1	XP_006568458.2, XP_006568459.2, XP_026295260.1, XP_006568460.2, XP_006568461.2, XP_006568464.1, XP_006568463.2, XP_016766608.1, XP_006568462.1, XP_001120165.3, XP_026295265.1, XP_026295267.1, XP_026295261.1, XP_026295263.1, XP_026295262.1, XP_026295264.1, XP_026295258.1, XP_026295259.1, XP_026295266.1
OG0000110	Lflavo2a000106P1, Lflavo2a000106P2, Lflavo2a000106P3	XP_016768895.2, XP_003250344.2, XP_026298141.1, XP_006563855.1, XP_006563852.2, XP_006563853.2, XP_016768896.2
OG0000111	Lflavo2a009715P2, Lflavo2a009715P13, Lflavo2a009715P3, Lflavo2a009715P12, Lflavo2a009715P14, Lflavo2a009715P6, Lflavo2a009715P4, Lflavo2a009715P5, Lflavo2a009715P9, Lflavo2a009715P8, Lflavo2a009715P16, Lflavo2a009715P15, Lflavo2a009715P10, Lflavo2a009715P11, Lflavo2a009715P7	XP_006564547.1, XP_026298952.1
OG0000112	Lflavo2a002843P1	XP_026295082.1, XP_006568925.1, XP_392214.2, XP_006568922.1, XP_006568921.1, XP_026295081.1, XP_006568923.1
OG0000113	Lflavo2a000165P1	XP_006568979.1, XP_006568980.1, XP_006568981.1, XP_016766189.1, XP_016766190.1, XP_006568982.1, XP_006568974.1, XP_006568973.1, XP_006568975.1, XP_006568977.1, XP_006568978.1, XP_006568976.1
OG0000114	Lflavo2a000234P1	XP_026298602.1, XP_026298604.1, XP_026298603.1, XP_026298596.1, XP_026298599.1, XP_026298598.1, XP_026298601.1, XP_026298600.1, XP_026298597.1, XP_026298590.1, XP_026298591.1, XP_026298592.1, XP_026298593.1, XP_026298594.1, XP_026298595.1
OG0000115	Lflavo2a010230P1, Lflavo2a010230P2	XP_006564813.1, XP_006564814.1, XP_026296732.1
OG0000115	Lflavo2a008749P1, Lflavo2a008749P2	NP_001035326.1
OG0000115	Lflavo2a009655P1	NP_001035349.1
OG0000116	Lflavo2a013808P2, Lflavo2a013808P4, Lflavo2a013808P3, Lflavo2a013808P1	XP_006571925.2, XP_003251823.2, XP_006571924.2, XP_006571926.2
OG0000117	Lflavo2a008663P1	XP_016768638.1, XP_623369.1, XP_623211.2, XP_006562644.1, XP_006562641.1, XP_006562642.1, XP_016768639.1
OG0000118	Lflavo2a006927P6, Lflavo2a006927P2, Lflavo2a006927P5	XP_016766300.1, XP_016766301.1, XP_016766302.1, XP_016766303.1, XP_026294943.1, XP_016766304.1
OG0000119	Lflavo2a009068P1	XP_026300207.1, XP_026300210.1, XP_026300208.1, XP_026300211.1, XP_026300201.1, XP_026300203.1, XP_026300204.1, XP_026300205.1, XP_026300202.1, XP_026300200.1, XP_026300199.1, XP_026300196.1, XP_026300197.1
OG0000119	Lflavo2a009101P1	XP_026300206.1
OG0000122	Lflavo2a005759P1	XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558307.1, XP_006558308.1, XP_006558309.1, XP_016772296.1, XP_016772297.1, XP_026301099.1, XP_026301100.1, XP_026301101.1
OG0000123	Lflavo2a012924P1, Lflavo2a012924P2	XP_006560023.2, XP_016772108.2, XP_006560026.2, XP_006560024.2, XP_016772110.2, XP_016772106.2, XP_016772109.2, XP_016772107.2
OG0000124	Lflavo2a005345P1	XP_026300505.1, XP_026300508.1, XP_006560446.2, XP_006560447.2, XP_006560443.2, XP_026300509.1, XP_026300507.1, XP_006560440.2, XP_006560441.2, XP_016771311.2, XP_026300510.1, XP_026300506.1
OG0000125	Lflavo2a000702P1, Lflavo2a000674P1	XP_026295198.1, XP_006560978.2, XP_006560976.2, XP_026295196.1, XP_016766593.1, XP_006560979.1, XP_006560983.2, XP_026295197.1
OG0000126	Lflavo2a011940P1	XP_006567020.2, XP_016770871.2, XP_016770867.2, XP_016770870.2, XP_016770865.2, XP_026300113.1, XP_026300115.1, XP_016770869.2, XP_016770864.2, XP_016770863.2, XP_016770866.2, XP_026300116.1
OG0000127	Lflavo2a006064P1	XP_026294745.1, XP_026294746.1
OG0000127	Lflavo2a013626P1, Lflavo2a005955P1, Lflavo2a006051P1	XP_026294747.1, XP_006568239.2, XP_026294748.1
OG0000128	Lflavo2a008718P1, Lflavo2a008718P2	XP_006570164.2, XP_006570163.2, XP_006570171.2, XP_006570165.2, XP_006570166.2, XP_006570168.2, XP_006570169.2, XP_006570170.2, XP_393215.5, XP_016768442.2
OG0000129	Lflavo2a013612P1	XP_026294716.1, XP_026294700.1, XP_026294707.1, XP_026294708.1, XP_026294710.1, XP_026294702.1, XP_026294701.1, XP_026294705.1, XP_026294715.1, XP_026294712.1, XP_026294713.1, XP_026294704.1, XP_026294703.1, XP_026294706.1, XP_026294709.1, XP_026294711.1, XP_026294714.1
OG0000130	Lflavo2a001056P1	XP_026294875.1, XP_026294876.1, XP_026294877.1, XP_026294864.1, XP_026294865.1, XP_026294866.1, XP_026294867.1, XP_026294868.1, XP_026294869.1, XP_026294870.1, XP_026294872.1, XP_026294874.1, XP_026294873.1, XP_026294871.1
OG0000131	Lflavo2a014320P1	XP_006559296.1, XP_006559297.1
OG0000132	Lflavo2a008072P6, Lflavo2a008072P5, Lflavo2a008072P1, Lflavo2a008072P4, Lflavo2a008072P2, Lflavo2a008072P3	XP_026302056.1, XP_006562833.2, XP_006562827.2, XP_006562828.2, XP_006562829.2, XP_006562830.2, XP_006562831.2, XP_006562832.2, XP_016771585.2, XP_016771610.2, XP_016771619.2, XP_016771623.2, XP_016771626.2
OG0000133	Lflavo2a009473P3, Lflavo2a009473P1, Lflavo2a009473P5, Lflavo2a009473P4, Lflavo2a009473P6, Lflavo2a009473P2	XP_006565774.2, XP_006565781.2, XP_006565779.2, XP_006565777.2, XP_006565775.2, XP_006565773.2, XP_006565778.2, XP_006565772.2, XP_006565765.2, XP_006565766.2, XP_006565767.2, XP_006565768.2, XP_006565769.2, XP_006565770.2, XP_006565771.2, XP_006565776.2
OG0000134	Lflavo2a008440P1	XP_003251788.1, XP_006571781.1, XP_006571782.1, XP_026301945.1, XP_006571780.1, XP_006571779.1
OG0000135	Lflavo2a001833P2, Lflavo2a001833P1, Lflavo2a001833P3, Lflavo2a001833P4	XP_006561770.1, XP_006561772.1, XP_006561773.1, XP_016769483.1, XP_026298858.1
OG0000136	Lflavo2a006003P1, Lflavo2a006003P6, Lflavo2a006003P2	XP_026296236.1, XP_026296235.1, XP_026296233.1, XP_026296230.1, XP_026296232.1, XP_026296228.1, XP_026296229.1, XP_026296234.1
OG0000136	Lflavo2a010756P1	XP_026295817.1
OG0000137	Lflavo2a009340P3, Lflavo2a009340P2, Lflavo2a009340P1, Lflavo2a009340P4, Lflavo2a009340P5, Lflavo2a009340P7, Lflavo2a009340P6	XP_026299311.1, XP_026299310.1, XP_026299304.1, XP_026299306.1, XP_026299307.1, XP_026299301.1, XP_026299302.1, XP_026299303.1, XP_026299305.1, XP_026299308.1, XP_026299309.1
OG0000138	Lflavo2a000962P1	XP_026300162.1, XP_026300163.1, XP_026300164.1, XP_026300158.1, XP_026300161.1, XP_026300152.1, XP_026300149.1, XP_026300150.1, XP_026300151.1, XP_026300153.1, XP_026300160.1, XP_026300156.1, XP_026300154.1, XP_026300157.1, XP_026300159.1
OG0000139	Lflavo2a003264P1	XP_006561513.1
OG0000139	Lflavo2a002502P1, Lflavo2a002502P2	XP_026300807.1, XP_006560270.1, XP_016771895.1, XP_395774.2
OG0000140	Lflavo2a008421P1	XP_625223.2, XP_006563530.1, XP_016772044.1
OG0000141	Lflavo2a003694P1	XP_006564649.1, XP_006564648.1, XP_016768963.1, XP_006564646.1, XP_006564647.1, XP_006564642.1, XP_006564643.1, XP_006564644.1, XP_006564645.1, XP_006564650.1, XP_006564651.1, XP_026298083.1
OG0000142	Lflavo2a001707P3, Lflavo2a001707P4, Lflavo2a001707P5, Lflavo2a001707P2, Lflavo2a001707P1	XP_006569388.2, XP_006569380.2, XP_006569381.2, XP_006569382.2, XP_006569383.2, XP_006569384.2, XP_006569386.2, XP_006569387.2, XP_016767274.2, XP_016767271.2, XP_016767272.2, XP_016767275.1
OG0000143	Lflavo2a010951P1	XP_016771767.1, XP_016771768.1, XP_016771758.1, XP_016771764.1, XP_016771757.1, XP_016771762.1, XP_016771769.1, XP_016771766.1, XP_016771759.1, XP_016771761.1, XP_016771760.1, XP_016771765.1, XP_016771763.1, XP_016771755.1, XP_016771756.1
